t,x,y,yaw,v,w,v_cmd,w_cmd,v_nav,w_nav,velocity_violation
5.438,1.2632813379730944e-07,4.808189855163084e-12,1.4878499302340737e-08,0.0,0.0,0.22,-2.9800709421539396e-08,0.025,-2.9800709421539396e-08,True
5.438,1.2632813379730944e-07,4.808189855163084e-12,1.4878499302340737e-08,0.0,0.0,0.22,-2.9800709421539396e-08,0.025,-2.9800709421539396e-08,True
5.44,1.2632813379730944e-07,4.808189855163084e-12,1.4878499302340737e-08,0.0,0.0,0.22,-2.9800709421539396e-08,0.025,-2.9800709421539396e-08,True
5.468,0.0008858553349110383,-6.529539287473235e-08,-5.901175287865066e-07,0.02499997435977249,-2.9971365667069705e-08,0.22,1.769946618929171e-06,0.05,1.769946618929171e-06,False
5.5,0.0027217250485959874,-1.3194340726796364e-07,-1.1179273929908242e-06,0.049999974723194104,1.7696179410719992e-06,0.22,3.495746498685185e-06,0.05,1.769946618929171e-06,False
5.534,0.004007584744265076,-1.9889538840784736e-07,-1.6534456583868077e-06,0.06429298478909228,-2.677591324218298e-05,0.22,3.495746498685185e-06,0.07500000000000001,3.495746498685185e-06,False
5.568,0.007093366663715799,-2.710643702352211e-07,-2.117770104323968e-06,0.07928912081885339,-2.6711342360208334e-05,0.22,4.997440220039943e-06,0.1,4.997440220039943e-06,False
5.602,0.01112922111631195,-3.482631553332842e-07,-2.541847955677919e-06,0.10179274105702048,-2.620133985331563e-05,0.22,6.537760143758361e-06,0.125,6.537760143758361e-06,False
5.634,0.0136292201587264,-3.545068950082151e-07,-2.411122257453028e-06,0.12499995212149369,6.536284891112132e-06,0.22,6.537760143758361e-06,0.125,6.537760143758361e-06,False
5.668,0.01896508394869827,-4.4316112877840816e-07,-2.8119035313953326e-06,0.1417932137145357,-2.6573337796875762e-05,0.22,8.045034184098554e-06,0.15,8.045034184098554e-06,False
5.7,0.021965083475727013,-4.514336065022052e-07,-2.651117323032401e-06,0.14999997635256396,8.039310372964792e-06,0.22,9.406176228455554e-06,0.175,9.406176228455554e-06,False
5.734,0.028600946635022637,-5.506641608609385e-07,-3.0175162169273764e-06,0.17499998610127765,9.397639733066399e-06,0.22,1.1041069943669408e-05,0.175,9.406176228455554e-06,False
5.768,0.036036817441322366,-6.68819930972489e-07,-3.4685586939355844e-06,0.19679356398717487,-3.194843891662913e-05,0.22,1.1041069943669408e-05,0.19999999999999998,1.1041069943669408e-05,False
5.8,0.04003681692944174,-6.823870411191747e-07,-3.24802407547148e-06,0.1999999744082402,1.1026730994956324e-05,0.22,1.3017298569260792e-05,0.22,1.3017298569260792e-05,False
5.834,0.048631403676863576,-8.138964736753873e-07,-3.6548016082285016e-06,0.21999997469047256,1.2998010578968433e-05,0.22,1.4708661977804162e-05,0.22,1.4708661977804162e-05,False
5.868,0.05743140266889653,-8.440125858614604e-07,-3.087658621533577e-06,0.21999997479533934,1.4685070670594769e-05,0.22,1.4708661977804162e-05,0.22,1.4708661977804162e-05,False
5.9,0.06183140216582466,-8.57167135482195e-07,-2.7940020408682317e-06,0.21999997484833278,1.4682828997081288e-05,0.22,1.3848158858870159e-05,0.22,1.3848158858870159e-05,False
5.934,0.07063140116396772,-8.797100313882443e-07,-2.2412420338710016e-06,0.2199999749465001,1.3818202582172034e-05,0.22,1.2935599096567788e-05,0.22,1.2935599096567788e-05,False
5.968,0.07943140016433234,-8.975242902614438e-07,-1.7232992594890794e-06,0.21999997504381588,1.2902009149939886e-05,0.22,1.1605910203862928e-05,0.22,1.1605910203862928e-05,False
6.0,0.08383139966345955,-9.047347098012975e-07,-1.4785742643781512e-06,0.21999997495693338,1.223624988000438e-05,0.22,1.1605910203862928e-05,0.22,1.1605910203862928e-05,False
6.034,0.09263139865895618,-9.160522314945408e-07,-1.0174321426986448e-06,0.21999997487564307,1.1486545847816387e-05,0.22,1.077529412586224e-05,0.22,1.077529412586224e-05,False
6.068,0.10143139821776509,-9.234589037135998e-07,-5.880787769413408e-07,0.2199999998985674,1.0739004974169575e-05,0.22,9.97151921787464e-06,0.22,9.97151921787464e-06,False
6.102,0.10583139821809386,-9.257387233831584e-07,-3.8455756235091177e-07,0.22000000001649314,1.0176060616373661e-05,0.22,9.97151921787464e-06,0.22,9.97151921787464e-06,False
6.134,0.1146313982153967,-9.27674383543161e-07,-1.2014652949719605e-09,0.2199999999312065,9.232508446643806e-06,0.22,8.800234438582793e-06,0.22,8.800234438582793e-06,False
