sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1772479634,344549625,0.135464,-1.859102,2.500980,-1.411768,-0.405202,-1.312076,1,0.000000,0.002677,0.000000,0.044561,0.007333,0.024561,0.007333,0.024561,0,0.359567,0.007333,0.000000,0.064561,0.024561,0.220000
1772479634,369607299,0.134262,-1.859024,2.500599,-1.410876,-0.406010,-1.312458,1,0.000000,-0.001528,0.007333,0.024561,0.014667,0.004561,0.014667,0.004561,0,0.257909,0.014667,0.000000,0.044561,0.004561,0.220000
1772479634,419648623,0.134964,-1.859541,2.500820,-1.411104,-0.405169,-1.312236,1,0.006450,0.011657,0.014667,0.004561,0.022000,0.005609,0.022000,0.005609,0,0.254957,0.022000,0.007333,0.024561,-0.015439,0.220000
1772479634,444718471,0.134516,-1.858546,2.500738,-1.411372,-0.406227,-1.312319,1,0.014793,0.001197,0.022000,0.005609,0.029333,0.010088,0.029333,0.010088,0,0.343925,0.029333,0.014667,0.025609,-0.014391,0.220000
1772479634,469706235,0.133241,-1.859359,2.500244,-1.409867,-0.406383,-1.312812,1,0.021857,0.010132,0.029333,0.010088,0.036667,0.004361,0.036667,0.004361,0,0.118925,0.036667,0.022000,0.030088,-0.009912,0.220000
1772479634,519822739,0.131972,-1.858576,2.500621,-1.409361,-0.407786,-1.312435,1,0.029019,0.003448,0.036667,0.004361,0.044000,0.003972,0.044000,0.003972,0,0.090272,0.044000,0.029333,0.024361,-0.015639,0.220000
1772479634,544900688,0.132684,-1.858557,2.500308,-1.409931,-0.407359,-1.312749,1,0.037208,0.016164,0.044000,0.003972,0.051333,0.008672,0.051333,0.008672,0,0.168933,0.051333,0.036667,0.023972,-0.016028,0.220000
1772479634,569903509,0.130913,-1.857884,2.501088,-1.408963,-0.408987,-1.311968,1,0.044638,0.019629,0.051333,0.008672,0.058667,0.004027,0.058667,0.004027,0,0.068636,0.058667,0.044000,0.028672,-0.011328,0.220000
1772479634,619998756,0.130806,-1.857648,2.500693,-1.409026,-0.409238,-1.312363,1,0.051647,0.002861,0.058667,0.004027,0.066000,0.006370,0.066000,0.006370,0,0.096517,0.066000,0.051333,0.024027,-0.015973,0.220000
1772479634,645051734,0.128957,-1.855412,2.500800,-1.408970,-0.412139,-1.312257,1,0.058818,0.002948,0.066000,0.006370,0.073333,0.015239,0.073333,0.015239,0,0.207810,0.073333,0.058667,0.026370,-0.013630,0.220000
1772479634,670093071,0.128540,-1.855139,2.500522,-1.408812,-0.412612,-1.312535,1,0.066855,0.012828,0.073333,0.015239,0.080667,0.016745,0.080667,0.016745,0,0.207586,0.080667,0.066000,0.035239,-0.004761,0.220000
1772479634,720154467,0.123952,-1.853308,2.500683,-1.406359,-0.416900,-1.312374,1,0.073457,0.012108,0.080667,0.016745,0.088000,-0.000601,0.088000,-0.000601,0,-0.006824,0.088000,0.073333,0.036745,-0.003255,0.220000
1772479634,745326145,0.122343,-1.850825,2.500929,-1.406645,-0.419845,-1.312128,1,0.080473,-0.018944,0.088000,-0.000601,0.095333,0.012400,0.095333,0.012400,0,0.130065,0.095333,0.080667,0.019399,-0.020601,0.220000
