sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
7,520000000,0.014065,0.000000,0.000000,0.080667,0.000000,0.088000,0.000000,0.095333,0.000000,0.095333,0.000000,0,-0.000000,0.095333,0.080667,0.020000,-0.020000,0.220000
7,540000000,0.015737,0.000000,0.000000,0.083600,0.000000,0.095333,0.000000,0.102667,0.000000,0.102667,0.000000,0,-0.000000,0.102667,0.088000,0.020000,-0.020000,0.220000
7,580000000,0.019565,0.000000,0.000000,0.096067,0.000000,0.102667,0.000000,0.110000,0.000000,0.110000,0.000000,0,-0.000000,0.110000,0.095333,0.020000,-0.020000,0.220000
7,600000000,0.021619,0.000000,0.000000,0.102667,0.000000,0.110000,0.000000,0.117333,0.000000,0.117333,0.000000,0,-0.000000,0.117333,0.102667,0.020000,-0.020000,0.220000
7,640000000,0.025931,0.000000,0.000000,0.112933,0.000000,0.117333,0.000000,0.124667,0.000000,0.124667,0.000000,0,-0.000000,0.124667,0.110000,0.020000,-0.020000,0.220000
7,680000000,0.030668,0.000000,0.000000,0.119533,0.000000,0.124667,0.000000,0.132000,0.000000,0.132000,0.000000,0,-0.000000,0.132000,0.117333,0.020000,-0.020000,0.220000
7,700000000,0.033161,0.000000,0.000000,0.124667,0.000000,0.132000,0.000000,0.139333,0.000000,0.139333,0.000000,0,-0.000000,0.139333,0.124667,0.020000,-0.020000,0.220000
7,740000000,0.038412,0.000000,0.000000,0.137867,0.000000,0.139333,0.000000,0.146667,0.000000,0.146667,0.000000,0,-0.000000,0.146667,0.132000,0.020000,-0.020000,0.220000
7,760000000,0.041199,0.000000,0.000000,0.139333,0.000000,0.146667,0.000000,0.154000,0.000000,0.154000,0.000000,0,-0.000000,0.154000,0.139333,0.020000,-0.020000,0.220000
7,800000000,0.047036,0.000000,0.000000,0.146667,0.000000,0.154000,0.000000,0.161333,0.000000,0.161333,0.000000,0,-0.000000,0.161333,0.146667,0.020000,-0.020000,0.220000
7,820000000,0.050087,0.000000,0.000000,0.152533,0.000000,0.161333,0.000000,0.168667,0.000000,0.168667,0.000000,0,-0.000000,0.168667,0.154000,0.020000,-0.020000,0.220000
7,860000000,0.056584,0.000000,0.000000,0.163533,0.000000,0.168667,0.000000,0.176000,0.000000,0.176000,0.000000,0,-0.000000,0.176000,0.161333,0.020000,-0.020000,0.220000
7,880000000,0.059957,0.000000,0.000000,0.168667,0.000000,0.176000,0.000000,0.183333,0.000000,0.183333,0.000000,0,-0.000000,0.183333,0.168667,0.020000,-0.020000,0.220000
7,920000000,0.067056,0.000000,0.000000,0.183333,0.000000,0.183333,0.000000,0.190667,0.000000,0.190667,0.000000,0,-0.000000,0.190667,0.176000,0.020000,-0.020000,0.220000
7,940000000,0.070723,0.000000,0.000000,0.183333,0.000000,0.190667,0.000000,0.198000,0.000000,0.198000,0.000000,0,-0.000000,0.198000,0.183333,0.020000,-0.020000,0.220000
7,980000000,0.078276,0.000000,0.000000,0.190667,0.000000,0.198000,0.000000,0.205333,0.000000,0.205333,0.000000,0,-0.000000,0.205333,0.190667,0.020000,-0.020000,0.220000
8,20000000,0.086225,0.000000,0.000000,0.205333,0.000000,0.205333,0.000000,0.212667,0.000000,0.212667,0.000000,0,-0.000000,0.212667,0.198000,0.020000,-0.020000,0.220000
8,40000000,0.090332,0.000000,0.000000,0.205333,0.000000,0.212667,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.205333,0.020000,-0.020000,0.220000
8,80000000,0.098795,0.000000,0.000000,0.212667,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,100000000,0.103136,0.000000,0.000000,0.217067,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,140000000,0.111936,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,160000000,0.116336,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,200000000,0.125136,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,220000000,0.129536,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,260000000,0.138336,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,280000000,0.142736,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,320000000,0.151536,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,360000000,0.160336,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,380000000,0.164736,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,420000000,0.173536,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,440000000,0.177936,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,480000000,0.186736,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,500000000,0.191136,0.000000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,540000000,0.199936,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,580000000,0.208736,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,600000000,0.213136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,620000000,0.217536,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,660000000,0.226336,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,700000000,0.235136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,720000000,0.239536,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,760000000,0.248336,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,780000000,0.252736,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,820000000,0.261536,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,840000000,0.265936,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,880000000,0.274736,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,900000000,0.279136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,940000000,0.287936,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,-0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
8,980000000,0.296736,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,0,0.301136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,40000000,0.309936,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,60000000,0.314336,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,100000000,0.323136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,120000000,0.327536,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,160000000,0.336336,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,180000000,0.340736,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,200000000,0.345136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,240000000,0.353936,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,260000000,0.358336,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,300000000,0.367136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,320000000,0.371536,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,360000000,0.380336,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,380000000,0.384736,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,420000000,0.393536,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,440000000,0.397936,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,480000000,0.406736,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,500000000,0.411136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,540000000,0.419936,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,560000000,0.424336,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,600000000,0.433136,0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,640000000,0.441936,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,660000000,0.446336,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,700000000,0.455136,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,720000000,0.459536,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,760000000,0.468336,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,780000000,0.472736,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,820000000,0.481536,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,840000000,0.485936,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,880000000,0.494736,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,900000000,0.499136,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,940000000,0.507936,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
9,960000000,0.512336,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,0,0.521136,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,20000000,0.525536,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,60000000,0.534336,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,80000000,0.538736,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,120000000,0.547536,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,160000000,0.556336,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,180000000,0.560736,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,220000000,0.569536,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,240000000,0.573936,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,280000000,0.582736,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,300000000,0.587136,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,340000000,0.595936,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,360000000,0.600336,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,400000000,0.609136,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,420000000,0.613536,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,460000000,0.622336,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,480000000,0.626736,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,520000000,0.635536,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,540000000,0.639936,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,580000000,0.648736,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,620000000,0.657536,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,640000000,0.661936,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0.220000,0.000000,0,0.000000,0.220000,0.212667,0.020000,-0.020000,0.220000
10,680000000,0.670736,-0.000000,-0.000000,0.220000,0.000000,0.220000,0.000000,0.212667,0.020000,0.212667,0.020000,0,0.404541,0.220000,0.212667,0.020000,-0.020000,0.220000
10,700000000,0.675077,0.000000,0.000160,0.217067,0.007998,0.212667,0.020000,0.205333,0.040000,0.205333,0.040000,0,0.395027,0.220000,0.205333,0.040000,0.000000,0.220000
10,740000000,0.683584,0.000004,0.000957,0.212667,0.019870,0.205333,0.040000,0.198000,0.060000,0.198000,0.060000,0,0.790436,0.212667,0.198000,0.060000,0.020000,0.220000
10,760000000,0.687691,0.000009,0.001755,0.205357,0.039935,0.198000,0.060000,0.205333,0.040000,0.205333,0.040000,0,-0.011584,0.205333,0.190667,0.080000,0.040000,0.220000
10,800000000,0.695904,0.000027,0.003338,0.205333,0.039502,0.205333,0.040000,0.198000,0.060000,0.198000,0.060000,0,1.009230,0.212667,0.198000,0.060000,0.020000,0.220000
10,820000000,0.700011,0.000041,0.004125,0.205333,0.039369,0.198000,0.060000,0.190667,0.080000,0.190667,0.080000,0,1.445236,0.205333,0.190667,0.080000,0.040000,0.220000
10,860000000,0.708006,0.000078,0.006306,0.198046,0.059407,0.190667,0.080000,0.183333,0.100000,0.183333,0.100000,0,1.197425,0.198000,0.183333,0.100000,0.060000,0.220000
10,880000000,0.711856,0.000102,0.007688,0.192495,0.069112,0.183333,0.100000,0.190667,0.080000,0.190667,0.080000,0,0.392554,0.190667,0.176000,0.120000,0.080000,0.220000
10,920000000,0.719193,0.000166,0.011063,0.183397,0.083958,0.190667,0.080000,0.183333,0.060000,0.183333,0.060000,0,-0.084826,0.198000,0.183333,0.100000,0.060000,0.220000
10,940000000,0.723003,0.000210,0.012652,0.190479,0.079480,0.183333,0.060000,0.176000,0.080000,0.176000,0.080000,0,1.630312,0.190667,0.176000,0.080000,0.040000,0.220000
10,980000000,0.730375,0.000307,0.015801,0.177986,0.079416,0.176000,0.080000,0.168667,0.060000,0.168667,0.060000,0,-0.126977,0.183333,0.168667,0.100000,0.060000,0.220000
11,0,0.733897,0.000361,0.017369,0.176093,0.078412,0.168667,0.060000,0.161333,0.040000,0.161333,0.040000,0,-0.141863,0.176000,0.161333,0.080000,0.040000,0.220000
11,40000000,0.740720,0.000481,0.019905,0.168743,0.058104,0.161333,0.040000,0.154000,0.020000,0.154000,0.020000,0,-0.172271,0.168667,0.154000,0.060000,0.020000,0.220000
11,60000000,0.744071,0.000544,0.021009,0.167553,0.055233,0.154000,0.020000,0.146667,-0.000000,0.146667,-0.000000,0,-0.184387,0.161333,0.146667,0.040000,-0.000000,0.220000
11,100000000,0.750232,0.000669,0.022334,0.153995,0.032574,0.146667,-0.000000,0.139333,-0.020000,0.139333,-0.020000,0,-0.218413,0.154000,0.139333,0.020000,-0.020000,0.220000
11,140000000,0.756100,0.000792,0.022656,0.146662,0.007716,0.139333,-0.020000,0.146667,-0.035007,0.146667,-0.035007,0,-0.238683,0.146667,0.132000,-0.000000,-0.040000,0.220000
11,160000000,0.759032,0.000854,0.022511,0.146663,-0.007244,0.146667,-0.035007,0.154000,-0.036947,0.154000,-0.036947,0,-0.239913,0.154000,0.139333,-0.015007,-0.055007,0.220000
11,200000000,0.764926,0.000976,0.021743,0.148099,-0.021255,0.154000,-0.036947,0.161333,-0.037960,0.161333,-0.037960,0,-0.235291,0.161333,0.146667,-0.016947,-0.056947,0.220000
11,220000000,0.768006,0.001038,0.020964,0.153997,-0.038973,0.161333,-0.037960,0.168667,-0.037173,0.168667,-0.037173,0,-0.220393,0.168667,0.154000,-0.017960,-0.057960,0.220000
11,260000000,0.774485,0.001163,0.019415,0.168635,-0.038463,0.168667,-0.037173,0.161333,-0.017173,0.161333,-0.017173,0,3.443884,0.176000,0.161333,-0.017173,-0.057173,0.220000
11,280000000,0.777858,0.001223,0.018638,0.168665,-0.038873,0.161333,-0.017173,0.154000,0.002827,0.154000,0.002827,0,3.653282,0.168667,0.154000,0.002827,-0.037173,0.220000
11,320000000,0.784358,0.001339,0.017799,0.161382,-0.018212,0.154000,0.002827,0.146667,0.022827,0.146667,0.022827,0,3.622387,0.161333,0.146667,0.022827,-0.017173,0.220000
11,360000000,0.790439,0.001444,0.017743,0.146834,0.007827,0.146667,0.022827,0.139333,0.042827,0.139333,0.042827,0,2.641007,0.154000,0.139333,0.042827,0.002827,0.220000
11,380000000,0.793374,0.001495,0.017889,0.146758,0.007324,0.139333,0.042827,0.132000,0.062827,0.132000,0.062827,0,2.980863,0.146667,0.132000,0.062827,0.022827,0.220000
11,420000000,0.798964,0.001595,0.019128,0.139335,0.031711,0.132000,0.062827,0.124667,0.082827,0.124667,0.082827,0,2.440231,0.139333,0.124667,0.082827,0.042827,0.220000
11,440000000,0.801612,0.001645,0.020019,0.132434,0.044571,0.124667,0.082827,0.132000,0.062827,0.132000,0.062827,0,0.316447,0.132000,0.117333,0.102827,0.062827,0.220000
11,480000000,0.806617,0.001748,0.022327,0.125440,0.057611,0.132000,0.062827,0.124667,0.042827,0.124667,0.042827,0,-0.336028,0.139333,0.124667,0.082827,0.042827,0.220000
11,500000000,0.809253,0.001808,0.023578,0.131826,0.062544,0.124667,0.042827,0.117333,0.062827,0.117333,0.062827,0,2.435017,0.132000,0.117333,0.062827,0.022827,0.220000
11,540000000,0.814249,0.001927,0.026058,0.117883,0.062741,0.117333,0.062827,0.110000,0.042827,0.110000,0.042827,0,-0.417900,0.124667,0.110000,0.082827,0.042827,0.220000
