sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
216,140000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.011282,0.018111,0.003932,0.000000,0.003932,0.000000,0.000000,0.000000,-0.000617,-0.011265,0.000000,-0.003932,0.000000,-0.003932,0,12.150624,0.006716,-0.007951,-0.003932,-0.018599,0.038111,-0.001889,0.311127,0.110000,1.060463,1
216,180000000,-0.000002,-0.000045,0.000032,0.002232,0.001583,0.003932,0.000000,0.002075,0.020000,0.002075,0.020000,0.000000,-0.002232,0.000000,-0.003932,0.001543,0.001387,0.001543,0.001387,0,12.152820,0.007333,-0.007333,0.003401,-0.011265,0.020000,-0.020000,0.311127,0.110000,1.060431,1
216,200000000,-0.000006,-0.000119,0.000084,0.003721,0.002637,0.002075,0.020000,0.004149,0.040000,0.004149,0.040000,0.000000,-0.003721,0.001543,0.001387,0.003086,0.002774,0.003086,0.002774,0,12.156482,0.008876,-0.005790,0.008720,-0.005947,0.040000,0.000000,0.311127,0.110000,1.060378,1
216,240000000,0.000027,-0.000145,0.000607,0.002070,0.020005,0.004149,0.040000,0.006227,0.060000,0.006227,0.060000,0.001539,0.001384,0.003086,0.002774,0.004631,0.004163,0.004631,0.004163,0,12.154897,0.010419,-0.004248,0.010108,-0.004559,0.060000,0.020000,0.311127,0.110000,1.059856,1
216,280000000,0.000157,-0.000029,0.001959,0.006224,0.045092,0.006227,0.060000,0.008314,0.080000,0.008314,0.080000,0.004622,0.004167,0.004631,0.004163,0.006187,0.005553,0.006187,0.005553,0,12.143489,0.011965,-0.002702,0.011496,-0.003170,0.080000,0.040000,0.311127,0.110000,1.058503,1
216,300000000,0.000249,0.000055,0.002861,0.006227,0.045110,0.008314,0.080000,0.010401,0.100000,0.010401,0.100000,0.004624,0.004171,0.006187,0.005553,0.007745,0.006942,0.007745,0.006942,0,12.136181,0.013521,-0.001146,0.012886,-0.001781,0.100000,0.060000,0.311127,0.110000,1.057601,1
216,340000000,0.000486,0.000270,0.005516,0.008313,0.070135,0.010401,0.100000,0.012512,0.120000,0.012512,0.120000,0.006179,0.005562,0.007745,0.006942,0.009331,0.008336,0.009331,0.008336,0,12.112789,0.015078,0.000411,0.014276,-0.000391,0.120000,0.080000,0.311127,0.110000,1.054946,1
216,360000000,0.000627,0.000399,0.007068,0.009564,0.077588,0.012512,0.120000,0.014619,0.140000,0.014619,0.140000,0.007119,0.006386,0.009331,0.008336,0.010912,0.009729,0.010912,0.009729,0,12.099257,0.016665,0.001998,0.015669,0.001003,0.140000,0.100000,0.311127,0.110000,1.053395,1
216,400000000,0.001003,0.000742,0.010975,0.012931,0.100160,0.014619,0.140000,0.016770,0.160000,0.016770,0.160000,0.009637,0.008622,0.010912,0.009729,0.012545,0.011129,0.012545,0.011129,0,12.066091,0.018246,0.003579,0.017062,0.002395,0.160000,0.120000,0.311127,0.110000,1.049487,1
216,420000000,0.001219,0.000939,0.013379,0.014619,0.120185,0.016770,0.160000,0.018415,0.180000,0.018415,0.180000,0.010904,0.009738,0.012545,0.011129,0.013794,0.012199,0.013794,0.012199,0,12.044984,0.019878,0.005212,0.018463,0.003796,0.180000,0.140000,0.311127,0.110000,1.075217,1
216,460000000,0.001711,0.001391,0.018735,0.018409,0.145174,0.018415,0.180000,0.020563,0.200000,0.020563,0.200000,0.013784,0.012202,0.013794,0.012199,0.015448,0.013573,0.015448,0.013573,0,12.000589,0.021128,0.006461,0.019533,0.004866,0.200000,0.160000,0.311127,0.110000,1.069861,1
216,480000000,0.001982,0.001640,0.021638,0.018415,0.145165,0.020563,0.200000,0.022681,0.220000,0.022681,0.220000,0.013790,0.012205,0.015448,0.013573,0.017065,0.014941,0.017065,0.014941,0,11.976618,0.022781,0.008115,0.020906,0.006239,0.220000,0.180000,0.311127,0.110000,1.066957,1
216,520000000,0.002576,0.002190,0.028294,0.020563,0.170125,0.022681,0.220000,0.024899,0.240000,0.024899,0.240000,0.015448,0.013572,0.017065,0.014941,0.018801,0.016323,0.018801,0.016323,0,11.919849,0.024399,0.009732,0.022274,0.007607,0.240000,0.200000,0.311127,0.110000,1.060302,1
216,540000000,0.002897,0.002488,0.031845,0.021856,0.177550,0.024899,0.240000,0.027064,0.260000,0.027064,0.260000,0.016455,0.014384,0.018801,0.016323,0.020476,0.017698,0.020476,0.017698,0,11.889570,0.026135,0.011468,0.023657,0.008990,0.260000,0.220000,0.311127,0.110000,1.056751,1
