sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
98,320000000,0.006901,-0.000012,0.023762,0.030174,0.144317,0.035045,0.439682,0.036477,0.459682,0.036477,0.459682,0,12.602054,0.042379,0.027712,0.459682,0.419682,0.220000
98,340000000,0.007521,-0.000005,0.026931,0.030996,0.158492,0.036477,0.459682,0.037986,0.479682,0.037986,0.479682,0,12.627699,0.043810,0.029143,0.479682,0.439682,0.220000
98,380000000,0.008794,0.000017,0.033739,0.032076,0.172417,0.037986,0.479682,0.039421,0.499682,0.039421,0.499682,0,12.675608,0.045320,0.030653,0.499682,0.459682,0.220000
98,420000000,0.010164,0.000049,0.041397,0.034328,0.192655,0.039421,0.499682,0.040850,0.519682,0.040850,0.519682,0,12.721782,0.046754,0.032087,0.519682,0.479682,0.220000
98,440000000,0.010873,0.000070,0.045677,0.035492,0.213985,0.040850,0.519682,0.042357,0.539682,0.042357,0.539682,0,12.741167,0.048183,0.033516,0.539682,0.499682,0.220000
98,480000000,0.012330,0.000121,0.054550,0.037348,0.229628,0.042357,0.539682,0.043798,0.559682,0.043798,0.559682,0,12.778816,0.049691,0.035024,0.559682,0.519682,0.220000
98,500000000,0.013092,0.000153,0.059276,0.038143,0.236335,0.043798,0.559682,0.045298,0.579682,0.045298,0.579682,0,12.796965,0.051131,0.036464,0.579682,0.539682,0.220000
98,540000000,0.014658,0.000230,0.069488,0.039445,0.260043,0.045298,0.579682,0.046753,0.599682,0.046753,0.599682,0,12.826685,0.052632,0.037965,0.599682,0.559682,0.220000
98,560000000,0.015456,0.000275,0.074778,0.039980,0.264514,0.046753,0.599682,0.046728,0.600000,0.046728,0.600000,0,12.840232,0.054086,0.039419,0.600000,0.579682,0.220000
98,600000000,0.017137,0.000383,0.086074,0.042114,0.282381,0.046728,0.600000,0.046636,0.600000,0.046636,0.600000,0,12.865587,0.054061,0.039395,0.600000,0.580000,0.220000
98,620000000,0.017977,0.000444,0.092122,0.042099,0.302411,0.046636,0.600000,0.046611,0.600000,0.046611,0.600000,0,12.872455,0.053969,0.039303,0.600000,0.580000,0.220000
98,660000000,0.019655,0.000581,0.104620,0.042056,0.317476,0.046611,0.600000,0.046585,0.600000,0.046585,0.600000,0,12.879640,0.053944,0.039278,0.600000,0.580000,0.220000
98,700000000,0.021327,0.000739,0.118072,0.041988,0.340059,0.046585,0.600000,0.046598,0.600000,0.046598,0.600000,0,12.876106,0.053918,0.039252,0.600000,0.580000,0.220000
98,720000000,0.022162,0.000827,0.125223,0.041973,0.357579,0.046598,0.600000,0.046627,0.600000,0.046627,0.600000,0,12.868193,0.053931,0.039265,0.600000,0.580000,0.220000
98,760000000,0.023831,0.001020,0.139976,0.042007,0.380049,0.046627,0.600000,0.046710,0.600000,0.046710,0.600000,0,12.845154,0.053960,0.039293,0.600000,0.580000,0.220000
98,780000000,0.024665,0.001126,0.147627,0.042011,0.382545,0.046710,0.600000,0.046768,0.600000,0.046768,0.600000,0,12.829349,0.054044,0.039377,0.600000,0.580000,0.220000
98,820000000,0.026332,0.001358,0.163826,0.042085,0.407463,0.046768,0.600000,0.046931,0.600000,0.046931,0.600000,0,12.784737,0.054101,0.039434,0.600000,0.580000,0.220000
98,840000000,0.027166,0.001484,0.172173,0.042163,0.417379,0.046931,0.600000,0.047028,0.600000,0.047028,0.600000,0,12.758487,0.054264,0.039598,0.600000,0.580000,0.220000
98,880000000,0.028835,0.001760,0.189463,0.042280,0.432245,0.047028,0.600000,0.047256,0.600000,0.047256,0.600000,0,12.696776,0.054361,0.039694,0.600000,0.580000,0.220000
98,900000000,0.029669,0.001909,0.198606,0.042365,0.457149,0.047256,0.600000,0.047399,0.600000,0.047399,0.600000,0,12.658562,0.054589,0.039923,0.600000,0.580000,0.220000
98,940000000,0.031336,0.002231,0.216888,0.042546,0.456942,0.047399,0.600000,0.047694,0.600000,0.047694,0.600000,0,12.580274,0.054732,0.040065,0.600000,0.580000,0.220000
98,960000000,0.032170,0.002404,0.226026,0.042565,0.456912,0.047694,0.600000,0.047846,0.600000,0.047846,0.600000,0,12.540228,0.055027,0.040360,0.600000,0.580000,0.220000
99,0,0.033843,0.002777,0.244290,0.042955,0.456495,0.047846,0.600000,0.048158,0.600000,0.048158,0.600000,0,12.459070,0.055179,0.040513,0.600000,0.580000,0.220000
99,20000000,0.034681,0.002975,0.253419,0.043008,0.456430,0.048158,0.600000,0.048318,0.600000,0.048318,0.600000,0,12.417634,0.055491,0.040824,0.600000,0.580000,0.220000
99,60000000,0.036355,0.003397,0.271670,0.043214,0.456201,0.048318,0.600000,0.048650,0.600000,0.048650,0.600000,0,12.332976,0.055652,0.040985,0.600000,0.580000,0.220000
99,80000000,0.037195,0.003621,0.280787,0.043510,0.455891,0.048650,0.600000,0.048819,0.600000,0.048819,0.600000,0,12.290184,0.055983,0.041317,0.600000,0.580000,0.220000
99,120000000,0.038878,0.004095,0.299015,0.043805,0.455573,0.048819,0.600000,0.049158,0.600000,0.049158,0.600000,0,12.205501,0.056153,0.041486,0.600000,0.580000,0.220000
99,140000000,0.039718,0.004344,0.308127,0.043804,0.455566,0.049158,0.600000,0.049332,0.600000,0.049332,0.600000,0,12.162496,0.056491,0.041825,0.600000,0.580000,0.220000
99,180000000,0.041406,0.004870,0.326332,0.044258,0.455088,0.049332,0.600000,0.049687,0.600000,0.049687,0.600000,0,12.075681,0.056665,0.041999,0.600000,0.580000,0.220000
99,220000000,0.043092,0.005430,0.344530,0.044412,0.454916,0.049687,0.600000,0.050058,0.600000,0.050058,0.600000,0,11.986176,0.057020,0.042353,0.600000,0.580000,0.220000
99,240000000,0.043934,0.005723,0.353624,0.044610,0.454724,0.050058,0.600000,0.050249,0.600000,0.050249,0.600000,0,11.940562,0.057391,0.042724,0.600000,0.580000,0.220000
99,280000000,0.045634,0.006343,0.371820,0.045322,0.455221,0.050249,0.600000,0.050639,0.600000,0.050639,0.600000,0,11.848475,0.057582,0.042916,0.600000,0.580000,0.220000
99,300000000,0.046485,0.006669,0.380929,0.045544,0.455453,0.050639,0.600000,0.050842,0.600000,0.050842,0.600000,0,11.801319,0.057973,0.043306,0.600000,0.580000,0.220000
99,340000000,0.048186,0.007348,0.399145,0.045850,0.454490,0.050842,0.600000,0.051260,0.600000,0.051260,0.600000,0,11.705041,0.058175,0.043508,0.600000,0.580000,0.220000
99,360000000,0.049034,0.007697,0.408224,0.045863,0.453938,0.051260,0.600000,0.051475,0.600000,0.051475,0.600000,0,11.656254,0.058593,0.043927,0.600000,0.580000,0.220000
99,400000000,0.050728,0.008420,0.426355,0.046137,0.453106,0.051475,0.600000,0.051917,0.600000,0.051917,0.600000,0,11.556931,0.058808,0.044141,0.600000,0.580000,0.220000
99,420000000,0.051572,0.008794,0.435417,0.046136,0.453102,0.051917,0.600000,0.052146,0.600000,0.052146,0.600000,0,11.506048,0.059250,0.044584,0.600000,0.580000,0.220000
99,460000000,0.053270,0.009575,0.453517,0.046726,0.452493,0.052146,0.600000,0.052615,0.600000,0.052615,0.600000,0,11.403618,0.059480,0.044813,0.600000,0.580000,0.220000
99,500000000,0.054961,0.010390,0.471608,0.046931,0.452276,0.052615,0.600000,0.053092,0.600000,0.053092,0.600000,0,11.301082,0.059948,0.045282,0.600000,0.580000,0.220000
99,520000000,0.055808,0.010813,0.480645,0.047356,0.451840,0.053092,0.600000,0.053335,0.600000,0.053335,0.600000,0,11.249567,0.060426,0.045759,0.600000,0.580000,0.220000
99,560000000,0.057508,0.011690,0.498699,0.047868,0.451314,0.053335,0.600000,0.053835,0.600000,0.053835,0.600000,0,11.145266,0.060669,0.046002,0.600000,0.580000,0.220000
99,580000000,0.058356,0.012142,0.507723,0.047999,0.451178,0.053835,0.600000,0.054094,0.600000,0.054094,0.600000,0,11.091887,0.061168,0.046501,0.600000,0.580000,0.220000
99,620000000,0.060053,0.013077,0.525752,0.048681,0.450481,0.054094,0.600000,0.054627,0.600000,0.054627,0.600000,0,10.983606,0.061427,0.046760,0.600000,0.580000,0.220000
99,640000000,0.060899,0.013559,0.534761,0.048680,0.450479,0.054627,0.600000,0.054903,0.600000,0.054903,0.600000,0,10.928296,0.061960,0.047294,0.600000,0.580000,0.220000
99,680000000,0.062594,0.014554,0.552762,0.049160,0.449989,0.054903,0.600000,0.055473,0.600000,0.055473,0.600000,0,10.816056,0.062237,0.047570,0.600000,0.580000,0.220000
99,700000000,0.063439,0.015065,0.561758,0.049359,0.449786,0.055473,0.600000,0.055769,0.600000,0.055769,0.600000,0,10.758667,0.062806,0.048140,0.600000,0.580000,0.220000
99,740000000,0.065121,0.016114,0.579741,0.049720,0.449417,0.055769,0.600000,0.056385,0.600000,0.056385,0.600000,0,10.641214,0.063102,0.048436,0.600000,0.580000,0.220000
99,760000000,0.065966,0.016657,0.588720,0.050187,0.448942,0.056385,0.600000,0.056701,0.600000,0.056701,0.600000,0,10.581859,0.063718,0.049051,0.600000,0.580000,0.220000
99,800000000,0.067649,0.017771,0.606666,0.050741,0.448379,0.056701,0.600000,0.057358,0.600000,0.057358,0.600000,0,10.460578,0.064034,0.049367,0.600000,0.580000,0.220000
99,820000000,0.068488,0.018343,0.615634,0.050742,0.448381,0.057358,0.600000,0.057692,0.600000,0.057692,0.600000,0,10.400140,0.064692,0.050025,0.600000,0.580000,0.220000
99,860000000,0.070172,0.019524,0.633540,0.051619,0.447492,0.057692,0.600000,0.058374,0.600000,0.058374,0.600000,0,10.278622,0.065025,0.050358,0.600000,0.580000,0.220000
99,900000000,0.071849,0.020745,0.651431,0.051920,0.447192,0.058374,0.600000,0.059093,0.600000,0.059093,0.600000,0,10.153567,0.065707,0.051040,0.600000,0.580000,0.220000
99,920000000,0.072682,0.021369,0.660372,0.052046,0.447066,0.059093,0.600000,0.059468,0.600000,0.059468,0.600000,0,10.089502,0.066426,0.051759,0.600000,0.580000,0.220000
99,960000000,0.074368,0.022667,0.678209,0.053183,0.445920,0.059468,0.600000,0.060233,0.600000,0.060233,0.600000,0,9.961308,0.066801,0.052134,0.600000,0.580000,0.220000
99,980000000,0.075208,0.023331,0.687121,0.053521,0.445581,0.060233,0.600000,0.060632,0.600000,0.060632,0.600000,0,9.895815,0.067566,0.052900,0.600000,0.580000,0.220000
100,20000000,0.076879,0.024690,0.704931,0.054152,0.444951,0.060632,0.600000,0.061464,0.600000,0.061464,0.600000,0,9.761852,0.067965,0.053298,0.600000,0.580000,0.220000
100,40000000,0.077717,0.025389,0.713822,0.054572,0.444531,0.061464,0.600000,0.061894,0.600000,0.061894,0.600000,0,9.694017,0.068797,0.054130,0.600000,0.580000,0.220000
100,80000000,0.079387,0.026822,0.731585,0.055324,0.443783,0.061894,0.600000,0.062790,0.600000,0.062790,0.600000,0,9.555613,0.069227,0.054561,0.600000,0.580000,0.220000
100,100000000,0.080220,0.027555,0.740459,0.055445,0.443670,0.062790,0.600000,0.063255,0.600000,0.063255,0.600000,0,9.485412,0.070124,0.055457,0.600000,0.580000,0.220000
100,140000000,0.081897,0.029072,0.758162,0.056524,0.442596,0.063255,0.600000,0.064191,0.600000,0.064191,0.600000,0,9.347061,0.070588,0.055922,0.600000,0.580000,0.220000
100,160000000,0.082731,0.029847,0.767006,0.056944,0.442181,0.064191,0.600000,0.064680,0.600000,0.064680,0.600000,0,9.276374,0.071525,0.056858,0.600000,0.580000,0.220000
100,200000000,0.084397,0.031435,0.784670,0.058104,0.441029,0.064680,0.600000,0.065701,0.600000,0.065701,0.600000,0,9.132317,0.072014,0.057347,0.600000,0.580000,0.220000
100,220000000,0.085230,0.032249,0.793489,0.058235,0.440912,0.065701,0.600000,0.066232,0.600000,0.066232,0.600000,0,9.059102,0.073034,0.058367,0.600000,0.580000,0.220000
100,260000000,0.086894,0.033919,0.811098,0.059160,0.440008,0.066232,0.600000,0.067339,0.600000,0.067339,0.600000,0,8.910086,0.073565,0.058898,0.600000,0.580000,0.220000
100,280000000,0.087720,0.034770,0.819896,0.059311,0.439873,0.067339,0.600000,0.067921,0.600000,0.067921,0.600000,0,8.833806,0.074673,0.060006,0.600000,0.580000,0.220000
100,320000000,0.089387,0.036533,0.837438,0.060646,0.438561,0.067921,0.600000,0.069123,0.600000,0.069123,0.600000,0,8.680175,0.075254,0.060588,0.600000,0.580000,0.220000
100,360000000,0.091039,0.038339,0.854960,0.061178,0.438070,0.069123,0.600000,0.070400,0.600000,0.070400,0.600000,0,8.522766,0.076456,0.061790,0.600000,0.580000,0.220000
100,380000000,0.091871,0.039273,0.863695,0.062522,0.436734,0.070400,0.600000,0.071047,0.600000,0.071047,0.600000,0,8.445056,0.077733,0.063066,0.600000,0.580000,0.220000
100,420000000,0.093539,0.041193,0.881124,0.063719,0.435586,0.071047,0.600000,0.072399,0.600000,0.072399,0.600000,0,8.287427,0.078381,0.063714,0.600000,0.580000,0.220000
100,440000000,0.094366,0.042170,0.889830,0.064016,0.435318,0.072399,0.600000,0.073111,0.600000,0.073111,0.600000,0,8.206644,0.079732,0.065065,0.600000,0.580000,0.220000
100,480000000,0.096018,0.044172,0.907210,0.065247,0.434148,0.073111,0.600000,0.074608,0.600000,0.074608,0.600000,0,8.042071,0.080445,0.065778,0.600000,0.580000,0.220000
100,500000000,0.096836,0.045189,0.915894,0.065254,0.434180,0.074608,0.600000,0.075399,0.600000,0.075399,0.600000,0,7.957615,0.081941,0.067274,0.600000,0.580000,0.220000
100,540000000,0.098489,0.047297,0.933195,0.067260,0.432245,0.075399,0.600000,0.077048,0.600000,0.077048,0.600000,0,7.787397,0.082733,0.068066,0.600000,0.580000,0.220000
100,560000000,0.099311,0.048373,0.941832,0.067697,0.431852,0.077048,0.600000,0.077918,0.600000,0.077918,0.600000,0,7.700401,0.084381,0.069714,0.600000,0.580000,0.220000
100,600000000,0.100949,0.050574,0.959074,0.069137,0.430509,0.077918,0.600000,0.079720,0.600000,0.079720,0.600000,0,7.526318,0.085251,0.070585,0.600000,0.580000,0.220000
100,620000000,0.101774,0.051712,0.967662,0.070284,0.429417,0.079720,0.600000,0.080656,0.600000,0.080656,0.600000,0,7.438980,0.087054,0.072387,0.600000,0.580000,0.220000
100,660000000,0.103419,0.054038,0.984806,0.071933,0.427894,0.080656,0.600000,0.082638,0.600000,0.082638,0.600000,0,7.260555,0.087990,0.073323,0.600000,0.580000,0.220000
100,680000000,0.104235,0.055223,0.993365,0.071946,0.427953,0.082638,0.600000,0.083691,0.600000,0.083691,0.600000,0,7.169211,0.089972,0.075305,0.600000,0.580000,0.220000
100,720000000,0.105889,0.057688,1.010398,0.074609,0.425453,0.083691,0.600000,0.088137,0.600000,0.088137,0.600000,0,6.807558,0.091025,0.076358,0.600000,0.580000,0.220000
100,740000000,0.106712,0.058948,1.018897,0.075195,0.424956,0.088137,0.600000,0.090398,0.600000,0.090398,0.600000,0,6.637306,0.095471,0.080804,0.600000,0.580000,0.220000
100,780000000,0.108369,0.061548,1.035825,0.078532,0.421723,0.090398,0.600000,0.097731,0.590792,0.097731,0.590792,0,6.045054,0.097731,0.083065,0.600000,0.580000,0.220000
100,800000000,0.109230,0.062937,1.044201,0.081692,0.418811,0.097731,0.590792,0.105065,0.589856,0.105065,0.589856,0,5.614214,0.105065,0.090398,0.600000,0.570792,0.220000
100,840000000,0.111016,0.065892,1.060777,0.088377,0.412494,0.105065,0.589856,0.112398,0.569856,0.112398,0.569856,0,4.840378,0.112398,0.097731,0.600000,0.569856,0.220000
100,880000000,0.112930,0.069156,1.077010,0.100685,0.399027,0.112398,0.569856,0.119731,0.549856,0.119731,0.549856,0,3.869122,0.119731,0.105065,0.589856,0.549856,0.220000
100,900000000,0.113937,0.070926,1.085010,0.101778,0.400007,0.119731,0.549856,0.127065,0.529856,0.127065,0.529856,0,3.741975,0.127065,0.112398,0.569856,0.529856,0.220000
100,940000000,0.116019,0.074673,1.100820,0.108549,0.394100,0.127065,0.529856,0.134398,0.509856,0.134398,0.509856,0,3.285838,0.134398,0.119731,0.549856,0.509856,0.220000
100,960000000,0.117076,0.076613,1.108637,0.110414,0.390881,0.134398,0.509856,0.141731,0.489856,0.141731,0.489856,0,3.144012,0.141731,0.127065,0.529856,0.489856,0.220000
101,0,0.119365,0.080940,1.123893,0.122634,0.380813,0.141731,0.489856,0.149065,0.469856,0.149065,0.469856,0,2.601884,0.149065,0.134398,0.509856,0.469856,0.220000
101,20000000,0.120549,0.083233,1.131222,0.128913,0.366485,0.149065,0.469856,0.156398,0.449856,0.156398,0.449856,0,2.376976,0.156398,0.141731,0.489856,0.449856,0.220000
101,60000000,0.122958,0.088006,1.145373,0.138141,0.340404,0.156398,0.449856,0.163731,0.429856,0.163731,0.429856,0,2.070530,0.163731,0.149065,0.469856,0.429856,0.220000
101,80000000,0.124223,0.090567,1.151994,0.142736,0.331047,0.163731,0.429856,0.171065,0.409856,0.171065,0.409856,0,1.940132,0.171065,0.156398,0.449856,0.409856,0.220000
101,120000000,0.126814,0.095912,1.164296,0.149852,0.301862,0.171065,0.409856,0.178398,0.389856,0.178398,0.389856,0,1.746897,0.178398,0.163731,0.429856,0.389856,0.220000
101,140000000,0.128159,0.098741,1.169958,0.156482,0.283117,0.178398,0.389856,0.185731,0.369856,0.185731,0.369856,0,1.618013,0.185731,0.171065,0.409856,0.369856,0.220000
101,160000000,0.129554,0.101708,1.175302,0.166779,0.256341,0.185731,0.369856,0.193065,0.349856,0.193065,0.349856,0,1.460757,0.193065,0.178398,0.389856,0.349856,0.220000
101,200000000,0.132400,0.107846,1.185217,0.171202,0.239444,0.193065,0.349856,0.200398,0.329856,0.200398,0.329856,0,1.367874,0.200398,0.185731,0.369856,0.329856,0.220000
101,240000000,0.135302,0.114229,1.194290,0.178656,0.212384,0.200398,0.329856,0.207731,0.309856,0.207731,0.309856,0,1.256773,0.207731,0.193065,0.349856,0.309856,0.220000
101,260000000,0.136769,0.117501,1.198579,0.179096,0.214477,0.207731,0.309856,0.215065,0.289856,0.215065,0.289856,0,1.236537,0.215065,0.200398,0.329856,0.289856,0.220000
101,300000000,0.139894,0.124542,1.205927,0.193626,0.183104,0.215065,0.289856,0.220000,0.269856,0.220000,0.269856,0,1.093905,0.220000,0.207731,0.309856,0.269856,0.220000
101,320000000,0.141480,0.128164,1.209338,0.197478,0.170555,0.220000,0.269856,0.220000,0.249856,0.220000,0.249856,0,1.057015,0.220000,0.212667,0.289856,0.249856,0.220000
101,360000000,0.144704,0.135613,1.215503,0.203851,0.149994,0.220000,0.249856,0.220000,0.229856,0.220000,0.229856,0,1.000709,0.220000,0.212667,0.269856,0.229856,0.220000
101,380000000,0.146337,0.139427,1.218227,0.207167,0.136191,0.220000,0.229856,0.220000,0.214582,0.220000,0.214582,0,0.975373,0.220000,0.212667,0.249856,0.209856,0.220000
101,420000000,0.149584,0.147097,1.223383,0.208224,0.118324,0.220000,0.214582,0.220000,0.211573,0.220000,0.211573,0,0.961697,0.220000,0.212667,0.234582,0.194582,0.220000
101,440000000,0.151200,0.150952,1.225812,0.208747,0.121414,0.220000,0.211573,0.220000,0.210266,0.220000,0.210266,0,0.955754,0.220000,0.212667,0.231573,0.191573,0.220000
101,480000000,0.154414,0.158703,1.229928,0.209751,0.103470,0.220000,0.210266,0.220000,0.208612,0.220000,0.208612,0,0.948236,0.220000,0.212667,0.230266,0.190266,0.220000
101,500000000,0.156014,0.162597,1.231660,0.210243,0.086611,0.220000,0.208612,0.220000,0.208222,0.220000,0.208222,0,0.946464,0.220000,0.212667,0.228612,0.188612,0.220000
101,540000000,0.159199,0.170422,1.235070,0.211192,0.085595,0.220000,0.208222,0.220000,0.207469,0.220000,0.207469,0,0.943039,0.220000,0.212667,0.228222,0.188222,0.220000
101,560000000,0.160786,0.174352,1.236757,0.211665,0.084388,0.220000,0.207469,0.220000,0.207086,0.220000,0.207086,0,0.941299,0.220000,0.212667,0.227469,0.187469,0.220000
101,600000000,0.163940,0.182247,1.240308,0.212498,0.090194,0.220000,0.207086,0.220000,0.206150,0.220000,0.206150,0,0.937045,0.220000,0.212667,0.227086,0.187086,0.220000
101,640000000,0.167062,0.190186,1.244092,0.213232,0.095552,0.220000,0.206150,0.220000,0.204886,0.220000,0.204886,0,0.931299,0.220000,0.212667,0.226150,0.186150,0.220000
101,660000000,0.168611,0.194172,1.246066,0.213576,0.098724,0.220000,0.204886,0.220000,0.204130,0.220000,0.204130,0,0.927863,0.220000,0.212667,0.224886,0.184886,0.220000
101,700000000,0.171682,0.202175,1.250131,0.214255,0.102879,0.220000,0.204130,0.220000,0.202336,0.220000,0.202336,0,0.919709,0.220000,0.212667,0.224130,0.184130,0.220000
101,720000000,0.173204,0.206191,1.252228,0.214554,0.104840,0.220000,0.202336,0.220000,0.201354,0.220000,0.201354,0,0.915246,0.220000,0.212667,0.222336,0.182336,0.220000
101,760000000,0.176218,0.214253,1.256504,0.215140,0.108062,0.220000,0.201354,0.220000,0.199161,0.220000,0.199161,0,0.905279,0.220000,0.212667,0.221354,0.181354,0.220000
101,780000000,0.177710,0.218298,1.258706,0.215398,0.110082,0.220000,0.199161,0.220000,0.197967,0.220000,0.197967,0,0.899850,0.220000,0.212667,0.219161,0.179161,0.220000
101,820000000,0.180662,0.226416,1.263167,0.215900,0.111329,0.220000,0.197967,0.220000,0.195396,0.220000,0.195396,0,0.888162,0.220000,0.212667,0.217967,0.177967,0.220000
101,840000000,0.182123,0.230488,1.265439,0.216135,0.113638,0.220000,0.195396,0.220000,0.194018,0.220000,0.194018,0,0.881902,0.220000,0.212667,0.215396,0.175396,0.220000
101,880000000,0.185009,0.238657,1.270026,0.216546,0.115523,0.220000,0.194018,0.220000,0.191154,0.220000,0.191154,0,0.868880,0.220000,0.212667,0.214018,0.174018,0.220000
101,900000000,0.186436,0.242753,1.272347,0.216734,0.116055,0.220000,0.191154,0.220000,0.189639,0.220000,0.189639,0,0.861993,0.220000,0.212667,0.211154,0.171154,0.220000
101,940000000,0.189252,0.250968,1.277013,0.217075,0.117657,0.220000,0.189639,0.220000,0.186489,0.220000,0.186489,0,0.847676,0.220000,0.212667,0.209639,0.169639,0.220000
101,960000000,0.190642,0.255087,1.279376,0.217233,0.118179,0.220000,0.186489,0.220000,0.184816,0.220000,0.184816,0,0.840074,0.220000,0.212667,0.206489,0.166489,0.220000
102,0,0.193386,0.263346,1.284130,0.217519,0.117609,0.220000,0.184816,0.220000,0.181342,0.220000,0.181342,0,0.824282,0.220000,0.212667,0.204816,0.164816,0.220000
102,20000000,0.194741,0.267485,1.286510,0.217775,0.118994,0.220000,0.181342,0.220000,0.179379,0.220000,0.179379,0,0.815358,0.220000,0.212667,0.201342,0.161342,0.220000
102,60000000,0.197412,0.275783,1.291269,0.217892,0.118952,0.220000,0.179379,0.220000,0.175859,0.220000,0.175859,0,0.799358,0.220000,0.212667,0.199379,0.159379,0.220000
102,100000000,0.200035,0.284105,1.296071,0.218107,0.120262,0.220000,0.175859,0.220000,0.171967,0.220000,0.171967,0,0.781668,0.220000,0.212667,0.195859,0.155859,0.220000
102,120000000,0.201327,0.288275,1.298507,0.218204,0.121794,0.220000,0.171967,0.220000,0.169918,0.220000,0.169918,0,0.772355,0.220000,0.212667,0.191967,0.151967,0.220000
102,160000000,0.203877,0.296631,1.303173,0.218385,0.117367,0.220000,0.169918,0.220000,0.165975,0.220000,0.165975,0,0.754430,0.220000,0.212667,0.189918,0.149918,0.220000
102,180000000,0.205134,0.300817,1.305523,0.218467,0.117538,0.220000,0.165975,0.220000,0.163920,0.220000,0.163920,0,0.745092,0.220000,0.212667,0.185975,0.145975,0.220000
102,220000000,0.207612,0.309205,1.310214,0.218619,0.116426,0.220000,0.163920,0.220000,0.159712,0.220000,0.159712,0,0.725963,0.220000,0.212667,0.183920,0.143920,0.220000
102,240000000,0.208833,0.313406,1.312508,0.218688,0.114706,0.220000,0.159712,0.220000,0.157617,0.220000,0.157617,0,0.716439,0.220000,0.212667,0.179712,0.139712,0.220000
102,280000000,0.211240,0.321822,1.317082,0.218836,0.113130,0.220000,0.157617,0.220000,0.153312,0.220000,0.153312,0,0.696871,0.220000,0.212667,0.177617,0.137617,0.220000
102,300000000,0.212426,0.326038,1.319369,0.218894,0.114338,0.220000,0.153312,0.220000,0.151114,0.220000,0.151114,0,0.686880,0.220000,0.212667,0.173312,0.133312,0.220000
102,340000000,0.214763,0.334481,1.323760,0.219001,0.110292,0.220000,0.151114,0.220000,0.146843,0.220000,0.146843,0,0.667467,0.220000,0.212667,0.171114,0.131114,0.220000
102,360000000,0.215915,0.338709,1.325949,0.219053,0.109447,0.220000,0.146843,0.220000,0.144653,0.220000,0.144653,0,0.657512,0.220000,0.212667,0.166843,0.126843,0.220000
102,400000000,0.218185,0.347177,1.330318,0.219140,0.108064,0.220000,0.144653,0.220000,0.140181,0.220000,0.140181,0,0.637187,0.220000,0.212667,0.164653,0.124653,0.220000
102,440000000,0.220412,0.355659,1.334560,0.219221,0.106370,0.220000,0.140181,0.220000,0.135722,0.220000,0.135722,0,0.616917,0.220000,0.212667,0.160181,0.120181,0.220000
102,460000000,0.221510,0.359905,1.336623,0.219260,0.103156,0.220000,0.135722,0.220000,0.133524,0.220000,0.133524,0,0.606929,0.220000,0.212667,0.155722,0.115722,0.220000
102,500000000,0.223674,0.368407,1.340711,0.219327,0.100346,0.220000,0.133524,0.220000,0.129066,0.220000,0.129066,0,0.586665,0.220000,0.212667,0.153524,0.113524,0.220000
