sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1772479722,650673803,0.131129,-1.865141,2.479683,-1.435278,-0.443224,-1.323362,1,0.000000,0.000000,0.000000,-0.046552,0.007333,-0.026552,0.007333,-0.026552,0,-0.047336,0.007333,0.000000,-0.026552,-0.066552,0.220000
1772479722,700715546,0.132089,-1.864475,2.480129,-1.436444,-0.443160,-1.322916,1,0.000000,-0.006060,0.007333,-0.026552,0.000000,-0.006552,0.000000,-0.006552,0,0.128773,0.014667,0.000000,-0.006552,-0.046552,0.220000
1772479722,727567180,0.132301,-1.863082,2.481019,-1.437468,-0.444129,-1.322026,1,-0.002043,-0.010619,0.000000,-0.006552,0.007333,0.002316,0.007333,0.002316,0,0.315861,0.007333,0.000000,0.013448,-0.026552,0.220000
1772479722,750776742,0.131270,-1.862689,2.480105,-1.436896,-0.445072,-1.322941,1,0.000000,-0.006566,0.007333,0.002316,0.014667,0.004094,0.014667,0.004094,0,0.279163,0.014667,0.000000,0.022316,-0.017684,0.220000
1772479722,800693685,0.131967,-1.863411,2.479215,-1.437002,-0.444075,-1.323830,1,0.016065,0.005520,0.014667,0.004094,0.022000,0.005981,0.022000,0.005981,0,0.271857,0.022000,0.007333,0.024094,-0.015906,0.220000
1772479722,825798393,0.131415,-1.864759,2.479180,-1.435739,-0.443349,-1.323865,1,0.015046,-0.001253,0.022000,0.005981,0.029333,0.001192,0.029333,0.001192,0,0.040626,0.029333,0.014667,0.025981,-0.014019,0.220000
1772479722,850809320,0.130572,-1.865359,2.478728,-1.434705,-0.443394,-1.324317,1,0.021691,0.010950,0.029333,0.001192,0.036667,-0.004217,0.036667,-0.004217,0,-0.115004,0.036667,0.022000,0.021192,-0.018808,0.220000
1772479722,900798312,0.129969,-1.861712,2.480223,-1.436469,-0.446643,-1.322823,1,0.037976,0.012037,0.036667,-0.004217,0.044000,0.011984,0.044000,0.011984,0,0.272375,0.044000,0.029333,0.015783,-0.024217,0.220000
1772479722,925818690,0.129745,-1.863718,2.479739,-1.435060,-0.445197,-1.323306,1,0.037115,-0.007072,0.044000,0.011984,0.051333,-0.000170,0.051333,-0.000170,0,-0.003310,0.051333,0.036667,0.031984,-0.008016,0.220000
1772479722,950842587,0.128181,-1.863274,2.479427,-1.434098,-0.446508,-1.323618,1,0.044292,0.011895,0.051333,-0.000170,0.058667,-0.005778,0.058667,-0.005778,0,-0.098484,0.058667,0.044000,0.019830,-0.020170,0.220000
1772479723,798928,0.126484,-1.860581,2.481003,-1.434414,-0.449676,-1.322042,1,0.061138,-0.003973,0.058667,-0.005778,0.066000,0.003434,0.066000,0.003434,0,0.052027,0.066000,0.051333,0.014222,-0.025778,0.220000
1772479723,26009941,0.125801,-1.860439,2.480882,-1.433963,-0.450207,-1.322163,1,0.058987,0.003680,0.066000,0.003434,0.073333,0.000250,0.073333,0.000250,0,0.003412,0.073333,0.058667,0.023434,-0.016566,0.220000
1772479723,50855593,0.123750,-1.858457,2.481723,-1.433561,-0.453032,-1.321322,1,0.066057,0.001136,0.073333,0.000250,0.080667,0.003098,0.080667,0.003098,0,0.038406,0.080667,0.066000,0.020250,-0.019750,0.220000
1772479723,100898996,0.121038,-1.857106,2.480118,-1.432251,-0.455763,-1.322927,1,0.082825,0.012034,0.080667,0.003098,0.088000,-0.002135,0.088000,-0.002135,0,-0.024257,0.088000,0.073333,0.023098,-0.016902,0.220000
1772479723,125900488,0.120012,-1.855554,2.480778,-1.432395,-0.457618,-1.322267,1,0.080445,0.002632,0.088000,-0.002135,0.095333,0.004279,0.095333,0.004279,0,0.044885,0.095333,0.080667,0.017865,-0.022135,0.220000
1772479723,150912167,0.118947,-1.853356,2.481080,-1.432905,-0.460006,-1.321965,1,0.088621,0.003776,0.095333,0.004279,0.102667,0.015824,0.102667,0.015824,0,0.154132,0.102667,0.088000,0.024279,-0.015721,0.220000
1772479723,200902522,0.114925,-1.850277,2.481001,-1.431622,-0.464907,-1.322044,1,0.105045,0.031632,0.102667,0.015824,0.110000,0.011656,0.110000,0.011656,0,0.105967,0.110000,0.095333,0.035824,-0.004176,0.220000
1772479723,225966458,0.112889,-1.849223,2.481037,-1.430663,-0.466989,-1.322008,1,0.109802,0.010339,0.110000,0.011656,0.117333,0.007666,0.117333,0.007666,0,0.065337,0.117333,0.102667,0.031656,-0.008344,0.220000
1772479723,250915245,0.110495,-1.847006,2.481263,-1.430136,-0.470210,-1.321782,1,0.110660,0.021108,0.117333,0.007666,0.124667,0.010195,0.124667,0.010195,0,0.081781,0.124667,0.110000,0.027666,-0.012334,0.220000
1772479723,300978477,0.105476,-1.843227,2.482606,-1.428497,-0.476274,-1.320440,1,0.125997,0.018483,0.124667,0.010195,0.132000,0.005552,0.132000,0.005552,0,0.042060,0.132000,0.117333,0.030195,-0.009805,0.220000
