sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
150,540000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.083742,0.540000,0.074409,0.560000,0.074409,0.560000,0.000000,0.000000,-0.078312,-0.029662,-0.070979,-0.022329,-0.070979,-0.022329,0,12.150624,-0.070979,-0.085646,-0.022329,-0.036996,0.560000,0.520000,0.311127,0.110000,1.060463,1
150,580000000,-0.000318,-0.000277,-0.000003,0.021083,0.000000,0.074409,0.560000,0.065389,0.580000,0.065389,0.580000,-0.015876,-0.013873,-0.070979,-0.022329,-0.063646,-0.014996,-0.063646,-0.014996,0,12.133102,-0.063646,-0.078312,-0.014996,-0.029662,0.580000,0.540000,0.311127,0.110000,1.060466,1
150,600000000,-0.000798,-0.000730,0.000319,0.032991,0.016082,0.065389,0.580000,0.056831,0.600000,0.056831,0.600000,-0.024029,-0.022605,-0.063646,-0.014996,-0.056312,-0.007662,-0.056312,-0.007662,0,12.104219,-0.056312,-0.070979,-0.007662,-0.022329,0.600000,0.560000,0.311127,0.110000,1.060144,1
150,640000000,-0.002486,-0.001475,0.000749,0.049605,0.015859,0.056831,0.600000,0.048980,0.600000,0.048980,0.600000,-0.046678,-0.016789,-0.056312,-0.007662,-0.048979,-0.000329,-0.048979,-0.000329,0,11.956284,-0.048979,-0.063646,-0.000329,-0.014996,0.600000,0.580000,0.311127,0.110000,1.059714,1
150,660000000,-0.003412,-0.001758,0.001267,0.048424,0.025916,0.048980,0.600000,0.042231,0.600000,0.042231,0.600000,-0.046315,-0.014133,-0.048979,-0.000329,-0.041646,0.007004,-0.041646,0.007004,0,11.862112,-0.041646,-0.056312,0.007004,-0.007662,0.600000,0.580000,0.311127,0.110000,1.059196,1
150,700000000,-0.005216,-0.001860,0.002707,0.045115,0.034942,0.042231,0.600000,0.037188,0.600000,0.037188,0.600000,-0.045053,-0.002357,-0.041646,0.007004,-0.034312,0.014338,-0.034312,0.014338,0,11.640062,-0.034312,-0.048979,0.014338,-0.000329,0.600000,0.580000,0.311127,0.110000,1.057756,1
150,740000000,-0.006782,-0.001691,0.005358,0.038328,0.062757,0.037188,0.600000,0.034605,0.600000,0.034605,0.600000,-0.037978,0.005171,-0.034312,0.014338,-0.026979,0.021671,-0.026979,0.021671,0,11.406367,-0.026979,-0.041646,0.021671,0.007004,0.600000,0.580000,0.311127,0.110000,1.055104,1
150,760000000,-0.007464,-0.001489,0.007263,0.035520,0.095208,0.034605,0.600000,0.035031,0.600000,0.035031,0.600000,-0.033985,0.010330,-0.026979,0.021671,-0.019646,0.029004,-0.019646,0.029004,0,11.283782,-0.019646,-0.034312,0.029004,0.014338,0.600000,0.580000,0.311127,0.110000,1.053200,1
150,800000000,-0.008622,-0.000885,0.011319,0.032245,0.112048,0.035031,0.600000,0.038367,0.600000,0.038367,0.600000,-0.026725,0.018042,-0.019646,0.029004,-0.012312,0.036338,-0.012312,0.036338,0,11.042478,-0.012312,-0.026979,0.036338,0.021671,0.600000,0.580000,0.311127,0.110000,1.049143,1
150,820000000,-0.008967,-0.000335,0.013763,0.032431,0.122182,0.038367,0.600000,0.043954,0.600000,0.043954,0.600000,-0.016882,0.027690,-0.012312,0.036338,-0.004979,0.043671,-0.004979,0.043671,0,10.925562,-0.004979,-0.019646,0.043671,0.029004,0.600000,0.580000,0.311127,0.110000,1.046700,1
150,860000000,-0.009505,0.000947,0.019528,0.036482,0.152216,0.043954,0.600000,0.051058,0.600000,0.051058,0.600000,-0.010146,0.035042,-0.004979,0.043671,0.002354,0.051004,0.002354,0.051004,0,10.681861,0.002354,-0.012312,0.051004,0.036338,0.600000,0.580000,0.311127,0.110000,1.040934,1
150,880000000,-0.009674,0.001701,0.022737,0.038640,0.160418,0.051058,0.600000,0.059136,0.600000,0.059136,0.600000,-0.007645,0.037877,0.002354,0.051004,0.009688,0.058338,0.009688,0.058338,0,10.558123,0.009688,-0.004979,0.058338,0.043671,0.600000,0.580000,0.311127,0.110000,1.037726,1
150,920000000,-0.009575,0.003710,0.030116,0.050275,0.182633,0.059136,0.600000,0.067841,0.600000,0.067841,0.600000,0.004066,0.050110,0.009688,0.058338,0.017021,0.065671,0.017021,0.065671,0,10.312363,0.017021,0.002354,0.065671,0.051004,0.600000,0.580000,0.311127,0.110000,1.030346,1
150,940000000,-0.009453,0.004817,0.034443,0.055684,0.216326,0.067841,0.600000,0.076959,0.600000,0.076959,0.600000,0.007880,0.055123,0.017021,0.065671,0.024354,0.073004,0.024354,0.073004,0,10.180317,0.024354,0.009688,0.073004,0.058338,0.600000,0.580000,0.311127,0.110000,1.026020,1
150,980000000,-0.008989,0.007319,0.043822,0.070206,0.245408,0.076959,0.600000,0.086361,0.600000,0.086361,0.600000,0.019115,0.067553,0.024354,0.073004,0.031688,0.080338,0.031688,0.080338,0,9.909512,0.031688,0.017021,0.080338,0.065671,0.600000,0.580000,0.311127,0.110000,1.016640,1
151,0,-0.008580,0.008779,0.048845,0.075826,0.251132,0.086361,0.600000,0.095963,0.600000,0.095963,0.600000,0.023803,0.071993,0.031688,0.080338,0.039021,0.087671,0.039021,0.087671,0,9.774928,0.039021,0.024354,0.087671,0.073004,0.600000,0.580000,0.311127,0.110000,1.011618,1
151,40000000,-0.007612,0.011941,0.059701,0.085998,0.279264,0.095963,0.600000,0.105710,0.600000,0.105710,0.600000,0.031166,0.080152,0.039021,0.087671,0.046354,0.095004,0.046354,0.095004,0,9.492324,0.046354,0.031688,0.095004,0.080338,0.600000,0.580000,0.311127,0.110000,1.028894,1
151,80000000,-0.006335,0.015513,0.071376,0.103337,0.300627,0.105710,0.600000,0.115565,0.600000,0.115565,0.600000,0.044506,0.093261,0.046354,0.095004,0.053688,0.102338,0.053688,0.102338,0,9.218844,0.053688,0.039021,0.102338,0.087671,0.600000,0.580000,0.311127,0.110000,1.017220,1
151,100000000,-0.005552,0.017475,0.077392,0.105614,0.300819,0.115565,0.600000,0.125504,0.600000,0.125504,0.600000,0.046337,0.094907,0.053688,0.102338,0.061021,0.109671,0.061021,0.109671,0,9.085031,0.061021,0.046354,0.109671,0.095004,0.600000,0.580000,0.311127,0.110000,1.011204,1
151,120000000,-0.004674,0.019569,0.083810,0.113548,0.320924,0.125504,0.600000,0.135507,0.600000,0.135507,0.600000,0.052242,0.100816,0.061021,0.109671,0.068354,0.117004,0.068354,0.117004,0,8.947620,0.068354,0.053688,0.117004,0.102338,0.600000,0.580000,0.311127,0.110000,1.004785,1
