sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
31,720000000,0.031858,0.000120,-0.022057,0.112864,-0.059604,0.132126,0.055612,0.139486,0.062387,0.139486,0.062387,0.112842,0.002267,0.132000,0.005772,0.139333,0.006523,0.139333,0.006523,0,0.381194,0.139333,0.124667,0.013106,-0.001561,0.075612,0.035612,0.311127,0.110000,0.022057,1
31,740000000,0.034236,0.000110,-0.023294,0.118874,-0.061821,0.139486,0.062387,0.146831,0.065884,0.146831,0.065884,0.118853,0.002223,0.139333,0.006523,0.146667,0.006935,0.146667,0.006935,0,0.405257,0.146667,0.132000,0.013856,-0.000810,0.082387,0.042387,0.311127,0.110000,0.023294,1
31,780000000,0.039145,0.000070,-0.025763,0.125674,-0.062044,0.146831,0.065884,0.154198,0.072868,0.154198,0.072868,0.125657,0.002064,0.146667,0.006935,0.154000,0.007818,0.154000,0.007818,0,0.456863,0.154000,0.139333,0.014268,-0.000399,0.085884,0.045884,0.311127,0.110000,0.025763,1
31,800000000,0.041815,0.000043,-0.027013,0.133503,-0.062496,0.154198,0.072868,0.161546,0.076403,0.161546,0.076403,0.133485,0.002224,0.154000,0.007818,0.161333,0.008281,0.161333,0.008281,0,0.483902,0.161333,0.146667,0.015151,0.000485,0.092868,0.052868,0.311127,0.110000,0.027013,1
31,840000000,0.047354,-0.000025,-0.029433,0.140670,-0.059787,0.161546,0.076403,0.168919,0.083249,0.168919,0.083249,0.140652,0.002276,0.161333,0.008281,0.168667,0.009227,0.168667,0.009227,0,0.539240,0.168667,0.154000,0.015614,0.000947,0.096403,0.056403,0.311127,0.110000,0.029433,1
31,860000000,0.050172,-0.000069,-0.030603,0.140942,-0.058508,0.168919,0.083249,0.176268,0.086559,0.176268,0.086559,0.140927,0.002043,0.168667,0.009227,0.176000,0.009716,0.176000,0.009716,0,0.567761,0.176000,0.161333,0.016561,0.001894,0.103249,0.063249,0.311127,0.110000,0.030603,1
31,900000000,0.056345,-0.000169,-0.032944,0.155022,-0.057669,0.176268,0.086559,0.183647,0.093178,0.183647,0.093178,0.155005,0.002316,0.176000,0.009716,0.183333,0.010725,0.183333,0.010725,0,0.626777,0.183333,0.168667,0.017049,0.002382,0.106559,0.066559,0.311127,0.110000,0.032944,1
31,920000000,0.059531,-0.000232,-0.034095,0.159306,-0.057570,0.183647,0.093178,0.190999,0.096435,0.190999,0.096435,0.159291,0.002207,0.183333,0.010725,0.190667,0.011261,0.190667,0.011261,0,0.658081,0.190667,0.176000,0.018059,0.003392,0.113178,0.073178,0.311127,0.110000,0.034095,1
31,960000000,0.066072,-0.000386,-0.036328,0.164618,-0.055035,0.190999,0.096435,0.198387,0.102752,0.198387,0.102752,0.164607,0.001889,0.190667,0.011261,0.198000,0.012391,0.198000,0.012391,0,0.724109,0.198000,0.183333,0.018594,0.003928,0.116435,0.076435,0.311127,0.110000,0.036328,1
32,0,0.073159,-0.000557,-0.038443,0.177466,-0.051517,0.198387,0.102752,0.205779,0.108733,0.205779,0.108733,0.177452,0.002209,0.198000,0.012391,0.205333,0.013532,0.205333,0.013532,0,0.790772,0.205333,0.190667,0.019724,0.005058,0.122752,0.082752,0.311127,0.110000,0.038443,1
32,20000000,0.076823,-0.000647,-0.039418,0.183271,-0.048733,0.205779,0.108733,0.213133,0.111490,0.213133,0.111490,0.183251,0.002655,0.205333,0.013532,0.212667,0.014088,0.212667,0.014088,0,0.823304,0.212667,0.198000,0.020865,0.006198,0.128733,0.088733,0.311127,0.110000,0.039418,1
32,60000000,0.084414,-0.000838,-0.041226,0.194375,-0.044696,0.213133,0.111490,0.220524,0.116604,0.220524,0.116604,0.194351,0.003052,0.212667,0.014088,0.220000,0.015190,0.220000,0.015190,0,0.887711,0.220000,0.205333,0.021422,0.006755,0.131490,0.091490,0.311127,0.110000,0.041226,1
32,80000000,0.088416,-0.000937,-0.042058,0.200161,-0.041617,0.220524,0.116604,0.220561,0.118958,0.220561,0.118958,0.200132,0.003409,0.220000,0.015190,0.220000,0.015728,0.220000,0.015728,0,0.919119,0.220000,0.212667,0.022524,0.007857,0.136604,0.096604,0.311127,0.110000,0.042058,1
32,120000000,0.096633,-0.001139,-0.043523,0.208271,-0.034707,0.220561,0.118958,0.220637,0.123101,0.220637,0.123101,0.208234,0.003942,0.220000,0.015728,0.220000,0.016755,0.220000,0.016755,0,0.979156,0.220000,0.212667,0.023061,0.008395,0.138958,0.098958,0.311127,0.110000,0.043523,1
32,140000000,0.100809,-0.001244,-0.044145,0.208877,-0.031128,0.220637,0.123101,0.220675,0.124862,0.220675,0.124862,0.208840,0.003945,0.220000,0.016755,0.220000,0.017243,0.220000,0.017243,0,1.007684,0.220000,0.212667,0.024089,0.009422,0.143101,0.103101,0.311127,0.110000,0.044145,1
32,180000000,0.109196,-0.001404,-0.044961,0.209999,-0.018017,0.220675,0.124862,0.220731,0.127169,0.220731,0.127169,0.209929,0.005422,0.220000,0.017243,0.220000,0.017949,0.220000,0.017949,0,1.048897,0.220000,0.212667,0.024577,0.009910,0.144862,0.104862,0.311127,0.110000,0.044961,1
32,200000000,0.113406,-0.001477,-0.045234,0.210562,-0.013652,0.220731,0.127169,0.220755,0.127942,0.220755,0.127942,0.210481,0.005817,0.220000,0.017949,0.220000,0.018242,0.220000,0.018242,0,1.066009,0.220000,0.212667,0.025282,0.010615,0.147169,0.107169,0.311127,0.110000,0.045234,1
32,240000000,0.121859,-0.001611,-0.045523,0.211613,-0.004890,0.220755,0.127942,0.220794,0.128757,0.220794,0.128757,0.211515,0.006437,0.220000,0.018242,0.220000,0.018709,0.220000,0.018709,0,1.093328,0.220000,0.212667,0.025575,0.010908,0.147942,0.107942,0.311127,0.110000,0.045523,1
32,280000000,0.130353,-0.001706,-0.045450,0.212587,0.003574,0.220794,0.128757,0.220815,0.128552,0.220815,0.128552,0.212456,0.007441,0.220000,0.018709,0.220000,0.018953,0.220000,0.018953,0,1.107607,0.220000,0.212667,0.026042,0.011376,0.148757,0.108757,0.311127,0.110000,0.045450,1
32,300000000,0.134613,-0.001742,-0.045295,0.213038,0.007753,0.220815,0.128552,0.220820,0.128113,0.220820,0.128113,0.212893,0.007853,0.220000,0.018953,0.220000,0.019007,0.220000,0.019007,0,1.110770,0.220000,0.212667,0.026287,0.011620,0.148552,0.108552,0.311127,0.110000,0.045295,1
32,340000000,0.143161,-0.001798,-0.044812,0.213927,0.013234,0.220820,0.128113,0.220820,0.126749,0.220820,0.126749,0.213761,0.008438,0.220000,0.019007,0.220000,0.019016,0.220000,0.019016,0,1.111268,0.220000,0.212667,0.026341,0.011674,0.148113,0.108113,0.311127,0.110000,0.044812,1
