sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
10,980000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025000,-0.000000,0.025000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.025000,-0.000000,0.025000,-0.000000,0,-0.000000,0.025000,-0.025000,0.025000,-0.025000,0.025000,-0.025000,0.311127,0.220000,-0.000000,1
11,20000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025000,-0.000000,0.050000,-0.000000,0.050000,-0.000000,0.000000,0.000000,0.025000,-0.000000,0.050000,-0.000000,0.050000,-0.000000,0,-0.000000,0.050000,0.000000,0.025000,-0.025000,0.025000,-0.025000,0.311127,0.220000,-0.000000,1
11,60000000,0.000786,-0.000000,-0.000001,0.025000,0.000000,0.050000,-0.000000,0.075000,0.000000,0.075000,0.000000,0.025000,0.000000,0.050000,-0.000000,0.075000,0.000000,0.075000,0.000000,0,0.000008,0.075000,0.025000,0.025000,-0.025000,0.025000,-0.025000,0.311127,0.220000,0.000001,1
11,120000000,0.003558,-0.000000,-0.000002,0.051793,0.000000,0.075000,0.000000,0.100000,0.000001,0.100000,0.000001,0.051793,0.000000,0.075000,0.000000,0.100000,0.000000,0.100000,0.000000,0,0.000024,0.100000,0.050000,0.025000,-0.025000,0.025000,-0.025000,0.311127,0.220000,0.000002,1
11,160000000,0.006558,-0.000000,-0.000002,0.075000,0.000000,0.100000,0.000001,0.125000,0.000001,0.125000,0.000001,0.075000,0.000000,0.100000,0.000000,0.125000,0.000000,0.125000,0.000000,0,0.000024,0.125000,0.075000,0.025000,-0.025000,0.025001,-0.024999,0.311127,0.220000,0.000002,1
11,200000000,0.010543,-0.000000,-0.000002,0.100000,0.000000,0.125000,0.000001,0.150000,0.000001,0.150000,0.000001,0.100000,0.000000,0.125000,0.000000,0.150000,0.000001,0.150000,0.000001,0,0.000027,0.150000,0.100000,0.025000,-0.025000,0.025001,-0.024999,0.311127,0.250000,0.000002,1
11,260000000,0.018215,-0.000000,-0.000004,0.136793,0.000000,0.150000,0.000001,0.175000,0.000002,0.175000,0.000002,0.136793,0.000000,0.150000,0.000001,0.175000,0.000001,0.175000,0.000001,0,0.000033,0.175000,0.125000,0.025001,-0.024999,0.025001,-0.024999,0.311127,0.300000,0.000004,1
11,300000000,0.024401,-0.000000,-0.000004,0.159293,0.000000,0.175000,0.000002,0.200000,0.000002,0.200000,0.000002,0.159293,0.000000,0.175000,0.000001,0.200000,0.000001,0.200000,0.000001,0,0.000032,0.200000,0.150000,0.025001,-0.024999,0.025002,-0.024998,0.311127,0.350000,0.000004,1
11,340000000,0.031401,-0.000000,-0.000004,0.175000,0.000000,0.200000,0.000002,0.220000,0.000002,0.220000,0.000002,0.175000,0.000000,0.200000,0.000001,0.220000,0.000001,0.220000,0.000001,0,0.000027,0.220000,0.175000,0.025001,-0.024999,0.025002,-0.024998,0.311127,0.400000,0.000004,1
11,380000000,0.039387,-0.000001,-0.000005,0.200000,0.000000,0.220000,0.000002,0.220000,0.000002,0.220000,0.000002,0.200000,0.000000,0.220000,0.000001,0.220000,0.000001,0.220000,0.000001,0,0.000028,0.220000,0.195000,0.025001,-0.024999,0.025002,-0.024998,0.311127,0.440000,0.000005,1
