sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
5,900000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025000,-0.000000,0.025000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.025000,-0.000000,0.025000,-0.000000,0,-0.000000,0.025000,-0.025000,0.025000,-0.025000,0.025000,-0.025000,0.311127,0.220000,-0.000000,1
5,940000000,0.000136,-0.000000,-0.000001,0.006786,0.000000,0.025000,-0.000000,0.050000,0.000000,0.050000,0.000000,0.006786,0.000000,0.025000,-0.000000,0.050000,0.000000,0.050000,0.000000,0,0.000008,0.050000,0.000000,0.025000,-0.025000,0.025000,-0.025000,0.311127,0.220000,0.000001,1
5,980000000,0.001222,-0.000000,-0.000001,0.050000,0.000000,0.050000,0.000000,0.075000,0.000000,0.075000,0.000000,0.050000,0.000000,0.050000,0.000000,0.075000,0.000000,0.075000,0.000000,0,0.000016,0.075000,0.025000,0.025000,-0.025000,0.025000,-0.025000,0.311127,0.220000,0.000001,1
6,40000000,0.004608,-0.000000,-0.000002,0.069293,0.000000,0.075000,0.000000,0.100000,0.000001,0.100000,0.000001,0.069293,0.000000,0.075000,0.000000,0.100000,0.000000,0.100000,0.000000,0,0.000024,0.100000,0.050000,0.025000,-0.025000,0.025000,-0.025000,0.311127,0.220000,0.000002,1
6,80000000,0.007794,-0.000000,-0.000002,0.084313,0.000000,0.100000,0.000001,0.125000,0.000001,0.125000,0.000001,0.084313,0.000000,0.100000,0.000000,0.125000,0.000000,0.125000,0.000000,0,0.000030,0.125000,0.075000,0.025000,-0.025000,0.025001,-0.024999,0.311127,0.220000,0.000002,1
6,120000000,0.011930,-0.000000,-0.000003,0.106793,0.000000,0.125000,0.000001,0.150000,0.000002,0.150000,0.000002,0.106793,0.000000,0.125000,0.000000,0.150000,0.000001,0.150000,0.000001,0,0.000033,0.150000,0.100000,0.025000,-0.025000,0.025001,-0.024999,0.311127,0.250000,0.000003,1
6,180000000,0.019866,-0.000000,-0.000003,0.146793,0.000000,0.150000,0.000002,0.175000,0.000002,0.175000,0.000002,0.146793,0.000000,0.150000,0.000001,0.175000,0.000001,0.175000,0.000001,0,0.000031,0.175000,0.125000,0.025001,-0.024999,0.025002,-0.024998,0.311127,0.300000,0.000003,1
6,220000000,0.026401,-0.000000,-0.000004,0.175000,0.000000,0.175000,0.000002,0.200000,0.000002,0.200000,0.000002,0.175000,0.000000,0.175000,0.000001,0.200000,0.000001,0.200000,0.000001,0,0.000031,0.200000,0.150000,0.025001,-0.024999,0.025002,-0.024998,0.311127,0.350000,0.000004,1
6,260000000,0.033737,-0.000001,-0.000005,0.191794,0.000000,0.200000,0.000002,0.220000,0.000003,0.220000,0.000003,0.191794,0.000000,0.200000,0.000001,0.220000,0.000001,0.220000,0.000001,0,0.000031,0.220000,0.175000,0.025001,-0.024999,0.025002,-0.024998,0.311127,0.400000,0.000005,1
6,300000000,0.041972,-0.000001,-0.000006,0.211729,0.000000,0.220000,0.000003,0.220000,0.000003,0.220000,0.000003,0.211729,0.000000,0.220000,0.000001,0.220000,0.000002,0.220000,0.000002,0,0.000032,0.220000,0.195000,0.025001,-0.024999,0.025003,-0.024997,0.311127,0.440000,0.000006,1
