sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
49,460000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007333,-0.000000,0.007333,-0.000000,0.000000,0.000000,0.000000,0.000000,0.007333,-0.000000,0.007333,-0.000000,0,-0.000000,0.007333,-0.007333,0.007333,-0.007333,0.020000,-0.020000,0.311127,0.330000,-0.000000,1
49,500000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007333,-0.000000,0.014667,-0.000000,0.014667,-0.000000,0.000000,0.000000,0.007333,-0.000000,0.014667,-0.000000,0.014667,-0.000000,0,-0.000000,0.014667,0.000000,0.007333,-0.007333,0.020000,-0.020000,0.311127,0.330000,-0.000000,1
49,520000000,0.000094,0.000005,-0.000080,0.004681,-0.003992,0.014667,-0.000000,0.022000,0.000075,0.022000,0.000075,0.004681,0.000000,0.014667,-0.000000,0.022000,0.000020,0.022000,0.000020,0,0.000397,0.022000,0.007333,0.007333,-0.007333,0.020000,-0.020000,0.311127,0.330000,0.000080,1
49,560000000,0.000511,0.000023,-0.000498,0.014058,-0.015205,0.022000,0.000075,0.029334,0.000470,0.029334,0.000470,0.014058,0.000000,0.022000,0.000020,0.029333,0.000133,0.029333,0.000133,0,0.002599,0.029333,0.014667,0.007354,-0.007313,0.020075,-0.019925,0.311127,0.330000,0.000498,1
49,600000000,0.001348,0.000065,-0.001203,0.021461,-0.018181,0.029334,0.000470,0.036668,0.001135,0.036668,0.001135,0.021432,0.001116,0.029333,0.000133,0.036667,0.000313,0.036667,0.000313,0,0.006099,0.036667,0.022000,0.007467,-0.007200,0.020470,-0.019530,0.311127,0.330000,0.001203,1
49,620000000,0.001891,0.000094,-0.001653,0.027225,-0.022466,0.036668,0.001135,0.044002,0.001558,0.044002,0.001558,0.027185,0.001473,0.036667,0.000313,0.044000,0.000426,0.044000,0.000426,0,0.008295,0.044000,0.029333,0.007646,-0.007020,0.021135,-0.018865,0.311127,0.330000,0.001653,1
49,660000000,0.003253,0.000168,-0.002816,0.040342,-0.032954,0.044002,0.001558,0.051338,0.002655,0.051338,0.002655,0.040269,0.002416,0.044000,0.000426,0.051333,0.000718,0.051333,0.000718,0,0.013987,0.051333,0.036667,0.007759,-0.006907,0.021558,-0.018442,0.311127,0.330000,0.002816,1
49,680000000,0.004067,0.000213,-0.003478,0.040791,-0.033096,0.051338,0.002655,0.058673,0.003279,0.058673,0.003279,0.040720,0.002406,0.051333,0.000718,0.058667,0.000881,0.058667,0.000881,0,0.017162,0.058667,0.044000,0.008051,-0.006615,0.022655,-0.017345,0.311127,0.330000,0.003478,1
49,720000000,0.005918,0.000321,-0.004968,0.047543,-0.038034,0.058673,0.003279,0.066012,0.004684,0.066012,0.004684,0.047449,0.002987,0.058667,0.000881,0.066000,0.001243,0.066000,0.001243,0,0.024206,0.066000,0.051333,0.008214,-0.006452,0.023279,-0.016721,0.311127,0.330000,0.004968,1
49,740000000,0.006918,0.000381,-0.005807,0.050113,-0.041946,0.066012,0.004684,0.073348,0.005475,0.073348,0.005475,0.050007,0.003250,0.066000,0.001243,0.073333,0.001447,0.073333,0.001447,0,0.028196,0.073333,0.058667,0.008576,-0.006091,0.024684,-0.015316,0.311127,0.330000,0.005807,1
