sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
161,800000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.027503,0.300000,0.028488,0.275000,0.028488,0.275000,0.000000,0.000000,0.008413,-0.026185,0.028463,-0.001185,0.028463,-0.001185,0,7.372879,0.033413,-0.016587,-0.001185,-0.051185,0.325000,0.275000,0.311127,0.220000,1.216531,1
161,840000000,0.000134,-0.000038,-0.000335,0.006936,-0.016755,0.028488,0.275000,0.035414,0.250000,0.035414,0.250000,0.006676,-0.001881,0.028463,-0.001185,0.026211,0.023815,0.026211,0.023815,0,7.378120,0.053463,0.003463,0.023815,-0.026185,0.300000,0.250000,0.311127,0.220000,1.216866,1
161,880000000,0.001035,-0.000075,-0.000232,0.022535,0.002485,0.035414,0.250000,0.049722,0.275000,0.049722,0.275000,0.022535,0.000000,0.026211,0.023815,0.028890,0.040468,0.028890,0.040468,0,7.398955,0.051211,0.001211,0.048815,-0.001185,0.275000,0.225000,0.311127,0.220000,1.216764,1
161,940000000,0.002561,0.001521,0.002467,0.045518,0.058278,0.049722,0.275000,0.054363,0.300000,0.054363,0.300000,0.026874,0.036737,0.028890,0.040468,0.031525,0.044289,0.031525,0.044289,0,7.406233,0.053890,0.003890,0.065468,0.015468,0.300000,0.250000,0.311127,0.220000,1.214064,1
161,980000000,0.003659,0.003204,0.005024,0.052153,0.071833,0.054363,0.300000,0.058568,0.325000,0.058568,0.325000,0.028448,0.043710,0.031525,0.044289,0.033984,0.047701,0.033984,0.047701,0,7.404049,0.056525,0.006525,0.069289,0.019289,0.325000,0.275000,0.311127,0.220000,1.220794,1
162,20000000,0.004832,0.005043,0.008370,0.055960,0.091730,0.058568,0.325000,0.063247,0.350000,0.063247,0.350000,0.030423,0.046967,0.033984,0.047701,0.036756,0.051470,0.036756,0.051470,0,7.398129,0.058984,0.008984,0.072701,0.022701,0.350000,0.300000,0.311127,0.220000,1.217448,1
162,60000000,0.006069,0.006999,0.012445,0.058529,0.105291,0.063247,0.350000,0.067992,0.375000,0.067992,0.375000,0.031831,0.049116,0.036756,0.051470,0.039611,0.055262,0.039611,0.055262,0,7.388856,0.061756,0.011756,0.076470,0.026470,0.375000,0.325000,0.311127,0.220000,1.213373,1
162,100000000,0.007391,0.009105,0.017375,0.062618,0.125500,0.067992,0.375000,0.072821,0.400000,0.072821,0.400000,0.034094,0.052523,0.039611,0.055262,0.042571,0.059082,0.042571,0.059082,0,7.375701,0.064611,0.014611,0.080262,0.030262,0.400000,0.350000,0.311127,0.220000,1.208443,1
162,160000000,0.009543,0.012572,0.026469,0.070965,0.165713,0.072821,0.400000,0.077408,0.425000,0.077408,0.425000,0.038817,0.059408,0.042571,0.059082,0.045575,0.062569,0.045575,0.062569,0,7.348243,0.067571,0.017571,0.084082,0.034082,0.425000,0.375000,0.311127,0.220000,1.207893,1
162,200000000,0.011060,0.015043,0.033404,0.074030,0.181167,0.077408,0.425000,0.082434,0.450000,0.082434,0.450000,0.040697,0.061841,0.045575,0.062569,0.048807,0.066433,0.048807,0.066433,0,7.326268,0.070575,0.020575,0.087569,0.037569,0.450000,0.400000,0.311127,0.220000,1.200957,1
