sec,nsec,x,y,yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
65,620000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007333,-0.000000,0.007333,-0.000000,0.000000,0.000000,0.000000,0.000000,0.007333,-0.000000,0.007333,-0.000000,0,-0.000000,0.007333,-0.007333,0.007333,-0.007333,0.020000,-0.020000,0.311127,0.110000,-0.000000,1
65,640000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007333,-0.000000,0.014667,-0.000000,0.014667,-0.000000,0.000000,0.000000,0.007333,-0.000000,0.014667,-0.000000,0.014667,-0.000000,0,-0.000000,0.014667,0.000000,0.007333,-0.007333,0.020000,-0.020000,0.311127,0.110000,-0.000000,1
65,680000000,0.000269,0.000013,-0.000237,0.006761,-0.005927,0.014667,-0.000000,0.022000,0.000047,0.022000,0.000047,0.006761,0.000000,0.014667,-0.000000,0.022000,0.000003,0.022000,0.000003,0,0.002241,0.022000,0.007333,0.007333,-0.007333,0.020000,-0.020000,0.311127,0.110000,0.000237,1
65,700000000,0.000523,0.000024,-0.000462,0.012693,-0.011273,0.022000,0.000047,0.029333,0.000123,0.029333,0.000123,0.012693,0.000000,0.022000,0.000003,0.029333,0.000007,0.029333,0.000007,0,0.004384,0.029333,0.014667,0.007336,-0.007331,0.020047,-0.019953,0.311127,0.110000,0.000462,1
65,740000000,0.001260,0.000055,-0.001174,0.023361,-0.023690,0.029333,0.000123,0.036667,0.000391,0.036667,0.000391,0.023361,0.000000,0.029333,0.000007,0.036667,0.000025,0.036667,0.000025,0,0.012222,0.036667,0.022000,0.007340,-0.007326,0.020123,-0.019877,0.311127,0.110000,0.001174,1
65,760000000,0.001801,0.000080,-0.001649,0.027045,-0.023732,0.036667,0.000391,0.044000,0.000659,0.044000,0.000659,0.027016,0.001255,0.036667,0.000025,0.044000,0.000041,0.044000,0.000041,0,0.016832,0.044000,0.029333,0.007358,-0.007309,0.020391,-0.019609,0.311127,0.110000,0.001649,1
65,800000000,0.003062,0.000135,-0.002762,0.033775,-0.029584,0.044000,0.000659,0.051333,0.001289,0.051333,0.001289,0.033739,0.001565,0.044000,0.000041,0.051333,0.000079,0.051333,0.000079,0,0.027818,0.051333,0.036667,0.007374,-0.007293,0.020659,-0.019341,0.311127,0.110000,0.002762,1
65,820000000,0.003793,0.000166,-0.003451,0.036608,-0.034447,0.051333,0.001289,0.058667,0.001840,0.058667,0.001840,0.036571,0.001636,0.051333,0.000079,0.058667,0.000114,0.058667,0.000114,0,0.035314,0.058667,0.044000,0.007412,-0.007255,0.021289,-0.018711,0.311127,0.110000,0.003451,1
65,860000000,0.005680,0.000245,-0.005092,0.047195,-0.041122,0.058667,0.001840,0.066000,0.003055,0.066000,0.003055,0.047145,0.002180,0.058667,0.000114,0.066000,0.000189,0.066000,0.000189,0,0.052017,0.066000,0.051333,0.007447,-0.007219,0.021840,-0.018160,0.311127,0.110000,0.005092,1
65,880000000,0.006736,0.000289,-0.006018,0.052840,-0.046273,0.066000,0.003055,0.073334,0.004012,0.073334,0.004012,0.052783,0.002459,0.066000,0.000189,0.073333,0.000249,0.073333,0.000249,0,0.061693,0.073333,0.058667,0.007522,-0.007145,0.023055,-0.016945,0.311127,0.110000,0.006018,1
65,920000000,0.009076,0.000380,-0.008078,0.063205,-0.055962,0.073334,0.004012,0.080668,0.005924,0.080668,0.005924,0.063137,0.002929,0.073333,0.000249,0.080667,0.000373,0.080667,0.000373,0,0.084119,0.080667,0.066000,0.007582,-0.007085,0.024012,-0.015988,0.311127,0.110001,0.008078,1
65,940000000,0.010418,0.000430,-0.009231,0.067195,-0.057677,0.080668,0.005924,0.088001,0.006714,0.088001,0.006714,0.067124,0.003093,0.080667,0.000373,0.088000,0.000500,0.088000,0.000500,0,0.093872,0.088000,0.073333,0.007707,-0.006960,0.025924,-0.014076,0.311127,0.121001,0.009231,1
65,980000000,0.013281,0.000530,-0.011679,0.073766,-0.062644,0.088001,0.006714,0.095336,0.008435,0.095336,0.008435,0.073690,0.003359,0.088000,0.000500,0.095333,0.000730,0.095333,0.000730,0,0.116076,0.095333,0.080667,0.007833,-0.006834,0.026714,-0.013286,0.311127,0.132002,0.011679,1
66,0,0.014804,0.000582,-0.013002,0.076194,-0.066156,0.095336,0.008435,0.102671,0.009335,0.102671,0.009335,0.076112,0.003528,0.095333,0.000730,0.102667,0.000917,0.102667,0.000917,0,0.124918,0.102667,0.088000,0.008064,-0.006603,0.028435,-0.011565,0.311127,0.143004,0.013002,1
66,40000000,0.018280,0.000692,-0.015949,0.086896,-0.073938,0.102671,0.009335,0.110007,0.011393,0.110007,0.011393,0.086805,0.003963,0.102667,0.000917,0.110000,0.001260,0.110000,0.001260,0,0.148772,0.110000,0.095333,0.008250,-0.006416,0.029335,-0.010665,0.311127,0.154006,0.015949,1
66,60000000,0.020129,0.000746,-0.017536,0.092461,-0.079318,0.110007,0.011393,0.117343,0.012470,0.117343,0.012470,0.092364,0.004244,0.110000,0.001260,0.117333,0.001527,0.117333,0.001527,0,0.157757,0.117333,0.102667,0.008594,-0.006073,0.031393,-0.008607,0.311127,0.165011,0.017536,1
66,100000000,0.024121,0.000853,-0.020975,0.105873,-0.090576,0.117343,0.012470,0.124683,0.014858,0.124683,0.014858,0.105753,0.005035,0.117333,0.001527,0.124667,0.002011,0.124667,0.002011,0,0.183231,0.124667,0.110000,0.008861,-0.005806,0.032470,-0.007530,0.311127,0.176015,0.020975,1
66,120000000,0.026250,0.000904,-0.022799,0.106456,-0.091207,0.124683,0.014858,0.132021,0.016094,0.132021,0.016094,0.106344,0.004874,0.124667,0.002011,0.132000,0.002372,0.132000,0.002372,0,0.192102,0.132000,0.117333,0.009344,-0.005323,0.034858,-0.005142,0.311127,0.187024,0.022799,1
