sec,nsec,odom_base_x,odom_base_y,odom_base_yaw,map_odom_x,map_odom_y,map_odom_yaw,map_base_x,map_base_y,map_base_yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,battery_v,battery_i,battery_percent,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1768114953,501098549,-1.244331,-3.051080,2.214079,3.766997,-3.361319,-2.233471,2.129349,-0.502247,-0.020146,0.000000,0.000000,0.000000,0.000000,0.830000,0.024110,0.027667,0.024110,1,25.200001,-0.000000,0.870000,1.180341,-0.026336,9.622296,0.017976,-0.005459,-0.001065,0.029048,0.027667,0.000000,0.033333,-0.033333,0.830000
1768114953,524933782,-1.244331,-3.051080,2.214079,3.777977,-3.353901,-2.228987,2.128139,-0.502056,-0.015698,0.000000,0.000000,0.830000,0.024110,0.830000,0.016131,0.830000,0.016131,0,25.200001,-0.000000,0.870000,1.168370,0.124498,9.576807,0.013316,0.001598,0.005726,0.019435,0.830000,0.802333,0.057443,-0.009223,0.830000
1768114953,577788234,-1.244331,-3.051080,2.214079,3.777977,-3.353901,-2.228987,2.128139,-0.502056,-0.015698,0.000000,0.000000,0.830000,0.016131,0.830000,0.008389,0.830000,0.008389,0,25.200001,-0.000000,0.870000,1.403002,0.251391,9.605537,0.017044,-0.022504,-0.005593,0.010107,0.830000,0.802333,0.049464,-0.017203,0.830000
1768114953,599579496,-1.244331,-3.051080,2.214079,3.777977,-3.353901,-2.228987,2.128139,-0.502056,-0.015698,0.000000,0.000000,0.830000,0.008389,0.830000,0.008389,0.830000,0.008389,0,25.200001,-0.000000,0.870000,1.235408,0.090980,9.713276,0.023170,-0.011052,0.000399,0.010107,0.830000,0.802333,0.041722,-0.024945,0.830000
1768114953,624740960,-1.244331,-3.051080,2.214079,3.764745,-3.359966,-2.233710,2.127712,-0.500573,-0.020307,0.000000,0.000000,0.830000,0.008389,0.830000,0.010264,0.830000,0.010264,0,25.200001,-0.000000,0.870000,1.024718,0.150835,9.564836,0.012916,0.004927,0.003728,0.012367,0.830000,0.802333,0.041722,-0.024945,0.830000
1768114953,657526030,-1.244331,-3.051080,2.214079,3.764745,-3.359966,-2.233710,2.127712,-0.500573,-0.020307,0.000000,0.000000,0.830000,0.010264,0.830000,0.014501,0.830000,0.014501,0,25.200001,-0.000000,0.870000,0.541090,-0.186748,8.346187,0.071240,0.036086,-0.006258,0.017471,0.830000,0.802333,0.043598,-0.023069,0.830000
1768114953,691680522,-1.245046,-3.050125,2.213011,3.765428,-3.358764,-2.232993,2.127712,-0.500573,-0.020307,0.066250,-0.106854,0.830000,0.014501,0.830000,0.016880,0.830000,0.016880,0,25.200001,-0.000000,0.870000,3.739743,0.687136,10.941502,0.004927,-0.392816,0.036219,0.020337,0.830000,0.802333,0.047834,-0.018832,0.830000
1768114953,734404932,-1.245919,-3.048959,2.213545,3.769164,-3.358624,-2.232371,2.132673,-0.501185,-0.019488,0.058889,0.000000,0.830000,0.016880,0.830000,0.014588,0.830000,0.014588,0,25.200001,-0.000000,0.870000,4.367024,-0.110133,9.083601,-0.023303,0.019308,0.009987,0.017576,0.830000,0.802333,0.050213,-0.016453,0.830000
1768114953,747466314,-1.246912,-3.047633,2.213278,3.769476,-3.357808,-2.231885,2.132673,-0.501185,-0.019488,0.079501,-0.053424,0.830000,0.014588,0.830000,0.014825,0.830000,0.014825,0,25.200001,-0.000000,0.870000,2.916138,0.440533,9.358934,0.050866,0.104529,-0.031292,0.017862,0.830000,0.802333,0.047922,-0.018745,0.830000
1768114953,791300606,-1.248818,-3.045087,2.213812,3.764072,-3.357845,-2.231969,2.132673,-0.501185,-0.019488,0.120454,0.048568,0.830000,0.014825,0.830000,0.013310,0.830000,0.013310,0,25.200001,-0.000000,0.870000,1.314417,-0.004788,10.122685,0.003862,0.163651,-0.006392,0.016036,0.830000,0.802333,0.048159,-0.018508,0.830000
