sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1772476674,176868646,0.168441,-0.697653,3.008230,-1.435602,-0.447545,-1.307971,1,0.000000,0.001151,0.000000,0.000000,0.007333,-0.000594,0.007333,-0.000594,0,-0.080964,0.007333,0.000000,0.020000,-0.020000,0.220000
1772476674,226888326,0.167880,-0.697509,3.007786,-1.435519,-0.448118,-1.308415,1,0.008348,0.050419,0.007333,-0.000594,0.014667,-0.000904,0.014667,-0.000904,0,-0.061642,0.014667,0.000000,0.019406,-0.020594,0.220000
1772476674,251967140,0.167096,-0.696767,3.008251,-1.435901,-0.449128,-1.307950,1,0.014531,0.009188,0.014667,-0.000904,0.022000,0.000751,0.022000,0.000751,0,0.034144,0.022000,0.007333,0.019096,-0.020904,0.220000
1772476674,276990230,0.168164,-0.698396,3.006155,-1.434810,-0.447513,-1.310046,1,0.014296,-0.007888,0.022000,0.000751,0.029333,-0.005018,0.029333,-0.005018,0,-0.171070,0.029333,0.014667,0.020751,-0.019249,0.220000
1772476674,327004505,0.167288,-0.697150,3.004357,-1.435622,-0.448803,-1.311845,1,0.030425,0.052289,0.029333,-0.005018,0.036667,0.001704,0.036667,0.001704,0,0.046474,0.036667,0.022000,0.014982,-0.025018,0.220000
1772476674,352064431,0.167477,-0.697956,3.004221,-1.434952,-0.448318,-1.311980,1,0.037330,-0.005398,0.036667,0.001704,0.044000,-0.003470,0.044000,-0.003470,0,-0.078854,0.044000,0.029333,0.021704,-0.018296,0.220000
1772476674,377098164,0.166364,-0.698100,3.004140,-1.434389,-0.449289,-1.312061,1,0.044294,-0.009380,0.044000,-0.003470,0.051333,-0.006448,0.051333,-0.006448,0,-0.125616,0.051333,0.036667,0.016530,-0.023470,0.220000
1772476674,427143244,0.163530,-0.696858,3.005944,-1.434441,-0.452382,-1.310257,1,0.052469,0.041586,0.051333,-0.006448,0.058667,-0.001027,0.058667,-0.001027,0,-0.017513,0.058667,0.044000,0.013552,-0.026448,0.220000
1772476674,452149280,0.161878,-0.698113,3.004902,-1.432646,-0.453422,-1.311299,1,0.058093,-0.013716,0.058667,-0.001027,0.066000,-0.015872,0.066000,-0.015872,0,-0.240484,0.066000,0.051333,0.018973,-0.021027,0.220000
1772476674,477178173,0.161219,-0.698337,3.004180,-1.432185,-0.453944,-1.312021,1,0.058279,-0.004617,0.066000,-0.015872,0.073333,-0.020436,0.073333,-0.020436,0,-0.278673,0.073333,0.058667,0.004128,-0.035872,0.220000
1772476674,527220301,0.158337,-0.697220,3.004020,-1.432103,-0.457033,-1.312181,1,0.074194,0.023739,0.073333,-0.020436,0.080667,-0.012260,0.080667,-0.012260,0,-0.151985,0.080667,0.066000,-0.000436,-0.040436,0.220000
1772476674,552268611,0.156715,-0.697068,3.003812,-1.431618,-0.458588,-1.312389,1,0.081068,-0.013710,0.080667,-0.012260,0.088000,-0.011230,0.088000,-0.011230,0,-0.127611,0.088000,0.073333,0.007740,-0.032260,0.220000
1772476674,577244342,0.155020,-0.696354,3.003351,-1.431622,-0.460428,-1.312850,1,0.088123,-0.009140,0.088000,-0.011230,0.095333,-0.003933,0.095333,-0.003933,0,-0.041257,0.095333,0.080667,0.008770,-0.031230,0.220000
1772476674,627287159,0.150520,-0.696502,3.002660,-1.429749,-0.464522,-1.313542,1,0.096818,0.046864,0.095333,-0.003933,0.102667,-0.009257,0.102667,-0.009257,0,-0.090165,0.102667,0.088000,0.016067,-0.023933,0.220000
