sec,nsec,odom_base_x,odom_base_y,odom_base_yaw,map_odom_x,map_odom_y,map_odom_yaw,map_base_x,map_base_y,map_base_yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,battery_v,battery_i,battery_percent,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1768115228,548421121,-3.274949,3.507859,-0.034849,5.474225,-3.939085,0.018295,2.137144,-0.491893,-0.016584,0.000000,0.000000,0.000000,0.000000,0.830000,0.007839,0.027667,0.007839,1,25.200001,-0.000000,0.870000,1.137246,-0.191536,9.399636,0.018243,-0.004794,0.003462,0.009444,0.027667,0.000000,0.033333,-0.033333,0.830000
1768115228,581152656,-3.274949,3.507859,-0.034849,5.474225,-3.939085,0.018295,2.137144,-0.491893,-0.016584,0.000000,0.000000,0.830000,0.007839,0.830000,0.007839,0.830000,0.007839,0,25.200001,-0.000000,0.870000,1.201889,0.153229,9.615114,0.016112,-0.013982,0.004261,0.009444,0.830000,0.802333,0.041172,-0.025495,0.830000
1768115228,604742968,-3.274949,3.507859,-0.034849,5.474225,-3.939085,0.018295,2.137144,-0.491893,-0.016584,0.000000,0.000000,0.830000,0.007839,0.830000,0.007839,0.830000,0.007839,0,25.200001,-0.000000,0.870000,1.065420,-0.040701,9.660604,0.034887,-0.012517,-0.005459,0.009444,0.830000,0.802333,0.041172,-0.025495,0.830000
1768115228,658147245,-3.274949,3.507859,-0.034849,5.475088,-3.937538,0.018607,2.136951,-0.491381,-0.016272,0.000000,0.000000,0.830000,0.007839,0.830000,0.003451,0.830000,0.003451,0,25.200001,-0.000000,0.870000,1.261744,0.131681,9.569624,0.028762,-0.023436,-0.002264,0.004158,0.830000,0.802333,0.041172,-0.025495,0.830000
1768115228,691688426,-3.274949,3.507859,-0.034849,5.475088,-3.937538,0.018607,2.136951,-0.491381,-0.016272,0.000000,0.000000,0.830000,0.003451,0.830000,0.003451,0.830000,0.003451,0,25.200001,-0.000000,0.870000,0.837971,0.009577,9.071630,0.019175,0.032757,0.003462,0.004158,0.830000,0.802333,0.036785,-0.029882,0.830000
1768115228,735718961,-3.274816,3.507855,-0.034849,5.474182,-3.938300,0.018264,2.137679,-0.490997,-0.016404,0.006625,0.000000,0.830000,0.003451,0.830000,0.003368,0.830000,0.003368,0,25.200001,-0.000000,0.870000,3.517082,-0.014365,10.472238,-0.001997,-0.321843,0.024767,0.004058,0.830000,0.802333,0.036785,-0.029882,0.830000
1768115228,747304341,-3.273889,3.507822,-0.034849,5.473916,-3.937580,0.018475,2.137679,-0.490997,-0.016404,0.039750,0.000000,0.830000,0.003368,0.830000,0.001574,0.830000,0.001574,0,25.200001,-0.000000,0.870000,4.515464,0.208296,10.182540,-0.001465,-0.146074,0.035287,0.001897,0.830000,0.802333,0.036702,-0.029965,0.830000
1768115228,791497534,-3.271638,3.507744,-0.034849,5.472057,-3.936678,0.018732,2.137679,-0.490997,-0.016404,0.092750,0.000000,0.830000,0.001574,0.830000,0.001099,0.830000,0.001099,0,25.200001,-0.000000,0.870000,2.911349,0.387861,10.910377,0.033955,0.160056,-0.038216,0.001325,0.830000,0.802333,0.034908,-0.031759,0.830000
1768115228,814415778,-3.269056,3.507653,-0.035116,5.470094,-3.936435,0.018794,2.137679,-0.490997,-0.016404,0.105999,0.000000,0.830000,0.001099,0.830000,0.001168,0.830000,0.001168,0,25.200001,-0.000000,0.870000,0.718260,-0.038307,8.841787,0.043410,0.152200,-0.046206,0.001407,0.830000,0.802333,0.034433,-0.032234,0.830000
1768115228,847950758,-3.264090,3.507478,-0.035383,5.477415,-3.929034,0.019725,2.147978,-0.486829,-0.015701,0.145751,0.000000,0.830000,0.001168,0.830000,-0.010957,0.830000,-0.010957,0,25.200001,-0.000000,0.870000,1.833958,0.191536,10.766725,0.012517,0.007723,-0.015047,-0.013201,0.830000,0.802333,0.034501,-0.032166,0.830000
1768115228,891987916,-3.261177,3.507375,-0.035383,5.473252,-3.927162,0.020260,2.147978,-0.486829,-0.015701,0.145749,0.000000,0.830000,-0.010957,0.830000,-0.031283,0.830000,-0.031283,0,25.200001,-0.000000,0.870000,2.513912,0.486023,11.590330,0.007191,-0.178831,0.000266,-0.037690,0.830000,0.802333,0.022376,-0.044290,0.830000
1768115228,904281391,-3.255351,3.507166,-0.035917,5.470574,-3.927120,0.020260,2.147978,-0.486829,-0.015701,0.212000,0.000000,0.830000,-0.031283,0.830000,-0.031228,0.830000,-0.031228,0,25.200001,-0.000000,0.870000,3.854665,-0.174777,8.863335,-0.024235,0.109323,0.005726,-0.037624,0.830000,0.802333,0.002050,-0.064616,0.830000
1768115228,948286880,-3.246280,3.506838,-0.036719,5.473879,-3.925021,0.022238,2.155376,-0.491301,-0.014519,0.245125,-0.026713,0.830000,-0.031228,0.830000,-0.004282,0.830000,-0.004282,0,25.200001,-0.083000,0.870000,1.496376,0.064643,10.637438,0.041678,0.074835,-0.047671,-0.005159,0.830000,0.802333,0.002105,-0.064562,0.830000
1768115228,981142699,-3.238336,3.506543,-0.037253,5.469699,-3.923160,0.022773,2.155376,-0.491301,-0.014519,0.304750,0.000000,0.830000,-0.004282,0.830000,-0.004297,0.830000,-0.004297,0,25.200001,-0.083000,0.870000,2.212242,0.007183,8.880094,-0.033023,0.229564,-0.020107,-0.005177,0.830000,0.802333,0.029051,-0.037616,0.830000
1768115229,4736727,-3.229796,3.506223,-0.037520,5.461224,-3.921495,0.023231,2.155376,-0.491301,-0.014519,0.284874,0.026715,0.830000,-0.004297,0.830000,-0.005168,0.830000,-0.005168,0,25.200001,-0.083000,0.870000,1.206678,0.225055,7.261614,-0.038350,-0.108524,-0.014115,-0.006226,0.830000,0.802333,0.029036,-0.037631,0.830000
1768115229,57963148,-3.213709,3.505606,-0.038856,5.468153,-3.915980,0.022510,2.178806,-0.483743,-0.016440,0.331250,-0.026715,0.830000,-0.005168,0.830000,-0.040296,0.830000,-0.038501,0,25.200001,-0.083000,0.870000,1.587356,-0.512359,8.870517,0.045141,0.163651,-0.018908,-0.048550,0.830000,0.802333,0.028165,-0.038501,0.830000
1768115229,92037824,-3.202720,3.505174,-0.039390,5.459426,-3.911687,0.023753,2.178806,-0.483743,-0.016440,0.377625,0.026715,0.830000,-0.040296,0.830000,-0.032130,0.830000,-0.032130,0,25.200001,-0.083000,0.870000,3.086126,0.174777,9.828198,0.068310,0.166847,-0.023835,-0.038711,0.830000,0.802333,-0.006963,-0.073630,0.830000
1768115229,134739664,-3.191334,3.504717,-0.040459,5.470935,-3.910762,0.023559,2.208776,-0.482480,-0.017103,0.384251,-0.053424,0.830000,-0.032130,0.830000,-0.030206,0.830000,-0.030206,0,25.200001,-0.083000,0.870000,1.584961,0.828394,10.817003,0.047937,-0.137552,-0.010786,-0.036393,0.830000,0.802333,0.001203,-0.065463,0.830000
1768115229,146242468,-3.178823,3.504212,-0.040191,5.462573,-3.911118,0.023408,2.208776,-0.482480,-0.017103,0.423999,0.053430,0.830000,-0.030206,0.830000,-0.029757,0.830000,-0.029757,0,25.200001,-0.083000,0.870000,2.542642,0.165200,9.586383,-0.050201,0.083224,0.005060,-0.035851,0.830000,0.802333,0.003127,-0.063540,0.830000
1768115229,191934605,-3.161347,3.503497,-0.041260,5.448581,-3.907415,0.024456,2.208776,-0.482480,-0.017103,0.457126,0.026715,0.830000,-0.029757,0.830000,-0.025096,0.830000,-0.025096,0,25.200001,-0.875000,0.870000,2.686294,-0.088585,9.574412,-0.014781,0.033689,-0.015579,-0.030237,0.830000,0.802333,0.003577,-0.063090,0.830000
1768115229,214948870,-3.147381,3.502918,-0.042061,5.440074,-3.905482,0.025000,2.208776,-0.482480,-0.017103,0.483625,-0.080139,0.830000,-0.025096,0.830000,-0.021968,0.830000,-0.021968,0,25.200001,-0.875000,0.870000,0.986411,-0.107739,8.382100,0.111986,0.069375,-0.028496,-0.026467,0.830000,0.802333,0.008237,-0.058430,0.830000
1768115229,248331081,-3.132620,3.502294,-0.042863,5.465556,-3.905199,0.025402,2.250624,-0.483721,-0.017314,0.510125,-0.080145,0.830000,-0.021968,0.830000,-0.018093,0.830000,-0.018093,0,25.200001,-0.875000,0.870000,2.906561,0.624887,10.623073,0.007191,0.008123,0.008922,-0.021799,0.830000,0.802333,0.011366,-0.055301,0.830000
1768115229,291622913,-3.112036,3.501407,-0.043130,5.445497,-3.901237,0.026510,2.250624,-0.483721,-0.017314,0.529999,0.053425,0.830000,-0.018093,0.830000,-0.017646,0.830000,-0.017646,0,25.200001,-0.875000,0.870000,3.198653,-0.002394,10.251972,-0.036618,-0.077764,-0.026632,-0.021260,0.830000,0.802333,0.015240,-0.051426,0.830000
1768115229,304714352,-3.095621,3.500687,-0.044199,5.434962,-3.899232,0.027071,2.250624,-0.483721,-0.017314,0.530000,0.000000,0.830000,-0.017646,0.830000,-0.016567,0.830000,-0.016567,0,25.200001,-0.875000,0.870000,2.549825,-0.260968,9.840169,0.069509,0.139949,-0.026365,-0.019961,0.830000,0.802333,0.015687,-0.050980,0.830000
1768115229,348019399,-3.078480,3.499923,-0.044466,5.465150,-3.900037,0.026860,2.301587,-0.484199,-0.017650,0.576376,0.026718,0.830000,-0.016567,0.830000,-0.014314,0.830000,-0.014314,0,25.200001,-0.875000,0.870000,1.920150,-0.342371,9.464279,0.076965,-0.074968,-0.033156,-0.017246,0.830000,0.802333,0.016766,-0.049901,0.830000
1768115229,381885642,-3.066831,3.499402,-0.045534,5.441588,-3.895427,0.028165,2.301587,-0.484199,-0.017650,0.569751,-0.106852,0.830000,-0.014314,0.830000,-0.014010,0.830000,-0.014010,0,25.200001,-0.875000,0.870000,3.603273,0.433351,9.849746,-0.020107,0.130095,-0.013316,-0.016880,0.830000,0.802333,0.019019,-0.047647,0.830000
1768115229,404572691,-3.041802,3.498263,-0.046019,5.434772,-3.894506,0.028415,2.301587,-0.484199,-0.017650,0.622750,-0.053427,0.830000,-0.014010,0.830000,-0.011693,0.830000,-0.011693,0,25.200001,-0.875000,0.870000,1.692701,0.407014,8.702923,-0.010386,0.072172,-0.033023,-0.014088,0.830000,0.802333,0.019323,-0.047344,0.830000
