sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
1772480193,389310507,0.077006,-1.951203,2.449985,-1.407316,-0.434577,-1.298336,1,0.000000,0.001217,0.000000,0.000000,0.311127,0.000451,0.007356,0.000451,0.000000,0.000000,0.000000,0.000000,0.311126,-0.000578,0.007333,-0.000578,1,-0.011255,0.007333,-0.007333,0.007333,-0.007333,0.020000,-0.020000,0.311127,0.330000,0.000478,1
1772480193,414302117,0.077618,-1.949547,2.450679,-1.408763,-0.435589,-1.297642,1,0.000000,0.001846,0.311127,0.000451,0.311127,-0.000204,0.220001,-0.000204,0.000000,0.000000,0.311126,-0.000578,0.311126,0.000777,0.220000,0.000777,1,0.015143,0.220000,0.220000,0.006756,-0.007911,0.020451,-0.019549,0.311127,0.330000,-0.000216,1
1772480193,439279010,0.077257,-1.951635,2.450068,-1.407276,-0.434079,-1.298252,1,0.015284,0.018297,0.311127,-0.000204,0.311127,0.000372,0.220001,0.000372,0.015284,0.000000,0.311126,0.000777,0.311126,-0.000767,0.220000,-0.000767,1,-0.014937,0.220000,0.220000,0.008111,-0.006556,0.019796,-0.020204,0.311127,0.330000,0.000395,1
1772480193,489278942,0.076398,-1.948335,2.450324,-1.408452,-0.437280,-1.297997,1,0.014795,0.001349,0.311127,0.000372,0.311127,0.000131,0.220002,0.000131,0.014795,0.000000,0.311126,-0.000767,0.311125,0.001035,0.220000,0.001035,1,0.020165,0.220000,0.220000,0.006567,-0.008100,0.020372,-0.019628,0.311127,0.330000,0.000139,1
1772480193,514368730,0.076120,-1.951257,2.449426,-1.406557,-0.435039,-1.298894,1,0.022543,-0.006775,0.311127,0.000131,0.311127,0.000978,0.220002,0.000978,0.022543,0.000000,0.311125,0.001035,0.311125,-0.000975,0.220000,-0.000975,1,-0.019000,0.220000,0.220000,0.008369,-0.006298,0.020131,-0.019869,0.311127,0.330000,0.001037,1
1772480193,539352633,0.076827,-1.950404,2.449813,-1.407624,-0.435336,-1.298508,1,0.038116,0.010408,0.311127,0.000978,0.311127,0.000613,0.220000,0.000613,0.038100,-0.001125,0.311125,-0.000975,0.311127,-0.000052,0.220000,-0.000052,1,-0.001012,0.220000,0.220000,0.006358,-0.008309,0.020978,-0.019022,0.311127,0.330000,0.000650,1
1772480193,589349814,0.075130,-1.948872,2.450742,-1.407103,-0.437562,-1.297579,1,0.037103,0.000000,0.311127,0.000613,0.311127,-0.000263,0.220000,-0.000263,0.037103,0.000000,0.311127,-0.000052,0.311127,-0.000248,0.220000,-0.000248,1,-0.004825,0.220000,0.220000,0.007281,-0.007385,0.020613,-0.019387,0.311127,0.330000,-0.000279,1
1772480193,614435139,0.073893,-1.947215,2.450940,-1.407032,-0.439629,-1.297381,1,0.044072,0.007194,0.311127,-0.000263,0.311127,-0.000449,0.220000,-0.000449,0.044072,0.000000,0.311127,-0.000248,0.311127,0.000151,0.220000,0.000151,1,0.002942,0.220000,0.220000,0.007086,-0.007581,0.019737,-0.020263,0.311127,0.330000,-0.000477,1
1772480193,664412659,0.072047,-1.945517,2.451110,-1.406484,-0.442076,-1.297210,1,0.059624,0.031501,0.311127,-0.000449,0.311127,-0.000610,0.220000,-0.000610,0.059624,0.000000,0.311127,0.000151,0.311127,0.000223,0.220000,0.000223,1,0.004347,0.220000,0.220000,0.007484,-0.007182,0.019551,-0.020449,0.311127,0.330000,-0.000647,1
1772480193,689445742,0.071208,-1.945055,2.450944,-1.406058,-0.442934,-1.297377,1,0.058979,0.000000,0.311127,-0.000610,0.311127,-0.000453,0.220000,-0.000453,0.058979,0.000000,0.311127,0.000223,0.311127,0.000106,0.220000,0.000106,1,0.002070,0.220000,0.220000,0.007557,-0.007110,0.019390,-0.020610,0.311127,0.330000,-0.000480,1
