sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1772480466,317552599,0.104917,-1.992512,2.427487,-1.428255,-0.356188,-1.295914,1,0.000000,0.000000,0.050000,-0.020996,0.042667,-0.000996,0.042667,-0.000996,0,13.426503,0.057333,0.042667,-0.000996,-0.040996,0.220000
1772480466,342546720,0.103282,-1.991935,2.428051,-1.427205,-0.357569,-1.295349,1,0.000000,0.000000,0.042667,-0.000996,0.035333,0.019004,0.035333,0.019004,0,13.555823,0.050000,0.035333,0.019004,-0.020996,0.220000
1772480466,367530780,0.104757,-1.992771,2.427091,-1.427978,-0.356060,-1.296309,1,0.007068,0.010773,0.035333,0.019004,0.028000,0.039004,0.028000,0.039004,0,13.411025,0.042667,0.028000,0.039004,-0.000996,0.220000
1772480466,417586142,0.103683,-1.993672,2.428552,-1.426586,-0.355897,-1.294849,1,0.014881,0.016563,0.028000,0.039004,0.020667,0.059004,0.020667,0.059004,0,13.346231,0.035333,0.020667,0.059004,0.019004,0.220000
1772480466,442601912,0.104321,-1.992048,2.430297,-1.428011,-0.356904,-1.293104,1,0.022322,0.042872,0.020667,0.059004,0.013333,0.079004,0.013333,0.079004,0,13.469009,0.028000,0.013333,0.079004,0.039004,0.220000
1772480466,467782456,0.102586,-1.992188,2.430898,-1.426485,-0.357740,-1.292502,1,0.020954,0.058698,0.013333,0.079004,0.007319,0.099004,0.007319,0.099004,0,13.527634,0.020667,0.006000,0.099004,0.059004,0.220000
1772480466,517715916,0.102542,-1.992229,2.433106,-1.426425,-0.357730,-1.290295,1,0.013081,0.086713,0.007319,0.099004,0.008816,0.119004,0.008816,0.119004,0,13.498530,0.014652,0.000000,0.119004,0.079004,0.220000
1772480466,542735213,0.102951,-1.991824,2.433895,-1.426990,-0.357844,-1.289506,1,0.007574,0.083039,0.008816,0.119004,0.010288,0.139004,0.010288,0.139004,0,13.511864,0.016149,0.001483,0.139004,0.099004,0.220000
1772480466,567806831,0.102691,-1.992385,2.435608,-1.426464,-0.357518,-1.287793,1,0.008648,0.119728,0.010288,0.139004,0.011827,0.159004,0.011827,0.159004,0,13.444358,0.017621,0.002954,0.159004,0.119004,0.220000
1772480466,617835392,0.102919,-1.991454,2.441441,-1.427166,-0.358170,-1.281959,1,0.010484,0.137416,0.011827,0.159004,0.013299,0.179004,0.013299,0.179004,0,13.460325,0.019160,0.004493,0.179004,0.139004,0.220000
1772480466,642930081,0.102787,-1.991629,2.446719,-1.426960,-0.358096,-1.276681,1,0.011430,0.171548,0.013299,0.179004,0.014869,0.199004,0.014869,0.199004,0,13.383465,0.020632,0.005965,0.199004,0.159004,0.220000
