sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1772477595,863635851,0.179366,-1.336650,2.727369,-1.351452,-0.419487,-1.355628,1,0.000000,0.000000,0.000000,0.000000,0.007333,-0.000264,0.007333,-0.000264,0,-0.036009,0.007333,0.000000,0.020000,-0.020000,0.220000
1772477595,888851487,0.180179,-1.336667,2.727260,-1.351917,-0.418819,-1.355737,1,0.007541,0.016404,0.007333,-0.000264,0.014667,0.000257,0.014667,0.000257,0,0.017519,0.014667,0.000000,0.019736,-0.020264,0.220000
1772477595,913764997,0.180244,-1.336132,2.727446,-1.352388,-0.419081,-1.355552,1,0.006547,-0.003589,0.014667,0.000257,0.022000,0.002187,0.022000,0.002187,0,0.099408,0.022000,0.007333,0.020257,-0.019743,0.220000
1772477595,963886842,0.179249,-1.334254,2.726521,-1.353320,-0.420991,-1.356476,1,0.014489,-0.003064,0.022000,0.002187,0.029333,0.009799,0.029333,0.009799,0,0.334051,0.029333,0.014667,0.022187,-0.017813,0.220000
1772477595,988994368,0.179722,-1.336457,2.724944,-1.351818,-0.419312,-1.358054,1,0.030886,0.033245,0.029333,0.009799,0.036667,0.002237,0.036667,0.002237,0,0.060997,0.036667,0.022000,0.029799,-0.010201,0.220000
1772477596,13988313,0.178866,-1.334416,2.723347,-1.352964,-0.421205,-1.359651,1,0.029391,0.010919,0.036667,0.002237,0.044000,0.015034,0.044000,0.015034,0,0.341691,0.044000,0.029333,0.022237,-0.017763,0.220000
1772477596,64083357,0.177340,-1.335624,2.718309,-1.351090,-0.421728,-1.364688,1,0.036914,0.000000,0.044000,0.015034,0.051333,0.007651,0.051333,0.007651,0,0.149044,0.051333,0.036667,0.035034,-0.004966,0.220000
1772477596,89260729,0.177833,-1.334734,2.716143,-1.352099,-0.421853,-1.366854,1,0.052970,0.043855,0.051333,0.007651,0.058667,0.020873,0.058667,0.020873,0,0.355797,0.058667,0.044000,0.027651,-0.012349,0.220000
1772477596,114201187,0.176467,-1.333874,2.712917,-1.351990,-0.423464,-1.370081,1,0.051205,0.002452,0.058667,0.020873,0.066000,0.029938,0.066000,0.029938,0,0.453613,0.066000,0.051333,0.040873,0.000873,0.220000
1772477596,164285941,0.175490,-1.333268,2.704856,-1.351905,-0.424611,-1.378142,1,0.058248,0.009137,0.066000,0.029938,0.073333,0.045958,0.073333,0.045958,0,0.626696,0.073333,0.058667,0.049938,0.009938,0.220000
1772477596,189361981,0.173724,-1.333145,2.700768,-1.350965,-0.426110,-1.382230,1,0.075646,0.086085,0.073333,0.045958,0.080667,0.046768,0.080667,0.046768,0,0.579769,0.080667,0.066000,0.065958,0.025958,0.220000
1772477596,214407805,0.174571,-1.332653,2.696741,-1.351861,-0.425715,-1.386256,1,0.072998,0.054116,0.080667,0.046768,0.082851,0.066768,0.082851,0.066768,0,0.805883,0.088000,0.073333,0.066768,0.026768,0.220000
1772477596,264482810,0.172227,-1.332419,2.689794,-1.350671,-0.427748,-1.393203,1,0.080641,0.052288,0.082851,0.066768,0.090184,0.065531,0.090184,0.065531,0,0.726638,0.090184,0.075517,0.086768,0.046768,0.220000
1772477596,289534890,0.171923,-1.331604,2.686590,-1.351150,-0.428473,-1.396408,1,0.092348,0.119423,0.090184,0.065531,0.097517,0.071471,0.097517,0.071471,0,0.732909,0.097517,0.082851,0.085531,0.045531,0.220000
1772477596,314622447,0.170897,-1.330851,2.684101,-1.351155,-0.429746,-1.398897,1,0.090230,0.069106,0.097517,0.071471,0.104851,0.086039,0.104851,0.086039,0,0.820589,0.104851,0.090184,0.091471,0.051471,0.220000
1772477596,364670171,0.166927,-1.329120,2.680376,-1.350217,-0.433974,-1.402622,1,0.097152,0.069985,0.104851,0.086039,0.112184,0.089654,0.112184,0.089654,0,0.799171,0.112184,0.097517,0.106039,0.066039,0.220000
1772477596,389706454,0.165471,-1.329335,2.679276,-1.349186,-0.435025,-1.403722,1,0.114136,0.127070,0.112184,0.089654,0.119517,0.074009,0.119517,0.074009,0,0.619230,0.119517,0.104851,0.109654,0.069654,0.220000
1772477596,414757250,0.164222,-1.328611,2.679012,-1.349036,-0.436461,-1.403986,1,0.112266,0.102055,0.119517,0.074009,0.126851,0.081817,0.126851,0.081817,0,0.644984,0.126851,0.112184,0.094009,0.054009,0.220000
1772477596,464895299,0.160515,-1.326737,2.682289,-1.348369,-0.440560,-1.400709,1,0.129173,0.107517,0.126851,0.081817,0.134184,0.071090,0.134184,0.071090,0,0.529798,0.134184,0.119517,0.101817,0.061817,0.220000
1772477596,489953176,0.157375,-1.324784,2.684813,-1.348099,-0.444249,-1.398184,1,0.137096,0.115659,0.134184,0.071090,0.141517,0.070123,0.141517,0.070123,0,0.495506,0.141517,0.126851,0.091090,0.051090,0.220000
1772477596,514992142,0.154936,-1.322286,2.686552,-1.348683,-0.447691,-1.396446,1,0.134405,0.067408,0.141517,0.070123,0.148851,0.082467,0.148851,0.082467,0,0.554022,0.148851,0.134184,0.090123,0.050123,0.220000
1772477596,565131556,0.148034,-1.319552,2.689512,-1.346830,-0.454879,-1.393485,1,0.152322,0.118409,0.148851,0.082467,0.156184,0.068139,0.156184,0.068139,0,0.436276,0.156184,0.141517,0.102467,0.062467,0.220000
1772477596,590213306,0.144318,-1.319635,2.690015,-1.344576,-0.457835,-1.392983,1,0.159148,0.138401,0.156184,0.068139,0.163517,0.057841,0.163517,0.057841,0,0.353728,0.163517,0.148851,0.088139,0.048139,0.220000
1772477596,615810921,0.141254,-1.316482,2.692358,-1.345321,-0.462167,-1.390639,1,0.156472,0.058559,0.163517,0.057841,0.170851,0.068423,0.170851,0.068423,0,0.400487,0.170851,0.156184,0.077841,0.037841,0.220000
1772477596,665347946,0.134666,-1.314901,2.694392,-1.342721,-0.468424,-1.388605,1,0.175024,0.112283,0.170851,0.068423,0.178184,0.052998,0.178184,0.052998,0,0.297433,0.178184,0.163517,0.088423,0.048423,0.220000
1772477596,690465727,0.129905,-1.312641,2.696031,-1.341745,-0.473603,-1.386967,1,0.180432,0.097393,0.178184,0.052998,0.185517,0.051767,0.185517,0.051767,0,0.279044,0.185517,0.170851,0.072998,0.032998,0.220000
1772477596,715468437,0.126274,-1.309981,2.697197,-1.341759,-0.478104,-1.385800,1,0.177893,0.050664,0.185517,0.051767,0.192851,0.058301,0.192851,0.058301,0,0.302311,0.192851,0.178184,0.071767,0.031767,0.220000
1772477596,765565594,0.117803,-1.305139,2.699355,-1.340686,-0.487802,-1.383642,1,0.195072,0.097693,0.192851,0.058301,0.200184,0.055706,0.200184,0.055706,0,0.278274,0.200184,0.185517,0.078301,0.038301,0.220000
1772477596,790639596,0.114501,-1.304724,2.699446,-1.339077,-0.490716,-1.383551,1,0.200240,0.056084,0.200184,0.055706,0.207517,0.051286,0.207517,0.051286,0,0.247140,0.207517,0.192851,0.075706,0.035706,0.220000
1772477596,815656881,0.110381,-1.302218,2.701530,-1.338679,-0.495522,-1.381468,1,0.200220,0.056415,0.207517,0.051286,0.214851,0.053144,0.214851,0.053144,0,0.247355,0.214851,0.200184,0.071286,0.031286,0.220000
1772477596,865797153,0.099015,-1.297137,2.703880,-1.336096,-0.507700,-1.379118,1,0.203960,0.051627,0.214851,0.053144,0.220000,0.050062,0.220000,0.050062,0,0.227556,0.220000,0.207517,0.073144,0.033144,0.220000
1772477596,890870340,0.096278,-1.296298,2.703517,-1.335163,-0.510407,-1.379480,1,0.203272,0.045401,0.220000,0.050062,0.220000,0.049227,0.220000,0.049227,0,0.223759,0.220000,0.212667,0.070062,0.030062,0.220000
1772477596,915918214,0.090470,-1.294395,2.704715,-1.333282,-0.516223,-1.378283,1,0.203472,0.048756,0.220000,0.049227,0.220000,0.044610,0.220000,0.044610,0,0.202775,0.220000,0.212667,0.069227,0.029227,0.220000
1772477596,965980872,0.081020,-1.289191,2.707091,-1.331926,-0.526925,-1.375907,1,0.203195,0.036808,0.220000,0.044610,0.220000,0.045780,0.220000,0.045780,0,0.208090,0.220000,0.212667,0.064610,0.024610,0.220000
1772477596,991059096,0.075994,-1.288128,2.708381,-1.329827,-0.531614,-1.374617,1,0.205938,0.053723,0.220000,0.045780,0.220000,0.038256,0.220000,0.038256,0,0.173890,0.220000,0.212667,0.065780,0.025780,0.220000
1772477597,16064105,0.071402,-1.285660,2.708782,-1.329118,-0.536778,-1.374215,1,0.206394,0.038298,0.220000,0.038256,0.220000,0.039447,0.220000,0.039447,0,0.179303,0.220000,0.212667,0.058256,0.018256,0.220000
1772477597,66210351,0.061139,-1.281932,2.708765,-1.326092,-0.547269,-1.374233,1,0.212571,0.046325,0.220000,0.039447,0.220000,0.034810,0.220000,0.034810,0,0.158227,0.220000,0.212667,0.059447,0.019447,0.220000
1772477597,91262397,0.057947,-1.280384,2.708575,-1.325463,-0.550761,-1.374422,1,0.216935,0.044033,0.220000,0.034810,0.220000,0.034711,0.220000,0.034711,0,0.157776,0.220000,0.212667,0.054810,0.014810,0.220000
1772477597,116296108,0.052615,-1.277469,2.709645,-1.324681,-0.556787,-1.373352,1,0.218192,0.030809,0.220000,0.034711,0.220000,0.035146,0.220000,0.035146,0,0.159754,0.220000,0.212667,0.054711,0.014711,0.220000
1772477597,166509528,0.042061,-1.273391,2.711382,-1.321765,-0.567720,-1.371616,1,0.219699,0.033063,0.220000,0.035146,0.220000,0.030398,0.220000,0.030398,0,0.138170,0.220000,0.212667,0.055146,0.015146,0.220000
1772477597,191521740,0.036195,-1.271646,2.711961,-1.319723,-0.573488,-1.371037,1,0.218973,0.023370,0.220000,0.030398,0.220000,0.026632,0.220000,0.026632,0,0.121056,0.220000,0.212667,0.050398,0.010398,0.220000
1772477597,216584747,0.030903,-1.270269,2.711869,-1.317720,-0.578577,-1.371129,1,0.217984,0.023966,0.220000,0.026632,0.220000,0.023315,0.220000,0.023315,0,0.105977,0.220000,0.212667,0.046632,0.006632,0.220000
1772477597,266642682,0.021545,-1.264508,2.712313,-1.316869,-0.589533,-1.370685,1,0.217376,0.024345,0.220000,0.023315,0.220000,0.029005,0.220000,0.029005,0,0.131839,0.220000,0.212667,0.043315,0.003315,0.220000
