sec,nsec,x,y,yaw,v_cmd,w_cmd,battery_v,battery_i,v_real,w_real,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz,v_nav,w_nav,velocity_violation
1765444078.8880587,888071424.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,-0.00044537620110726066,25.200000762939453,-0.2980000078678131,0.03312575817108154,0.026711773487829393,1.149216796875,0.12449848632812499,9.785102185058593,0.02596582062827257,0.02330265953819333,0.0009321063815277333,0.1,-5.699053428308047e-08,False
1765444079.0983686,98373376.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,-0.00046631997440136177,25.200000762939453,-0.2980000078678131,0.11262473464012146,-0.026718142532533216,1.149216796875,0.12449848632812499,9.785102185058593,0.02596582062827257,0.02330265953819333,0.0009321063815277333,0.1,-5.699053428308047e-08,False
1765444079.1142447,114248960.0,-0.00012020314714167313,-1.60597417586672e-08,4.9672724935667385e-05,0.5,-0.00046631997440136177,25.200000762939453,-0.3179999887943268,0.145750492811203,-6.369044703821982e-06,1.3718775512695311,0.12689268798828124,8.360552197265624,0.0003994741635118857,-0.0541953281831125,0.0111852765783328,0.19999999999999998,-0.0009043627437793296,False
1765444079.2646258,264643584.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,0.0008732395399008399,25.200000762939453,-0.6340000033378601,0.21862494945526123,-0.026711773487829393,2.384624853515625,-0.06943184814453125,8.24802471923828,-0.01824265346704278,-0.033289513625990474,-0.0002663161090079238,0.3,0.00042235807469431287,False
1765444079.4174163,417421056.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,0.001418442608686866,25.200000762939453,-0.6340000033378601,0.33125126361846924,0.0,2.5570073730468748,0.17477672119140625,7.153874560546875,-0.011984224905356573,-0.1324922642314421,0.008655273542757524,0.35000000000000003,0.0013678573249206625,False
1765444079.568215,568228352.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,0.002107727396293747,25.200000762939453,-1.0089999437332153,0.3709999620914459,-0.05342991602036261,1.9680337646484374,0.34715924072265625,7.584830859375,-0.04181162911424404,-0.03795004553362914,0.016245282649483352,0.4500000000000001,0.0020667284006097896,False
1765444079.584675,584683520.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,0.002107727396293747,25.200000762939453,-1.0089999437332153,0.400813065469265,-0.013357479005090652,2.6312276245117188,0.239420166015625,9.823409411621093,-0.006125270507182248,-0.08735168375459901,-0.0029294771990871615,0.4500000000000001,0.0020667284006097896,False
1765444079.6422143,642222080.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,0.0022046423979850916,25.200000762939453,-1.0089999437332153,0.39749962091445923,0.0,1.20667763671875,-0.02154781494140625,11.180921752929686,0.0055926382891664,-0.0972053797878922,0.007456851052221866,0.47500000000000014,0.0030456867829812572,False
1765444079.6881654,688169472.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,0.004608159217863957,25.200000762939453,-1.0089999437332153,0.45712582767009735,-0.026714958010181304,0.9864110839843749,0.6703764648437499,9.442731347656249,0.05352953791059268,0.07496798468573054,-0.0111852765783328,0.5,0.0022046423979850916,False
1765444079.717432,717436160.0,-0.00013250618509275114,-1.7703705168514716e-08,6.370049726589502e-08,0.5,0.004608159217863957,25.200000762939453,-1.0089999437332153,0.48362548649311066,0.026714958010181304,0.9097966308593749,-0.023942016601562498,9.734823950195311,0.09374327037078917,0.04061320662370838,-0.0015978966540475428,0.5,0.004608159217863957,False
1765444079.8039544,803963392.0,0.02946704759183394,9.98935945606405e-06,0.00020994121585218687,0.5,0.004896839941071548,25.200000762939453,-1.1369999647140503,0.48362548649311066,0.026714958010181304,1.6903063720703124,-0.47884033203125,10.702081420898438,0.007989483270237714,-0.04993427043898572,0.009986854087797143,0.5,0.0037989629541107495,False
1765444079.8167791,816783616.0,0.02946704759183394,9.98935945606405e-06,0.00020994121585218687,0.5,0.004896839941071548,25.200000762939453,-1.1369999647140503,0.5035002306103706,-0.05342832375918665,1.8842367065429686,-0.38307226562499996,10.067617980957031,0.015313176267955617,0.0035952674716069714,0.016644756812995237,0.5,0.0037989629541107495,False
1765444079.9351091,935121664.0,0.1010312111654792,-4.3259589327382386e-05,-0.0013356523294546715,0.5,0.004986333104582473,25.200000762939453,-1.1369999647140503,0.5167504549026489,0.0,1.0606313354492187,0.14125789794921875,9.868899243164062,0.07004113666908397,-0.03542004249805387,-0.013315805450396189,0.5,0.004896839941071548,False
1765444079.9492335,949239808.0,0.11158725810897785,-5.4444308026369015e-05,-0.0008013531811932652,0.5,0.0043781536478378165,25.200000762939453,-1.1369999647140503,0.5233747772872448,-0.02671256961841737,1.3742717529296875,-0.09576806640624999,8.367734802246094,0.046072686858370814,0.06458165643442153,-0.003728425526110933,0.5,0.0038503903032911574,False
1765444079.9809606,980966656.0,0.11158725810897785,-5.4444308026369015e-05,-0.0008013531811932652,0.5,0.004009603659194822,25.200000762939453,-1.1369999647140503,0.5101249478757381,0.026714161879593325,1.5538368774414062,-0.3064578125,10.733206042480468,-0.03621899082507764,0.004527373853134705,0.04154531300523612,0.5,0.0043781536478378165,False
1765444080.061278,61283072.0,0.15742220640567695,-0.00010504492693264034,-0.0016523382077623045,0.5,0.0028434313917893605,25.200000762939453,-1.062000036239624,0.5167499119415879,0.05342772666124567,0.9911994873046874,0.105344873046875,9.605537060546874,0.10293117613156255,0.09560748313384465,0.01810949541253882,0.5,0.0023635673478346196,False
1765444080.1478503,147856896.0,0.16157308517198388,-0.00011134913461385842,-0.0014025142083206401,0.5,0.0028434313917893605,25.200000762939453,-1.062000036239624,0.5034998850896955,1.9903264699443695e-07,0.93852705078125,0.2346317626953125,9.885658654785155,0.04580637074936289,0.019041601794066554,0.01810949541253882,0.5,0.0023635673478346196,False
1765444080.1543574,154363136.0,0.16157308517198388,-0.00011134913461385842,-0.0014025142083206401,0.5,1.6619036302503594,25.200000762939453,-1.062000036239624,0.4968749210238457,0.02671336574900535,0.9888052856445312,-0.12689268798828124,9.0788126953125,0.029960562263391426,0.11132013356531216,0.03422162000751821,0.5,0.05236356734783462,True
1765444080.5013723,501379072.0,0.16157308517198388,-0.00011134913461385842,-0.0014025142083206401,0.5,1.6619036302503594,25.200000762939453,-1.062000036239624,0.5167498625814915,0.053427527628598676,0.5219359619140624,0.4429273071289062,9.236830004882812,0.03795004553362914,-0.040879522732716306,0.01265001517787638,0.5,0.05236356734783462,True
1765444080.7066708,706676224.0,0.26935206217633745,-0.0003162254474924353,-0.0018710235551141687,0.5,1.5661368501257702,25.200000762939453,-0.47200000286102295,0.4902492165565491,0.3739903050084268,1.1133037719726562,0.016759411621093748,9.871293444824218,0.027563717282320117,-0.017843179303530896,0.3237072304991314,0.5,0.6023635673478347,True
1765444080.8088503,808860672.0,0.26935206217633745,-0.0003162254474924353,-0.0018710235551141687,0.5,1.5562680259146517,25.200000762939453,-0.7910000085830688,0.5035006254911423,0.4274170365064375,0.6081272216796875,0.14125789794921875,9.495403784179686,-0.013182647395892227,-0.03222424918995878,0.4130562850712899,0.5,0.7023635673478348,True
1765444080.8863206,886334976.0,0.40261307374122346,-0.0005177056694711801,-0.0003166221823311932,0.5,1.55453325048551,25.200000762939453,-0.7910000085830688,0.49025000631809235,0.5342768685471627,1.9919757812499999,0.12210428466796874,9.10993731689453,0.013981595722916,0.0318247750264469,0.48935585030205997,0.5,0.8023635673478349,True
1765444080.9186027,918613504.0,0.4475422130758968,-0.0004671244169744959,0.0022531143969696434,0.5,1.5533078498086492,25.200000762939453,-0.7910000085830688,0.503499835729599,0.6411271470208322,1.448492004394531,0.6105214233398437,9.270348828125,0.06697850141549283,0.0541953281831125,0.5379585401960061,0.5,0.8523635673478349,True
1765444080.9572845,957290240.0,0.4475422130758968,-0.0004671244169744959,0.0022531143969696434,0.5,1.5522245713009324,25.200000762939453,-0.7910000085830688,0.4902492165565491,0.6945570630411948,0.7254431030273437,0.3064578125,9.330203869628905,0.022237395102161637,0.11531487520043102,0.650210780142846,0.5,0.8523635673478349,True
1765444080.9815323,981542912.0,0.6266661885379667,0.0024945915930651985,0.044606178792582336,0.5,1.5522245713009324,25.200000762939453,-0.7910000085830688,0.48784144900061877,0.7042715932267155,0.8451531860351562,0.4381389038085937,10.443507641601562,0.08056062297489695,-0.041012680787220264,0.6800381843517335,0.5,0.902363567347835,True
1765444081.0284925,28504064.0,0.6266661885379667,0.0024945915930651985,0.044606178792582336,0.5,1.5502059655057392,25.200000762939453,-1.1469999551773071,0.5034982562065125,0.6945570630411948,1.4341267944335936,0.24181436767578124,9.399635717773437,0.10918960469324877,0.007989483270237714,0.6683202755553848,0.5,0.952363567347835,True
1765444081.0538282,53840640.0,0.7534731219618331,0.037940441484010545,0.17270633374717637,0.5,1.5503401963703263,25.200000762939453,-1.1469999551773071,0.49025000631809235,0.7479837945392055,1.3958195678710936,1.1109095703125,9.167398156738281,0.08362325822848808,0.10266486002255462,0.7283745581366716,0.5,0.952363567347835,True
1765444081.1101856,110205184.0,0.7534731219618331,0.037940441484010545,0.17270633374717637,0.5,1.5508969086395652,25.200000762939453,-1.1469999551773071,0.49356187134981155,0.7613444580666481,0.6368576416015624,0.239420166015625,8.911218579101561,0.06724481752450076,-0.031558458917438977,0.7527424821108967,0.5,1.0,True
1765444081.1233664,123371520.0,0.7534731219618331,0.037940441484010545,0.17270633374717637,0.5,1.5514753429676613,25.200000762939453,-1.1469999551773071,0.5035006254911423,0.8014137105595681,1.6711527587890624,0.33758243408203126,9.332598071289063,0.12490225512471628,-0.0015978966540475428,0.7656588133977809,0.5,1.0,True
1765444081.271593,271598592.0,0.7534731219618331,0.037940441484010545,0.17270633374717637,0.5,1.5569588534535537,25.200000762939453,-1.3880000114440918,0.510125145316124,0.8281254840473975,1.927332336425781,-0.028730419921875,9.785102185058593,0.13861753473862434,-0.014114753777419962,0.8238488832160124,0.5,1.0,True
1765444081.2825382,282543104.0,0.7534731219618331,0.037940441484010545,0.17270633374717637,0.5,1.5569588534535537,25.200000762939453,-1.3880000114440918,0.5101243555545807,0.9349821315657708,0.8834604125976562,0.40462008056640625,9.471461767578125,0.1006674892049952,0.037417413315613296,0.8580705032235305,0.5,1.0,True
1765444081.3295364,329547520.0,0.7941838926491771,0.05854914001648415,0.24001954418762284,0.5,1.5604903488085746,25.200000762939453,-1.3880000114440918,0.49687452614307404,0.8815554000677601,1.1228805786132812,0.5386953735351562,9.619902270507811,0.09214537371674163,-0.049002164057457984,0.8571383968420029,0.5,1.0,True
1765444081.4105568,410562560.0,0.7942505475086614,0.0585652237397849,0.24011170533900772,0.5,1.5688496343459968,25.200000762939453,-1.3880000114440918,0.5167494677007198,0.9616962934453641,1.4772224243164063,0.7781155395507812,9.162609753417968,0.10253170196805067,-0.02862898171835181,0.8684568314748395,0.5,1.0,True
1765444081.4235756,423586560.0,0.8086298742299585,0.06223318746526818,0.25987985031320765,0.5,1.5688496343459968,25.200000762939453,-1.3880000114440918,0.5101238619536161,0.8815565942636421,1.4604630126953124,0.06943184814453125,8.992621435546875,0.08761799986360694,-0.08801747402711882,0.8792426338896604,0.5,1.0,True
