sec,nsec,x,y,yaw,v_cmd,w_cmd,battery_v,battery_i,v_real,w_real,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz,v_nav,w_nav,velocity_violation
1765443544.4564335,456445440.0,0.0,8.881784197001252e-16,-1.3877787807814457e-17,0.4333333333333333,0.01909854416059049,nan,nan,0.37762477807700634,-0.08014049531231003,2.3319524169921872,0.9720458740234375,9.375693701171874,-0.04247741938676385,0.0011984224905356572,-0.033156355571486516,0.41666666666666663,0.016235418138119625,False
1765443544.493258,493268224.0,0.0,8.881784197001252e-16,-1.3877787807814457e-17,0.4666666666666666,0.024486611201487995,nan,nan,0.39749981835484505,7.961305879777478e-07,2.114080065917969,-0.44532150878906246,8.511386901855468,0.0195742340120824,-0.09254484788025352,-0.04327636771378762,0.44166666666666665,0.021073359987798104,False
1765443544.5241618,524166144.0,0.0,8.881784197001252e-16,-1.3877787807814457e-17,0.4666666666666666,0.024486611201487995,nan,nan,0.3643742576241493,-0.02671018122665344,1.3766659545898436,-0.3184288208007812,9.655815295410155,0.06524744670694134,0.258592941846694,-0.04487426436783516,0.44166666666666665,0.021073359987798104,False
1765443544.5592678,559280640.0,0.0,8.881784197001252e-16,-1.3877787807814457e-17,0.49999999999999994,0.03289546761262792,nan,nan,0.4372495040297508,-0.05342513923683474,0.82360537109375,-0.03591302490234375,11.322179650878905,0.06125270507182247,-0.08934905457215844,-0.03222424918995878,0.4666666666666666,0.024486611201487995,False
1765443544.5727155,572719872.0,0.0,8.881784197001252e-16,-1.3877787807814457e-17,0.49999999999999994,0.03289546761262792,nan,nan,0.4438759982585907,-0.026718142532533216,1.9776105712890624,-0.30885201416015623,9.868899243164062,0.048203215730434214,0.19867181731991118,-0.026232136737280493,0.4666666666666666,0.024486611201487995,False
1765443544.6102293,610233344.0,0.0,8.881784197001252e-16,-1.3877787807814457e-17,0.5,0.03717061724245492,nan,nan,0.4504993334412575,1.5922611759554956e-06,2.128445275878906,0.55545478515625,9.062053283691405,0.019973708175594285,0.047004793239898555,-0.029028455881863695,0.49166666666666664,0.03289546761262792,False
1765443544.6341126,634126592.0,0.0,8.881784197001252e-16,-1.3877787807814457e-17,0.5,0.036148239515341185,nan,nan,0.4637501719925139,0.02968151749889481,1.5753846923828123,0.3184288208007812,9.610325463867188,0.09254484788025352,-0.15686018820566713,-0.015446334322459582,0.5,0.03717061724245492,False
1765443544.6921852,692194048.0,0.0,8.881784197001252e-16,-1.3877787807814457e-17,0.5,0.03958707485091542,nan,nan,0.5233757644891739,0.026714958010181304,2.942473840332031,1.0654197387695312,8.518569506835936,-0.005992112452678286,0.04154531300523612,-0.005326322180158476,0.5,0.038650668028421056,False
1765443544.7048476,704854016.0,0.13712755116099373,-0.0006564498308865296,-0.010467884060798429,0.5,0.03958707485091542,nan,nan,0.5233741849660873,-0.026714958010181304,1.3814543579101561,-0.20829554443359374,9.184157568359375,0.041944787168748006,-0.10652644360316951,-0.018775285685058627,0.5,0.038650668028421056,False
1765443544.7582672,758272512.0,0.18404864801284093,-0.0012449484001306743,-0.014474944562725562,0.5,0.040742391850831866,nan,nan,0.510125145316124,-0.026714958010181304,1.7908628417968748,-0.34237083740234375,9.306261853027344,0.03129214280843105,0.1849565377060031,-0.008655273542757524,0.5,0.03958707485091542,False
1765443544.9632783,963289088.0,0.1853382040467566,-0.0012636159457484197,-0.014474944562725562,0.5,0.04033410954026744,nan,nan,0.5266880244016647,0.013359071266266608,0.8283937744140625,0.28012159423828126,9.87608184814453,-0.00692421883420602,0.07057376888709982,0.01744370514001901,0.5,0.04040687773200005,False
1765443545.0064511,6456576.0,0.18855316930317167,-0.001310155614445918,-0.014474928640114078,0.5,0.03999310727800288,nan,nan,0.5299996919929981,-7.961305879777478e-07,1.4101847778320311,0.36391865234375,9.696516723632811,-0.0002663161090079238,0.003728425526110933,0.011451592687340723,0.5,0.04033410954026744,False
1765443545.2194147,219425536.0,0.21364361016932554,-0.001689688977617898,-0.015457972342071954,0.48333333333333334,0.06444630345820156,nan,nan,0.5167496651411057,0.0534267314980107,1.1444283935546875,0.2825157958984375,9.150638745117186,0.05339637985608872,-0.03555320055255783,0.03621899082507764,0.5,0.03111297012486822,False
