sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1772472961,580221982,0.069851,-0.367688,-3.061147,-1.391903,-0.347328,-1.332136,1,0.000000,0.000000,0.000000,0.000000,0.007333,0.000230,0.007333,0.000230,0,0.031349,0.007333,0.000000,0.020000,-0.020000,0.220000
1772472961,605192551,0.069660,-0.367343,-3.060877,-1.392213,-0.347571,-1.331866,1,0.000000,0.000000,0.007333,0.000230,0.014667,0.000641,0.014667,0.000641,0,0.043708,0.014667,0.000000,0.020230,-0.019770,0.220000
1772472961,630332273,0.069377,-0.367498,-3.061364,-1.392016,-0.347826,-1.332353,1,0.000000,0.000000,0.014667,0.000641,0.022000,0.000940,0.022000,0.000940,0,0.042716,0.022000,0.007333,0.020641,-0.019359,0.220000
1772472961,680404315,0.069155,-0.366662,-3.059803,-1.392807,-0.348178,-1.330792,1,0.000000,0.000000,0.022000,0.000940,0.029333,0.001868,0.029333,0.001868,0,0.063692,0.029333,0.014667,0.020940,-0.019060,0.220000
1772472961,705449163,0.069650,-0.366930,-3.058873,-1.392620,-0.347647,-1.329862,1,0.000000,0.000000,0.029333,0.001868,0.036667,0.001560,0.036667,0.001560,0,0.042554,0.036667,0.022000,0.021868,-0.018132,0.220000
1772472961,730509652,0.068249,-0.367947,-3.057600,-1.391395,-0.348870,-1.328589,1,0.000000,0.000000,0.036667,0.001560,0.044000,-0.000275,0.044000,-0.000275,0,-0.006260,0.044000,0.029333,0.021560,-0.018440,0.220000
1772472961,780583380,0.068019,-0.367729,-3.053882,-1.391574,-0.349132,-1.324871,1,0.000000,0.000000,0.044000,-0.000275,0.051333,-0.001555,0.051333,-0.001555,0,-0.030292,0.051333,0.036667,0.019725,-0.020275,0.220000
1772472961,805642475,0.067131,-0.367167,-3.052421,-1.391989,-0.350097,-1.323410,1,0.000000,0.000000,0.051333,-0.001555,0.058667,-0.001028,0.058667,-0.001028,0,-0.017520,0.058667,0.044000,0.018445,-0.021555,0.220000
1772472961,830812820,0.066705,-0.366964,-3.050548,-1.392123,-0.350549,-1.321537,1,0.000000,0.000000,0.058667,-0.001028,0.066000,-0.001634,0.066000,-0.001634,0,-0.024751,0.066000,0.051333,0.018972,-0.021028,0.220000
1772472961,880932061,0.063426,-0.366744,-3.046337,-1.391823,-0.353822,-1.317326,1,0.000000,0.000000,0.066000,-0.001634,0.073333,-0.003162,0.073333,-0.003162,0,-0.043117,0.073333,0.058667,0.018366,-0.021634,0.220000
1772472961,905863992,0.062937,-0.367006,-3.045199,-1.391487,-0.354263,-1.316188,1,0.000000,0.000000,0.073333,-0.003162,0.080667,-0.005053,0.080667,-0.005053,0,-0.062634,0.080667,0.066000,0.016838,-0.023162,0.220000
1772472961,931015418,0.060841,-0.366970,-3.043832,-1.391192,-0.356339,-1.314821,1,0.000000,0.000000,0.080667,-0.005053,0.088000,-0.005862,0.088000,-0.005862,0,-0.066610,0.088000,0.073333,0.014947,-0.025053,0.220000
