sec,nsec,x,y,yaw,v_real,w_real,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,battery_v,battery_i,battery_percent,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz
1765758049.553094,553093816,-6.62451973005906e-05,8.847633232942127e-09,-0.0002671177334309476,0.0,0.0,0.0,0.0,0.0,0.0,False,25.200000762939453,-0.28299999237060547,0.8799999952316284,1.3527239379882812,0.0526724365234375,9.842563024902343,0.033156355571486516,-0.01478054404993977,-0.0029294771990871615
1765758049.908363,908363122,-6.62451973005906e-05,8.847633232942127e-09,-0.0002671177334309476,0.1258753538131714,0.026711773487829393,0.3439554775282753,0.0005201769384305649,0.19999999999999998,0.0,False,25.200000762939453,-0.3100000023841858,0.8799999952316284,2.4564509033203126,-0.3064578125,8.635885388183594,-0.024501082028728992,-0.14607438579084622,0.00905474770626941
1765758050.0813398,81339766,-6.62451980833482e-05,8.847633063322614e-09,-0.0002671177334309476,0.3432949835603888,0.02427764040284139,0.5,0.0,0.37500000000000006,0.0,False,25.200000762939453,-0.4180000126361847,0.8799999952316284,0.3112462158203125,-0.3687070556640625,11.89439384765625,0.024634240083232953,-0.15619439793314732,-0.007989483270237714
1765758050.1613927,161392749,-6.62451980833482e-05,8.847633063322614e-09,-0.0002671177334309476,0.39749962091445923,0.0,0.5,0.001613541329643792,0.4500000000000001,0.0,False,25.200000762939453,-0.550000011920929,0.8799999952316284,1.905784521484375,0.3806780639648437,10.180145458984374,-0.02423476591972107,-0.06791060779702057,0.006524744670694133
1765758050.2155662,215566185,0.002385000750970378,2.654964785504456e-07,0.0005342991392147591,0.48362548649311066,0.026714958010181304,0.5,0.0008883942014397159,0.5,0.0,False,25.200000762939453,-0.550000011920929,0.8799999952316284,2.3127988037109373,-0.46686932373046874,10.417171423339843,0.02783003339132804,0.03688478109759745,0.020506340393610132
1765758050.224049,224048898,0.002385000750970378,2.654964785504456e-07,0.0005342991392147591,0.48362548649311066,0.026714958010181304,0.5,0.0008883942014397159,0.5,0.0,False,25.200000762939453,-0.550000011920929,0.8799999952316284,2.3127988037109373,-0.46686932373046874,10.417171423339843,0.02783003339132804,0.03688478109759745,0.020506340393610132
1765758050.277652,277652064,0.021928738536237093,4.097162716965876e-06,-0.00026711773795408124,0.48362548649311066,0.026714958010181304,0.5,0.0008883942014397159,0.5,0.0005009547620979038,False,25.200000762939453,-0.550000011920929,0.8799999952316284,2.674323254394531,0.17477672119140625,9.548076220703125,0.0035952674716069714,-0.08362325822848808,-0.008655273542757524
1765758050.5498013,549801095,0.021928738536237093,4.097162716965876e-06,-0.00026711773795408124,0.49687472358345985,0.08014089337760402,0.5,0.0009008554874932517,0.5,0.0008883942014397159,False,25.200000762939453,-0.7059999704360962,0.8799999952316284,1.3455413330078123,-0.02154781494140625,10.012551342773437,0.037550571370117254,-0.02783003339132804,0.04127899689622819
1765758050.5948029,594802785,0.021928738536237093,4.097162716965876e-06,-0.00026711773795408124,0.4438749802066013,0.08014101777300839,0.36721321498380644,0.2679743499594713,0.38333333333333336,0.23464101662613793,False,25.200000762939453,-0.4000000059604645,0.8799999952316284,-0.05027823486328125,-0.49799394531249996,9.715670336914062,-0.02330265953819333,-0.07643272328527415,0.08069378102940092
1765758050.8916125,891612488,0.1069397608046514,-4.722227269374842e-05,-0.00048479469383150764,0.31800005212426186,0.26713763814299335,0.2683785079297288,0.46797434995947124,0.35833333333333334,0.28464101662613794,False,25.200000762939453,-0.4000000059604645,0.8799999952316284,1.6208745239257811,1.2473790649414063,8.927977990722656,0.02077265650261806,-0.16018913956826616,0.255130832429591
1765758051.1891248,189124566,0.1713347547587574,-7.0015478412685e-05,-0.0004847628486088435,0.2517499178647995,0.4808469525268001,0.29457431754674873,0.5555555555555556,0.29457431754674873,0.5555555555555556,False,25.200000762939453,-0.0,0.8799999952316284,1.0175357055664063,-0.11731588134765625,9.344569079589844,0.08801747402711882,-0.31451932473835803,0.3603256954877209
1765758051.4682739,468273743,0.36928969483725155,-0.00013606891168638918,0.0016523222861558108,0.2981255054473877,0.5609854575126402,0.3099375211934575,0.5555555555555556,0.31124990998067903,0.5555555555555555,False,25.200000762939453,-0.5130000114440918,0.8799999952316284,1.879448303222656,0.1388636962890625,9.471461767578125,0.07989483270237714,0.016245282649483352,0.545548549302732
1765758051.5920417,592041831,0.36928969483725155,-0.00013606891168638918,0.0016523222861558108,0.3113745450973511,0.5075619105369814,0.3156535486917685,0.5555555555555555,0.31124990998067903,0.5555555555555555,False,25.200000762939453,-0.5130000114440918,0.8799999952316284,0.8403647827148437,0.7757213378906249,9.07163009033203,0.04500742242233912,-0.032357407244462746,0.5372927499234863
1765758051.6294851,629485031,0.4634763883860844,0.0028597860746387184,0.06080248990958149,0.31799906492233276,0.5342736840248108,0.32562129550182406,0.5555555555555555,0.32562129550182406,0.5555555555555555,False,25.200000762939453,-0.32600000500679016,0.8799999952316284,2.262520568847656,0.35194764404296874,9.900023864746093,0.05392901207410457,0.0006657902725198095,0.5371595918689823
1765758051.7951014,795101061,0.5282191980024942,0.005012591945283269,0.11880070772109402,0.31799985468387604,0.4808469525268001,0.328263881794553,0.5555555555555556,0.32727505950096436,0.5555555555555555,False,25.200000762939453,-0.32600000500679016,0.8799999952316284,1.6136919189453125,0.4381389038085937,10.134655627441406,0.1111869755108082,-0.024634240083232953,0.51052798096819
1765758051.829409,829408679,0.5282191980024942,0.005012591945283269,0.11880070772109402,0.33787499368190765,0.5609886420349921,0.3373100501076236,0.5555555555555555,0.3338302629641382,0.5555555555555556,False,25.200000762939453,-0.39800000190734863,0.8799999952316284,0.40462008056640625,-0.02633621826171875,9.466673364257812,0.05352953791059268,0.1146490849279112,0.5229116800370585
1765758051.8705478,870547672,0.5857815194813828,0.015514918845500766,0.23658243297279413,0.3312500789761543,0.5342720917636349,0.3373100501076236,0.5555555555555555,0.3338302629641382,0.5555555555555556,False,25.200000762939453,-0.39800000190734863,0.8799999952316284,1.879448303222656,0.2154781494140625,10.613495959472656,0.019174759848570515,-0.09161274149872578,0.5432848623761646
1765758051.91523,915230002,0.5857815194813828,0.015514918845500766,0.23658243297279413,0.33125126361846924,0.5342736840248108,0.34159324035134775,0.5555555555555556,0.3373100501076236,0.5555555555555555,False,25.200000762939453,-0.39800000190734863,0.8799999952316284,1.1540052001953125,0.0383072265625,10.122684619140625,0.03688478109759745,-0.10333065029507443,0.5294364247077525
1765758051.9313664,931366422,0.5857815194813828,0.015514918845500766,0.23658243297279413,0.33125126361846924,0.5342736840248108,0.34624360381436603,0.5555555555555555,0.34343582340138235,0.5555555555555556,False,25.200000762939453,-0.39800000190734863,0.8799999952316284,1.1540052001953125,0.0383072265625,10.122684619140625,0.03688478109759745,-0.10333065029507443,0.5294364247077525
1765758051.9571815,957181539,0.6100558432060361,0.02234382030534063,0.2852307264455678,0.357749342918396,0.5342736840248108,0.3545026731099171,0.5555555555555556,0.34343582340138235,0.5555555555555556,False,25.200000762939453,-0.39800000190734863,0.8799999952316284,0.5793968017578125,0.13646949462890623,9.945513696289062,0.10825749831172102,0.0014647385995435807,0.5471464459567795
1765758052.1013963,101396220,0.6100558432060361,0.02234382030534063,0.2852307264455678,0.357749342918396,0.5342736840248108,0.3545026731099171,0.5555555555555556,0.34624360381436603,0.5555555555555555,False,25.200000762939453,-0.39800000190734863,0.8799999952316284,0.5793968017578125,0.13646949462890623,9.945513696289062,0.10825749831172102,0.0014647385995435807,0.5471464459567795
1765758052.145817,145816768,0.6100558432060361,0.02234382030534063,0.2852307264455678,0.3378757834434509,0.5075619105369814,0.36261024570761025,0.5555555555555556,0.36261024570761025,0.5555555555555556,False,25.200000762939453,-0.375,0.8799999952316284,0.603338818359375,0.5027823486328125,8.468291271972657,0.10306433418606652,-0.10386328251309028,0.5247758928001138
1765758052.1621177,162117617,0.6577409132945194,0.040103392525255584,0.3865736513208748,0.3511248230934143,0.5075619105369814,0.3675966981378668,0.5555555555555556,0.36472805154960763,0.5555555555555556,False,25.200000762939453,-0.375,0.8799999952316284,2.233790148925781,0.46208092041015625,9.447519750976562,0.07843009410283357,-0.07576693301275432,0.5535380325729696
1765758052.188273,188272911,0.6653006598227215,0.04353340627801329,0.4033241379444507,0.3710007518529892,0.5342704995024589,0.3675966981378668,0.5555555555555556,0.36472805154960763,0.5555555555555556,False,25.200000762939453,-0.375,0.8799999952316284,1.4053963745117186,0.5339069702148437,9.787496386718749,-0.03648530693408556,0.04567321269485893,0.5157211450938445
1765758052.251499,251498645,0.6726775903134685,0.04705658895879295,0.4206083721570697,0.3643750473856926,0.5342720917636349,0.3762130128889031,0.5555555555555556,0.3762130128889031,0.5555555555555556,False,25.200000762939453,-0.375,0.8799999952316284,0.45968671875,-0.7852981445312499,9.390058911132812,0.1283643645418193,0.019707392066586362,0.49148637917412336
