sec,nsec,x,y,yaw,v_cmd,w_cmd,battery_v,battery_i,battery_percent,v_real,w_real,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz,v_nav,w_nav,velocity_violation
1765737351.5220387,522038528.0,8.881784197001252e-16,0.0,-3.469446951953615e-18,0.0,0.0,25.200000762939453,-0.29600000381469727,nan,0.0,0.0,0.718260498046875,0.06464344482421874,9.425971936035156,0.011318434632836761,-0.033955303898510286,-0.0022636869265673524,0.0,0.0,False
1765737351.6339982,633998080.0,0.0,0.0,-3.469446951953615e-18,0.5,-0.0005343106537999834,25.200000762939453,-0.29600000381469727,nan,0.0,0.0,1.24498486328125,0.04548983154296875,9.710881933593749,0.019174759848570515,-0.024767398137736915,-0.006391586616190171,0.0,0.0,True
1765737351.7079134,707913216.0,0.0,0.0,-3.469446951953615e-18,0.5,5.329070518200737e-15,25.200000762939453,-0.1899999976158142,nan,0.019874941557645798,0.026714161879593325,1.24498486328125,0.04548983154296875,9.710881933593749,0.019174759848570515,-0.024767398137736915,-0.006391586616190171,0.05,-0.0005343106537999834,False
1765737351.732695,732695040.0,0.0,0.0,-3.469446951953615e-18,0.5,-1.990146512638913e-06,25.200000762939453,-0.1899999976158142,nan,0.01325012557208538,-3.980652939888739e-07,1.13006318359375,0.0909796630859375,8.987833032226561,0.0007989483270237714,-0.004394215798630743,0.003062635253591124,0.1,-0.0005343894077634427,False
1765737351.7576926,757692416.0,0.0,0.0,-3.469446951953615e-18,0.5,-1.990146512638913e-06,25.200000762939453,-0.1899999976158142,nan,0.0596249233931303,-0.026713763814299338,2.4109610717773435,-0.11013327636718749,8.796296899414061,0.01944107595757844,0.1146490849279112,0.0011984224905356572,0.125,-1.9901465126389347e-06,False
1765737351.7960284,796028160.0,0.0,0.0,-3.469446951953615e-18,0.5,-0.0005401943778475083,25.200000762939453,-0.1899999976158142,nan,0.06624993681907654,0.0,2.1547814941406247,0.15083470458984374,8.403647827148436,0.004660531907638666,0.07536745884924244,-0.006791060779702058,0.125,-1.9901465126389347e-06,False
1765737351.8423655,842365440.0,0.0,0.0,-3.469446951953615e-18,0.5,-7.63760886715691e-06,25.200000762939453,-0.1899999976158142,nan,0.08612517453730106,-0.026714559944887317,2.5713725830078125,-0.1867477294921875,9.660603698730467,-0.004660531907638666,-0.056192699000671927,-0.0035952674716069714,0.15,-0.0005401943778475083,False
1765737351.857467,857466880.0,0.0,0.0,-3.469446951953615e-18,0.5,0.000528694120828225,25.200000762939453,-0.1899999976158142,nan,0.06625003553926945,3.980652939888739e-07,2.528276953125,0.12449848632812499,8.43956085205078,0.01478054404993977,0.0842890485010079,0.0003994741635118857,0.175,0.000528694120828225,False
1765737351.9270709,927070720.0,0.0,0.0,-3.469446951953615e-18,0.5,0.0005312663540254073,25.200000762939453,-0.07400000095367432,nan,0.10600021481513977,0.0,0.9792284790039062,-0.16041151123046873,9.861716638183593,0.01597896654047543,0.17869810914431689,0.005459480234662438,0.175,0.000528694120828225,False
1765737351.9773662,977366016.0,6.625013218819475e-05,8.848953569895457e-09,0.0002671376321719416,0.5,2.12329167936786e-06,25.200000762939453,-0.07400000095367432,nan,0.16893759556114674,-0.013357080939796663,1.4341267944335936,0.42377369384765623,9.730035546875,0.028362665609343887,-0.21731394495046585,0.0023968449810713144,0.19999999999999998,0.0005312663540254073,False
