sec,nsec,x,y,yaw,v_real,w_real,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,battery_v,battery_i,battery_percent,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz
1765762458.8416748,841674775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,25.200000762939453,-0.28600001335144043,0.8500000238418579,1.24498486328125,0.1580173095703125,9.78031378173828,0.0195742340120824,-0.029960562263391426,-0.004127899689622819
1765762459.0548706,54870475,0.0,0.0,0.0,0.4968761056661606,-0.026714958010181304,0.83,0.004099331195939199,0.5809999999999998,0.004888828263385258,False,25.200000762939453,-0.7749999761581421,0.8500000238418579,3.0238766967773434,-0.3184288208007812,10.998962426757812,0.028495823663847848,-0.05712480538219966,0.025699504519264647
1765762460.6798933,679893151,0.0,0.0,0.0,0.675750382244587,-0.05342832375918665,0.83,0.0016776980666781773,0.7469999999999998,0.001645982340793065,False,25.200000762939453,-1.2130000591278076,0.8500000238418579,1.7980454467773437,0.0143652099609375,10.053252770996092,0.0430100516047797,-0.05166532514753722,0.03648530693408556
1765762461.0900092,90009041,-0.027147813137529127,-0.014051434506239581,0.00012512663806937694,0.8281257897615433,0.08013850498584009,0.83,0.02470366787981009,0.83,0.02470366787981009,False,25.200000762939453,-0.6660000085830688,0.8500000238418579,0.9888052856445312,0.4860229370117187,9.74200655517578,-0.0111852765783328,0.11345066243737555,0.0832237840649762
1765762461.146344,146343846,1.3704032035720062,-0.030236406840346633,0.0020606267481626003,0.828125,0.080141689508192,0.83,0.042307261398597654,0.83,0.024618678020870748,False,25.200000762939453,-0.5410000085830688,0.8500000238418579,1.0606313354492187,0.6607996582031249,9.548076220703125,-0.007590009106725828,-0.018642127630554665,0.06631271114297303
1765762461.1879086,187908491,1.3869416594042256,-0.03031977723571288,0.0017903003396925528,0.8281252468004823,0.026712768651064367,0.83,0.040848760224138185,0.83,0.04676380737019409,False,25.200000762939453,-0.5410000085830688,0.8500000238418579,1.0965443603515623,0.4261678955078125,9.619902270507811,0.02876213977285577,-0.16058861373177805,0.029028455881863695
1765762461.2296424,229642259,1.4199520628864049,-0.03047588006869914,0.002585296629113448,0.8413747306913137,0.026714559944887317,0.83,0.03818531883913245,0.83,0.040848760224138185,False,25.200000762939453,-0.5410000085830688,0.8500000238418579,1.35990654296875,0.28730419921875,10.596736547851561,-0.002530003035575276,-0.01344896350490015,0.04154531300523612
1765762462.1199636,119963590,1.4446758250624456,-0.030622991963516928,0.0036473975648168605,0.8413754217326641,0.026710977357241414,0.83,0.0350261371607418,0.83,0.03818531883913245,False,25.200000762939453,-0.5410000085830688,0.8500000238418579,2.1164742675781247,-0.43574470214843747,9.478644372558593,-0.05339637985608872,0.06498113059793341,0.04247741938676385
1765762462.164015,164014823,2.13910593653055,-0.04503456163075113,0.02978263666867576,0.8479993492364883,3.184522351910991e-06,0.83,-0.021864403399613448,0.83,-0.025953440175153705,False,25.200000762939453,-0.5299999713897705,0.8500000238418579,0.6272808349609375,-0.277727392578125,10.307038146972655,0.005326322180158476,-0.004527373853134705,-0.03368898778950236
1765762462.4061983,406198348,2.1519013969392087,-0.04556931191805927,0.030004250514240296,0.8281247717095539,-0.02671269401382174,0.83,-0.02277739136110048,0.83,-0.021864403399613448,False,25.200000762939453,-0.5299999713897705,0.8500000238418579,1.1827356201171875,0.15083470458984374,8.40843623046875,-0.039281626078668766,-0.08535431293703959,0.01344896350490015
1765762463.1232493,123249201,2.1519013969392087,-0.04556931191805927,0.030004250514240296,0.821500233374536,9.951632349721847e-07,0.83,0.04170488726459475,0.83,0.03711339838811432,False,25.200000762939453,-0.550000011920929,0.8500000238418579,1.2018892333984375,0.19153613281249998,9.993397729492187,0.03382214584400632,-0.03382214584400632,0.010918960469324876
1765762463.415871,415870778,2.1519013969392087,-0.04556931191805927,0.030004250514240296,0.8347501121461391,-0.053427527628598676,0.83,0.001864634719931735,0.83,0.0003301784266841294,False,25.200000762939453,-0.44699999690055847,0.8500000238418579,1.6448165405273436,0.19153613281249998,10.726023437499999,0.030626352535911235,0.05952165036327097,-0.031691616971942935
1765762463.8629527,862952593,2.1519013969392087,-0.04556931191805927,0.030004250514240296,0.8413746319711208,-0.026714161879593325,0.83,0.001864634719931735,0.83,0.0003301784266841294,False,25.200000762939453,-0.4230000078678131,0.8500000238418579,2.061407629394531,-0.6200982299804687,9.792284790039062,-0.03568635860706179,-0.12543488734273212,-0.024900556192240877
1765762465.1633215,163321467,2.1519013969392087,-0.04556931191805927,0.030004250514240296,0.7883747220039368,0.026711773487829393,0.6687777148857853,-0.013612619435521072,0.7070477625530306,-0.013754860087084226,False,25.200000762939453,-0.40700000524520874,0.8500000238418579,-1.0989385620117187,0.9121908325195311,9.02135185546875,0.008788431597261486,-0.2395513400526275,0.018642127630554665
1765762465.3062687,306268580,2.1519013969392087,-0.04556931191805927,0.030004250514240296,0.2517499178647995,0.0534267314980107,0.21737033279492243,-0.11285173570631984,0.2552300178182533,-0.04074286507272523,False,25.200000762939453,-0.1120000034570694,0.8500000238418579,-0.07900865478515624,-0.19393033447265623,9.662997900390625,0.003062635253591124,-0.055926382891664,0.030626352535911235
1765762465.539891,539890938,2.1519013969392087,-0.04556931191805927,0.030004250514240296,0.2053743302822113,-0.080141689508192,0.21737033279492243,-0.11285173570631984,0.22285632807003078,-0.11268972331550349,False,25.200000762939453,-0.17599999904632568,0.8500000238418579,0.5698199951171875,-0.1867477294921875,10.517727893066406,0.0023968449810713144,-0.008522115488253561,-0.09840380227842785
