sec,nsec,odom_base_x,odom_base_y,odom_base_yaw,map_odom_x,map_odom_y,map_odom_yaw,map_base_x,map_base_y,map_base_yaw,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,battery_v,battery_i,battery_percent,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1768112400,383143256,0.295677,1.006649,-0.132748,0.440953,-1.030822,0.117447,0.615906,0.003329,-0.015359,0.000000,0.000000,0.000000,0.000000,0.830000,0.001381,0.027667,0.001381,1,25.200001,-0.038000,0.920000,1.060631,0.129287,9.524134,0.014781,0.003329,-0.004261,0.001664,0.027667,0.000000,0.033333,-0.033333,0.830000
1768112400,436718929,0.295677,1.006649,-0.132748,0.440953,-1.030822,0.117447,0.615906,0.003329,-0.015359,0.000000,0.000000,0.830000,0.001381,0.830000,-0.001651,0.830000,-0.001651,0,25.200001,-0.038000,0.920000,1.230620,0.114922,9.665392,0.011052,-0.013715,0.000533,-0.001989,0.830000,0.802333,0.034714,-0.031952,0.830000
1768112400,447968657,0.295677,1.006649,-0.132748,0.440953,-1.030822,0.117447,0.615906,0.003329,-0.015359,0.000000,0.000000,0.830000,-0.001651,0.830000,-0.001651,0.830000,-0.001651,0,25.200001,-0.038000,0.920000,1.223437,0.162806,9.588778,0.021838,-0.013183,0.002530,-0.001989,0.830000,0.802333,0.031682,-0.034984,0.830000
1768112400,482696019,0.295546,1.006666,-0.132748,0.446693,-1.036354,0.119647,0.619238,-0.001809,-0.013391,-0.013251,0.000000,0.830000,-0.001651,0.830000,0.007582,0.830000,0.007582,0,25.200001,-0.038000,0.920000,1.120486,0.328006,9.574412,0.017843,-0.003862,-0.002264,0.009135,0.830000,0.802333,0.031682,-0.034984,0.830000
1768112400,516218936,0.295612,1.006658,-0.133015,0.446730,-1.036363,0.119702,0.619238,-0.001809,-0.013391,-0.006625,-0.026713,0.830000,0.007582,0.830000,0.024461,0.830000,0.024461,0,25.200001,-0.038000,0.920000,1.833958,-0.043096,8.128315,0.007590,-0.185755,0.002397,0.029471,0.830000,0.802333,0.040915,-0.025751,0.830000
1768112400,549331819,0.296662,1.006517,-0.133015,0.445506,-1.036369,0.119845,0.619238,-0.001809,-0.013391,0.039750,0.000000,0.830000,0.024461,0.830000,0.024200,0.830000,0.024200,0,25.200001,-0.038000,0.920000,4.436456,0.155623,10.579977,0.002264,0.023569,0.029961,0.029156,0.830000,0.802333,0.057794,-0.008873,0.830000
1768112400,592986458,0.298370,1.006288,-0.133015,0.448238,-1.034620,0.116875,0.627174,-0.000669,-0.016246,0.072876,0.026710,0.830000,0.024200,0.830000,0.023797,0.830000,0.023797,0,25.200001,-0.042000,0.920000,3.011906,0.404620,10.766725,0.018775,-0.053530,-0.026498,0.028672,0.830000,0.802333,0.057533,-0.009134,0.830000
1768112400,606580006,0.300931,1.005946,-0.133282,0.446550,-1.034636,0.117142,0.627174,-0.000669,-0.016246,0.086125,-0.026713,0.830000,0.023797,0.830000,0.025036,0.830000,0.025036,0,25.200001,-0.042000,0.920000,2.355894,-0.076614,9.040505,0.031558,0.299472,-0.041412,0.030164,0.830000,0.802333,0.057131,-0.009536,0.830000
1768112400,650336302,0.305855,1.005286,-0.133015,0.440611,-1.034495,0.116875,0.627174,-0.000669,-0.016246,0.139125,0.000000,0.830000,0.025036,0.830000,0.024557,0.830000,0.024557,0,25.200001,-0.042000,0.920000,2.025495,0.270545,9.191340,0.001598,0.017577,0.011318,0.029586,0.830000,0.802333,0.058369,-0.008297,0.830000
1768112400,683000079,0.310386,1.004680,-0.132748,0.436772,-1.034387,0.116613,0.627174,-0.000669,-0.016246,0.165626,0.026712,0.830000,0.024557,0.830000,0.024759,0.830000,0.024759,0,25.200001,-0.042000,0.920000,1.980005,0.481235,9.277531,0.015979,-0.129563,0.030227,0.029830,0.830000,0.802333,0.057890,-0.008777,0.830000
1768112400,706216573,0.314326,1.004153,-0.132748,0.432872,-1.035253,0.118184,0.626930,-0.001236,-0.014649,0.178875,0.026712,0.830000,0.024759,0.830000,0.024883,0.830000,0.024883,0,25.200001,-0.042000,0.920000,3.435679,0.035913,9.313444,-0.007191,-0.070973,0.016112,0.029980,0.830000,0.802333,0.058092,-0.008575,0.830000
1768112400,759294691,0.321156,1.003242,-0.132748,0.419225,-1.035000,0.117901,0.626930,-0.001236,-0.014649,0.265001,0.000000,0.830000,0.024883,0.830000,0.025463,0.830000,0.025463,0,25.200001,-0.042000,0.920000,1.039084,-0.011971,7.730877,0.006525,-0.059522,-0.000533,0.030679,0.830000,0.802333,0.058217,-0.008450,0.830000
1768112400,782866418,0.337179,1.001109,-0.132214,0.432514,-1.029155,0.119018,0.648925,0.004653,-0.012998,0.304750,0.000000,0.830000,0.025463,0.830000,0.000311,0.830000,0.000311,0,25.200001,-0.042000,0.920000,1.307234,0.117316,10.764331,-0.006924,-0.083357,0.003595,0.000375,0.830000,0.802333,0.058797,-0.007870,0.830000
1768112400,836172856,0.346111,0.999925,-0.131679,0.420454,-1.028777,0.117970,0.648925,0.004653,-0.012998,0.331250,0.000000,0.830000,0.000311,0.830000,-0.018504,0.830000,-0.018504,0,25.200001,-0.764000,0.920000,3.124433,0.354342,10.259154,0.002264,-0.050733,0.020373,-0.022294,0.830000,0.802333,0.033645,-0.033022,0.830000
1768112400,847448772,0.352876,0.999033,-0.130878,0.415712,-1.028715,0.117970,0.648925,0.004653,-0.012998,0.357749,0.000000,0.830000,-0.018504,0.830000,-0.016546,0.830000,-0.016546,0,25.200001,-0.764000,0.920000,3.222595,0.347159,8.894459,0.017710,0.201734,0.004661,-0.019935,0.830000,0.802333,0.014829,-0.051837,0.830000
1768112400,892737186,0.367064,0.997163,-0.131412,0.426413,-1.030799,0.120758,0.672872,0.003084,-0.010975,0.377625,-0.026715,0.830000,-0.016546,0.830000,-0.015153,0.830000,-0.015153,0,25.200001,-0.764000,0.920000,2.133234,0.043096,10.326192,0.022770,-0.009188,-0.036485,-0.018256,0.830000,0.802333,0.016787,-0.049880,0.830000
1768112400,916339930,0.378491,0.995650,-0.131946,0.418172,-1.030786,0.121079,0.672872,0.003084,-0.010975,0.404126,-0.026718,0.830000,-0.015153,0.830000,-0.013936,0.830000,-0.013936,0,25.200001,-0.764000,0.920000,2.552219,0.169988,8.030152,-0.038616,-0.141281,-0.017177,-0.016790,0.830000,0.802333,0.018181,-0.048486,0.830000
1768112400,949529113,0.390706,0.994026,-0.132481,0.404270,-1.030768,0.121614,0.672872,0.003084,-0.010975,0.404124,-0.026712,0.830000,-0.013936,0.830000,-0.013777,0.830000,-0.013777,0,25.200001,-0.764000,0.920000,1.932121,-0.016759,9.035717,-0.021438,0.189617,-0.035154,-0.016599,0.830000,0.802333,0.019398,-0.047269,0.830000
1768112401,2931528,0.407583,0.991772,-0.133282,0.418770,-1.031249,0.120838,0.712346,0.002119,-0.012825,0.437250,-0.026713,0.830000,-0.013777,0.830000,-0.011549,0.830000,-0.011549,0,25.200001,-0.764000,0.920000,3.181894,-0.272939,9.852140,-0.024767,0.033689,-0.009188,-0.013914,0.830000,0.802333,0.019556,-0.047110,0.830000
1768112401,24143036,0.431219,0.988588,-0.134885,0.402964,-1.031429,0.122170,0.712346,0.002119,-0.012825,0.496875,-0.026718,0.830000,-0.011549,0.830000,-0.005133,0.830000,-0.005133,0,25.200001,-0.764000,0.920000,1.762132,0.325611,9.016563,0.020506,-0.084555,-0.011185,-0.006184,0.830000,0.802333,0.021785,-0.044882,0.830000
1768112401,49352777,0.436340,0.987893,-0.134885,0.397449,-1.031615,0.123023,0.712346,0.002119,-0.012825,0.516749,0.000000,0.830000,-0.005133,0.830000,-0.006075,0.830000,-0.006075,0,25.200001,-0.764000,0.920000,3.177106,0.612916,10.771513,0.030094,0.003462,-0.019974,-0.007320,0.830000,0.802333,0.028201,-0.038466,0.830000
1768112401,72998201,0.451503,0.985823,-0.136221,0.386391,-1.031623,0.123507,0.712346,0.002119,-0.012825,0.516751,-0.053427,0.830000,-0.006075,0.830000,-0.005475,0.830000,-0.005475,0,25.200001,-1.047000,0.920000,0.691924,0.509965,10.237606,0.079362,0.151001,-0.043676,-0.006596,0.830000,0.802333,0.027258,-0.039409,0.830000
1768112401,105885130,0.472769,0.982903,-0.136755,0.409125,-1.033069,0.121707,0.761308,-0.000258,-0.015306,0.516750,0.000000,0.830000,-0.005475,0.830000,-0.000849,0.830000,-0.000849,0,25.200001,-1.047000,0.920000,3.019088,0.079009,9.425972,-0.027830,-0.146873,-0.004394,-0.001023,0.830000,0.802333,0.027859,-0.038808,0.830000
1768112401,159325276,0.490292,0.980488,-0.137556,0.388865,-1.032903,0.122125,0.761308,-0.000258,-0.015306,0.576376,-0.080142,0.830000,-0.000849,0.830000,0.003558,0.830000,0.003558,0,25.200001,-1.047000,0.920000,1.920150,-0.035913,8.027758,0.022504,-0.127699,-0.007989,0.004287,0.830000,0.802333,0.032484,-0.034183,0.830000
1768112401,182822297,0.514440,0.977137,-0.138625,0.419935,-1.032612,0.121605,0.818395,-0.000570,-0.017137,0.629374,-0.026715,0.830000,0.003558,0.830000,0.003338,0.830000,0.003338,0,25.200001,-1.047000,0.920000,2.846706,0.189142,10.706870,0.060054,-0.121973,-0.023036,0.004022,0.830000,0.802333,0.036892,-0.029775,0.830000
