sec,nsec,x,y,yaw,v_cmd,w_cmd,battery_v,battery_i,v_real,w_real,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz,v_nav,w_nav,velocity_violation
1765451716.1664717,166477568.0,0.0,0.0,-1.7347234759768075e-18,0.5,-3.552713678800501e-15,25.200000762939453,-0.2939999997615814,0.0,0.0,1.3551181396484375,0.3064578125,9.749189160156249,0.02090581455712202,-0.015845808485971467,0.0014647385995435807,0.025,-3.552713678800501e-15,False
1765451716.289666,289672704.0,0.0,0.0,-1.7347234759768075e-18,0.5,-6.369888142058033e-08,25.200000762939453,-0.2939999997615814,0.0,0.0,1.1468225952148436,0.258573779296875,9.445125549316407,0.00346210941710301,-0.042876893550275734,0.008122641324741676,0.07500000000000001,-3.552713678800501e-15,False
1765451716.297053,297059840.0,0.0,0.0,-1.7347234759768075e-18,0.5,-6.369888142058033e-08,25.200000762939453,-0.2939999997615814,0.03312496840953827,-0.026714958010181304,1.4149731811523436,0.2346317626953125,9.536105212402344,0.011851066850852611,0.015579492376963544,-0.0033289513625990473,0.07500000000000001,-3.552713678800501e-15,False
1765451716.434956,434962944.0,0.0,0.0,-1.7347234759768075e-18,0.5,0.0016151932556994271,25.200000762939453,-0.29600000381469727,0.05300089716911316,0.0,2.39420166015625,0.38786066894531246,10.172962854003906,-0.0035952674716069714,-0.033156355571486516,0.03568635860706179,0.15,0.0010751885902604548,False
1765451716.4605234,460528896.0,0.0,0.0,-1.7347234759768075e-18,0.5,0.0005518263589687154,25.200000762939453,-0.29600000381469727,0.07618711143732071,0.013357479005090652,1.3910311645507811,0.22266075439453123,9.392453112792968,-0.005459480234662438,-0.0884169481906307,-0.0027963191445832,0.175,0.0005518263589687154,False
1765451716.5010378,501043712.0,0.0009996779663135058,-2.0587441706965137e-07,-0.00037875793565945575,0.5,0.0016270856770466467,25.200000762939453,-0.29600000381469727,0.10600021481513977,0.0,1.3120225097656248,0.18914193115234373,10.453084448242187,0.02343581759269729,-0.09560748313384465,0.013315805450396189,0.175,0.0005518263589687154,False
1765451716.5313082,531313920.0,0.009274997518940786,-4.689732683083037e-06,-0.0005342673030392694,0.5,0.0011003255784474318,25.200000762939453,-0.29600000381469727,0.13581252843141556,-0.013357479005090652,1.2785036865234374,0.2705447875976562,10.742782849121093,0.014913702104443732,-0.022104237047657675,0.02503371424674484,0.19999999999999998,0.001627085677046647,False
1765451716.716547,716552960.0,0.009428043719418078,-4.75105715391777e-06,-0.00048679465216812997,0.5,0.004466508180456392,25.200000762939453,-0.4359999895095825,0.20537512004375458,-0.026714958010181304,2.5258827514648434,-0.3687070556640625,8.528146313476562,-0.02024002428460221,0.03488741028003802,-0.010519486305812991,0.27499999999999997,0.0022384063619646792,False
1765451716.7399917,739999488.0,0.009428043719418078,-4.75105715391777e-06,-0.00048679465216812997,0.5,0.003974783025783761,25.200000762939453,-0.4359999895095825,0.2252502590417862,-0.0534267314980107,1.8315642700195311,-0.5363011718749999,10.450690246582031,0.034354778062022175,0.20546287809961325,-0.017976337358034857,0.3,0.003349870441319032,False
1765451716.8224459,822459392.0,0.017887495699903333,-9.379402093223632e-06,-0.0005342354578162318,0.5,0.00630368615559567,25.200000762939453,-0.4359999895095825,0.2616874873638153,-0.013355886743914696,2.0733786376953125,0.08858546142578125,9.878476049804688,0.05805691176372739,0.18668759241455457,-0.02876213977285577,0.35000000000000003,0.005674990678258958,False
