sec,nsec,x,y,yaw,v_cmd,w_cmd,battery_v,battery_i,v_real,w_real,imu_ax,imu_ay,imu_az,imu_vx,imu_vy,imu_vz,v_nav,w_nav,velocity_violation
1765451760.7461977,746211072.0,0.056892675203152,0.009930999479153435,-0.02203221206336633,0.5,0.009132938340774784,25.200000762939453,-0.31299999356269836,0.0,0.0,1.3527239379882812,0.2059013427734375,9.471461767578125,0.00972053797878922,-0.05020058654799364,0.0003994741635118857,0.05,0.00958226008317669,False
1765451760.799327,799332608.0,0.056892675203152,0.009930999479153435,-0.02203221206336633,0.5,0.005641125462053081,25.200000762939453,-0.31299999356269836,0.006625309586524963,-0.026714958010181304,1.4006079711914061,0.17956512451171874,9.911994873046874,0.025566346464760685,-0.005992112452678286,-0.0015978966540475428,0.07500000000000001,0.009132938340774784,False
1765451760.8377004,837707008.0,0.056892675203152,0.009930999479153435,-0.02203221206336633,0.5,0.0057149450683782665,25.200000762939453,-0.31299999356269836,0.013249829411506653,-0.026714958010181304,1.20667763671875,0.07422025146484375,8.978256225585938,0.018642127630554665,0.0031957933080950856,0.007590009106725828,0.1,0.009582260083174188,False
1765451760.8606246,860630016.0,0.056892675203152,0.009930999479153435,-0.02203221206336633,0.5,0.0057149450683782665,25.200000762939453,-0.31299999356269836,0.06625072658061981,0.0534267314980107,2.365471240234375,0.32561142578124996,8.947131604003905,0.019174759848570515,0.07856325215733753,-0.008921589651765448,0.125,0.0057149450683782665,False
1765451760.938775,938785024.0,0.0,0.0,3.469446951953614e-18,0.5,0.006566738825998456,25.200000762939453,-0.31299999356269836,0.07287603616714478,-0.026711773487829393,1.8555062866210936,0.23702596435546874,10.383652600097655,-0.008122641324741676,-0.13195963201342625,-0.001331580545039619,0.15,0.005390260824263151,False
1765451760.9922233,992230656.0,0.0,0.0,3.469446951953614e-18,0.5,0.007166450279233323,25.200000762939453,-0.34700000286102295,0.09937569499015808,0.026718142532533216,2.6048914062499997,-0.3495534423828125,9.753977563476562,-0.014114753777419962,0.045273738531347044,-0.011717908796348646,0.175,0.006566738825998456,False
1765451760.9965308,996538112.0,0.0,0.0,3.469446951953614e-18,0.5,0.00869006947917797,25.200000762939453,-0.34700000286102295,0.09937490522861481,-0.026714958010181304,1.6136919189453125,0.22505495605468748,9.605537060546874,0.094409060643309,0.1802960057983644,-0.043542683822795546,0.175,0.006566738825998456,False
1765451761.2583916,258397440.0,0.0,0.0,3.469446951953614e-18,0.5,0.019823738889075033,25.200000762939453,-0.7110000252723694,0.2252502590417862,-0.0534267314980107,2.4684219116210935,0.07900865478515624,8.717288244628906,-0.017576863194522972,-0.12183961987112514,-0.02942793004537558,0.325,0.019823738889075033,False
1765451761.2879975,288003840.0,0.0,0.0,3.469446951953614e-18,0.5,0.022132372351890413,25.200000762939453,-0.7110000252723694,0.255062572658062,-0.040069252492920045,2.6479870361328124,-0.229843359375,7.886500268554687,-0.009986854087797143,0.17656758027225347,-0.02503371424674484,0.325,0.019823738889075033,False
1765451761.2988253,298831616.0,6.625309379426625e-05,-8.84974227233215e-09,-0.00026714957413059517,0.5,0.024127184706337314,25.200000762939453,-0.7110000252723694,0.2981255054473877,0.026711773487829393,0.7637503295898437,-0.009576806640625,11.228805786132812,0.08748484180910297,0.0832237840649762,-0.02942793004537558,0.325,0.019823738889075033,False
1765451761.3373892,337397504.0,6.625309379426625e-05,-8.84974227233215e-09,-0.00026714957413059517,0.5,0.024127184706337314,25.200000762939453,-0.7110000252723694,0.3180006444454193,0.0,2.2864625854492187,0.011971008300781249,8.049305981445311,-0.04993427043898572,-0.07017429472358792,-0.0018642127630554665,0.35000000000000003,0.022132372351890413,False
1765451761.3751922,375198720.0,0.0,0.0,3.469446951953614e-18,0.5,0.028529113681706658,25.200000762939453,-0.7110000252723694,0.29149940609931946,0.0,2.0542250244140625,0.7206546997070312,9.696516723632811,0.017177389031011087,-0.09387642842529313,-0.019041601794066554,0.37500000000000006,0.026184609673799618,False
1765451761.4268534,426860032.0,0.003344426551719515,5.421836590357998e-06,0.0022697116633838025,0.5,0.030265638533309706,25.200000762939453,-0.7110000252723694,0.3312496840953827,0.0,2.039859814453125,-0.2609679809570312,10.457872851562499,-0.027297401173312193,-0.0010652644360316951,-0.015845808485971467,0.4000000000000001,0.028529113681706658,False
1765451761.4581094,458116608.0,0.003344426551719515,5.421836590357998e-06,0.0022697116633838025,0.5,0.03294678513345039,25.200000762939453,-0.7110000252723694,0.34449951350688934,-0.0534267314980107,2.3056161987304686,-0.09576806640624999,9.332598071289063,0.09187905760773371,0.18255969272493178,-0.038482677751644996,0.4000000000000001,0.028529113681706658,False
1765451761.4629464,462951936.0,0.003344426551719515,5.421836590357998e-06,0.0022697116633838025,0.5,0.0355984689739958,25.200000762939453,-0.7110000252723694,0.3776244819164276,-0.026711773487829393,1.0007762939453124,0.3495534423828125,9.880870251464843,0.017710021249026934,0.11251855605584782,-0.01744370514001901,0.4250000000000001,0.03294678513345039,False
1765451761.6367311,636740096.0,0.016620848767225915,2.8194025650130072e-05,0.000968450094155691,0.5,0.0355984689739958,25.200000762939453,-1.0779999494552612,0.3776252716779709,-0.026714958010181304,0.9888052856445312,-0.59376201171875,9.660603698730467,0.04833637378493817,-0.011052118523828838,-0.0066579027251980945,0.4250000000000001,0.03294678513345039,False
1765451761.658446,658452736.0,0.016620848767225915,2.8194025650130072e-05,0.000968450094155691,0.5,0.045479503582211485,25.200000762939453,-1.0779999494552612,0.49025000631809235,0.0534267314980107,2.094926452636719,-0.2537853759765625,9.670180505371093,-0.04074636467821234,-0.011851066850852611,-0.017044230976507122,0.5,0.045479503582211485,False
1765451761.6647117,664717312.0,0.016620848767225915,2.8194025650130072e-05,0.000968450094155691,0.5,0.048223516981428245,25.200000762939453,-1.0779999494552612,0.47037486732006073,-0.026714958010181304,1.0606313354492187,0.29448680419921874,11.468225952148437,0.057790595654719466,-0.06471481448892549,-0.02609897868277653,0.5,0.045479503582211485,False
1765451761.8386009,838607104.0,0.016620848767225915,2.8194025650130072e-05,0.000968450094155691,0.5,0.053838128404133365,25.200000762939453,-1.2890000343322754,0.5233752330968855,0.026712815299341004,1.1540052001953125,0.0047884033203125,9.835380419921874,-0.014114753777419962,-0.0643153403254136,0.01038632825130903,0.5,0.05229614083698695,False
1765451761.886875,886880512.0,0.016620848767225915,2.8194025650130072e-05,0.000968450094155691,0.5,0.05439845062768604,25.200000762939453,-1.2890000343322754,0.529999790713191,1.1941958819666216e-06,0.9911994873046874,0.19871873779296872,8.932766394042968,0.02343581759269729,-0.041944787168748006,0.015446334322459582,0.5,0.053838128404133365,False
