path,PP,APP,RPP,DWPP
PathA,0.02745111556909739,0.029510662377369712,0.029581384043363513,0.029777467475710563
PathB,0.052065840392616206,0.05556538564049431,0.035198013070167414,0.03024307000883585
PathC,0.19778617869037937,0.1392277720383081,0.04963430614051353,0.028852936680209617
