path,PP,APP,RPP,DWPP
PathA,0.313378018075845,0.246006367282134,0.2542740162546504,0.18497471832112317
PathB,0.09660101395774819,0.12829315428426324,0.21942274693121064,0.8675839533970027
PathC,0.9432949949025288,0.13387415218344192,0.7199040580195603,0.8836249811511478
