path,PP,APP,RPP,DWPP
PathA,0.013794285232417576,0.011546731473251175,0.004400739422055671,0.008660665921311365
PathB,0.014803067251244414,0.011821803853630516,0.01626213770597758,0.011719298785273113
PathC,0.1208080837515433,0.02158754871107974,0.029823318549004437,0.022002664668013646
