path,PP,APP,RPP,DWPP
PathA,1.415836211759569,1.110239426456757,0.5014332216953894,0.0
PathB,2.711371104564707,1.745928662432257,0.8412732281983077,0.0
PathC,2.8295583986711392,0.593880641827474,2.0746173281333293,0.0
