path,PP,APP,RPP,DWPP
PathA,19.566335821151732,19.16645293235779,19.38629846572876,19.3996440410614
PathB,19.566319227218628,19.166353940963745,21.059809112548827,22.846327304840088
PathC,24.033095359802246,21.30627498626709,23.833087778091432,26.132973432540894
