path,PP,APP,RPP,DWPP
PathA,0.0029114329890947005,0.0027690165942927444,0.0016854281656592971,0.001958429433097741
PathB,0.0027275883604544722,0.0036655634428966665,0.004312593110941112,0.006001933262160609
PathC,0.022858100685046328,0.002931989992651181,0.0028252173482895505,0.004095728946172119
