path,PP,APP,RPP,DWPP
PathA,3.3050723034259435,2.0202100311640776,1.3676925701959424,0.0
PathB,22.35107524530134,13.850774779887875,10.140947222242307,0.0
PathC,55.007717734216556,34.58578769931566,32.07960727445225,0.0
