sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,vx_real,vy_real,vx_now,vy_now,vx_cmd,vy_cmd,vx_nav,vy_nav,velocity_violation,curvature,dw_vx_max,dw_vx_min,dw_vy_max,dw_vy_min,dw_w_max,dw_w_min,v_reg,lookahead_dist,lookahead_yaw,is_accel
1772479055,102843304,0.169068,-1.800342,2.563160,-1.437044,-0.374199,-1.289149,1,0.000000,0.002900,0.000000,0.000000,0.311127,0.001367,0.007785,0.001367,0.000000,0.000000,0.000000,0.000000,0.311116,-0.002612,0.007333,-0.002612,1,-0.152635,0.007333,-0.007333,0.007333,-0.007333,0.020000,-0.020000,0.311127,0.110000,0.000483,1
1772479055,127844619,0.168719,-1.799586,2.563073,-1.437272,-0.375000,-1.289236,1,0.000000,-0.002033,0.311127,0.001367,0.311127,0.001613,0.220004,0.001613,0.000000,0.000000,0.311116,-0.002612,0.311124,-0.001334,0.220000,-0.001334,1,-0.077983,0.220000,0.220000,0.004721,-0.009945,0.021367,-0.018633,0.311127,0.110000,0.000570,1
1772479055,177924410,0.168550,-1.798317,2.563790,-1.437972,-0.376072,-1.288519,1,0.007549,0.004430,0.311127,0.001613,0.311127,-0.000416,0.220003,-0.000416,0.007021,-0.002773,0.311124,-0.001334,0.311125,0.001187,0.220000,0.001187,1,0.069390,0.220000,0.220000,0.005999,-0.008668,0.021613,-0.018387,0.311127,0.110000,-0.000147,1
1772479055,202998366,0.167919,-1.799005,2.563280,-1.437045,-0.375962,-1.289029,1,0.014103,0.001888,0.311127,-0.000416,0.311127,0.001028,0.220004,0.001028,0.014103,0.000000,0.311125,0.001187,0.311124,-0.001258,0.220000,-0.001258,1,-0.073500,0.220000,0.220000,0.008521,-0.006146,0.019584,-0.020416,0.311127,0.110000,0.000363,1
1772479055,228026537,0.168318,-1.799877,2.563031,-1.436779,-0.375040,-1.289278,1,0.022568,0.001661,0.311127,0.001028,0.311127,0.001733,0.220016,0.001733,0.022536,0.001195,0.311124,-0.001258,0.311116,-0.002631,0.220000,-0.002631,1,-0.153725,0.220000,0.220000,0.006076,-0.008591,0.021028,-0.018972,0.311127,0.110000,0.000613,1
1772479055,278064044,0.166969,-1.797558,2.564013,-1.437269,-0.377678,-1.288296,1,0.029626,0.005143,0.311127,0.001733,0.311127,-0.001046,0.220001,-0.001046,0.029600,-0.001239,0.311116,-0.002631,0.311127,0.000473,0.220000,0.000473,1,0.027624,0.220000,0.220000,0.004703,-0.009964,0.021733,-0.018267,0.311127,0.110000,-0.000370,1
1772479055,303107418,0.167603,-1.798612,2.563437,-1.437062,-0.376466,-1.288872,1,0.037058,0.012280,0.311127,-0.001046,0.311127,0.000584,0.220002,0.000584,0.036977,-0.002441,0.311127,0.000473,0.311126,-0.000865,0.220000,-0.000865,1,-0.050551,0.220000,0.220000,0.007806,-0.006861,0.018954,-0.021046,0.311127,0.110000,0.000206,1
1772479055,328159576,0.164918,-1.797961,2.563672,-1.435451,-0.378711,-1.288637,1,0.044393,-0.002058,0.311127,0.000584,0.311127,-0.000082,0.220029,-0.000082,0.044393,0.000000,0.311126,-0.000865,0.311107,-0.003545,0.220000,-0.003545,1,-0.207151,0.220000,0.220000,0.006468,-0.008198,0.020584,-0.019416,0.311127,0.110000,-0.000029,1
1772479055,378230273,0.164065,-1.795018,2.564859,-1.436725,-0.381498,-1.287450,1,0.051648,-0.013460,0.311127,-0.000082,0.311127,-0.003439,0.220007,-0.003439,0.051648,0.000000,0.311107,-0.003545,0.311122,0.001742,0.220000,0.001742,1,0.101775,0.220000,0.220000,0.003789,-0.010878,0.019918,-0.020082,0.311127,0.110000,-0.001216,1
1772479055,403277410,0.161941,-1.794924,2.564642,-1.435177,-0.382954,-1.287667,1,0.058939,0.005510,0.311127,-0.003439,0.311127,-0.002825,0.220004,-0.002825,0.058841,-0.003407,0.311122,0.001742,0.311124,-0.001251,0.220000,-0.001251,1,-0.073136,0.220000,0.220000,0.009075,-0.005592,0.016561,-0.023439,0.311127,0.110000,-0.000999,1
1772479055,428331135,0.161899,-1.794901,2.563853,-1.435160,-0.382999,-1.288456,1,0.066557,0.002780,0.311127,-0.002825,0.311127,-0.000592,0.220002,-0.000592,0.066514,0.002373,0.311124,-0.001251,0.311125,-0.001017,0.220000,-0.001017,1,-0.059427,0.220000,0.220000,0.006082,-0.008585,0.017175,-0.022825,0.311127,0.110000,-0.000209,1
1772479055,453368133,0.160617,-1.794351,2.564339,-1.434546,-0.384253,-1.287970,1,0.073644,-0.012047,0.311127,-0.000592,0.311127,-0.001969,0.220008,-0.001969,0.073631,-0.001353,0.311125,-0.001017,0.311122,-0.001847,0.220000,-0.001847,1,-0.107935,0.220000,0.220000,0.006316,-0.008350,0.019408,-0.020592,0.311127,0.110000,-0.000696,1
1772479055,503429812,0.155836,-1.790372,2.565076,-1.433520,-0.390387,-1.287233,1,0.080671,0.001552,0.311127,-0.001969,0.311127,-0.004053,0.220000,-0.004053,0.080671,0.000000,0.311122,-0.001847,0.311127,-0.000035,0.220000,-0.000035,1,-0.002042,0.220000,0.220000,0.005486,-0.009180,0.018031,-0.021969,0.311127,0.110000,-0.001433,1
1772479055,528473410,0.155487,-1.790713,2.564153,-1.433033,-0.390357,-1.288156,1,0.088625,-0.003390,0.311127,-0.004053,0.311127,-0.001442,0.220003,-0.001442,0.088610,-0.001666,0.311127,-0.000035,0.311125,-0.001095,0.220000,-0.001095,1,-0.063995,0.220000,0.220000,0.007298,-0.007368,0.015947,-0.024053,0.311127,0.110000,-0.000510,1
1772479055,578543590,0.151919,-1.787991,2.563964,-1.432104,-0.394747,-1.288345,1,0.095413,-0.016526,0.311127,-0.001442,0.311127,-0.000907,0.220000,-0.000907,0.095413,0.000000,0.311125,-0.001095,0.311127,-0.000102,0.220000,-0.000102,1,-0.005933,0.220000,0.220000,0.006238,-0.008428,0.018558,-0.021442,0.311127,0.110000,-0.000321,1
1772479055,603620945,0.149467,-1.785918,2.564392,-1.431598,-0.397919,-1.287917,1,0.102578,0.000000,0.311127,-0.000907,0.311127,-0.002117,0.220002,-0.002117,0.102578,0.000000,0.311127,-0.000102,0.311126,0.000888,0.220000,0.000888,1,0.051895,0.220000,0.220000,0.007232,-0.007435,0.019093,-0.020907,0.311127,0.110000,-0.000748,1
1772479055,628642308,0.148475,-1.785532,2.564078,-1.431098,-0.398858,-1.288231,1,0.110607,0.003024,0.311127,-0.002117,0.311127,-0.001231,0.220000,-0.001231,0.110607,0.000000,0.311126,0.000888,0.311127,0.000367,0.220000,0.000367,1,0.021447,0.220000,0.220000,0.008221,-0.006445,0.017883,-0.022117,0.311127,0.110000,-0.000435,1
1772479055,678737054,0.142774,-1.782950,2.563879,-1.428462,-0.404534,-1.288430,1,0.117309,-0.019159,0.311127,-0.001231,0.311127,-0.000667,0.220012,-0.000667,0.117294,0.001833,0.311127,0.000367,0.311119,-0.002264,0.220000,-0.002264,1,-0.132277,0.220000,0.220000,0.007700,-0.006966,0.018769,-0.021231,0.311127,0.110000,-0.000236,1
1772479055,703811567,0.139229,-1.780513,2.564328,-1.427364,-0.408693,-1.287981,1,0.125172,0.008995,0.311127,-0.000667,0.311127,-0.001936,0.220010,-0.001936,0.125172,0.000000,0.311119,-0.002264,0.311120,-0.002109,0.220000,-0.002109,1,-0.123227,0.220000,0.220000,0.005070,-0.009597,0.019333,-0.020667,0.311127,0.110000,-0.000685,1
1772479055,728753182,0.137255,-1.779480,2.564065,-1.426542,-0.410764,-1.288244,1,0.131586,-0.006557,0.311127,-0.001936,0.311127,-0.001193,0.220016,-0.001193,0.131570,-0.002076,0.311120,-0.002109,0.311116,-0.002630,0.220000,-0.002630,1,-0.153685,0.220000,0.220000,0.005225,-0.009442,0.018064,-0.021936,0.311127,0.110000,-0.000422,1
1772479055,753862270,0.133975,-1.776062,2.564372,-1.426287,-0.415495,-1.287937,1,0.148247,0.009377,0.311127,-0.001193,0.311127,-0.002060,0.220000,-0.002060,0.148225,-0.002585,0.311116,-0.002630,0.311127,0.000305,0.220000,0.000305,1,0.017837,0.220000,0.220000,0.004703,-0.009963,0.018807,-0.021193,0.311127,0.110000,-0.000728,1
1772479055,803956227,0.128491,-1.771818,2.564231,-1.424899,-0.422289,-1.288078,1,0.146926,0.000000,0.311127,-0.002060,0.311127,-0.001661,0.220008,-0.001661,0.146903,-0.002595,0.311127,0.000305,0.311121,0.001930,0.220000,0.001930,1,0.112812,0.220000,0.220000,0.007639,-0.007028,0.017940,-0.022060,0.311127,0.110000,-0.000587,1
1772479055,828965346,0.125611,-1.772541,2.563327,-1.422244,-0.423620,-1.288982,1,0.154224,0.001414,0.311127,-0.001661,0.311127,0.000895,0.220036,0.000895,0.154224,0.000000,0.311121,0.001930,0.311102,-0.003953,0.220000,-0.003953,1,-0.231001,0.220000,0.220000,0.009264,-0.005403,0.018339,-0.021661,0.311127,0.110000,0.000316,1
1772479055,879073325,0.118931,-1.766959,2.563884,-1.420823,-0.432208,-1.288425,1,0.170979,-0.021406,0.311127,0.000895,0.311127,-0.000681,0.220003,-0.000681,0.170922,-0.004414,0.311102,-0.003953,0.311125,-0.001224,0.220000,-0.001224,1,-0.071546,0.220000,0.220000,0.003380,-0.011286,0.020895,-0.019105,0.311127,0.110000,-0.000241,1
1772479055,904141573,0.115455,-1.765068,2.563800,-1.419423,-0.435908,-1.288509,1,0.168628,-0.004148,0.311127,-0.000681,0.311127,-0.000444,0.220010,-0.000444,0.168586,-0.003737,0.311125,-0.001224,0.311120,-0.002089,0.220000,-0.002089,1,-0.122082,0.220000,0.220000,0.006109,-0.008558,0.019319,-0.020681,0.311127,0.110000,-0.000157,1
1772479055,929145767,0.110899,-1.760977,2.564635,-1.418638,-0.441981,-1.287674,1,0.175867,0.014699,0.311127,-0.000444,0.311127,-0.002805,0.220000,-0.002805,0.175867,0.000000,0.311120,-0.002089,0.311127,0.000302,0.220000,0.000302,1,0.017667,0.220000,0.220000,0.005244,-0.009422,0.019556,-0.020444,0.311127,0.110000,-0.000992,1
1772479055,979256292,0.103684,-1.756837,2.564243,-1.415871,-0.449827,-1.288066,1,0.183660,-0.006513,0.311127,-0.002805,0.311127,-0.001696,0.220002,-0.001696,0.183655,-0.001377,0.311127,0.000302,0.311126,-0.000916,0.220000,-0.000916,1,-0.053542,0.220000,0.220000,0.007636,-0.007031,0.017195,-0.022805,0.311127,0.110000,-0.000600,1
1772479056,4331964,0.100201,-1.756216,2.564324,-1.413637,-0.452569,-1.287985,1,0.191655,-0.005562,0.311127,-0.001696,0.311127,-0.001925,0.220053,-0.001925,0.191655,0.000000,0.311126,-0.000916,0.311089,-0.004850,0.220000,-0.004850,1,-0.283455,0.220000,0.220000,0.006417,-0.008250,0.018304,-0.021696,0.311127,0.110000,-0.000681,1
1772479056,29314494,0.095565,-1.752760,2.564315,-1.412377,-0.458213,-1.287994,1,0.198515,-0.014941,0.311127,-0.001925,0.311127,-0.001900,0.220033,-0.001900,0.198515,0.000000,0.311089,-0.004850,0.311103,-0.003826,0.220000,-0.003826,1,-0.223584,0.220000,0.220000,0.002483,-0.012184,0.018075,-0.021925,0.311127,0.110000,-0.000672,1
1772479056,54441752,0.092552,-1.750917,2.563516,-1.411296,-0.461575,-1.288793,1,0.205874,-0.003650,0.311127,-0.001900,0.311127,0.000359,0.220034,0.000359,0.205818,-0.004802,0.311103,-0.003826,0.311103,-0.003866,0.220000,-0.003866,1,-0.225928,0.220000,0.220000,0.003507,-0.011159,0.018100,-0.021900,0.311127,0.110000,0.000127,1
1772479056,104539822,0.084143,-1.744598,2.562935,-1.409046,-0.471850,-1.289374,1,0.212685,-0.019325,0.311127,0.000359,0.311127,0.002003,0.220007,0.002003,0.212657,-0.003475,0.311103,-0.003866,0.311122,-0.001707,0.220000,-0.001707,1,-0.099776,0.220000,0.220000,0.003467,-0.011199,0.020359,-0.019641,0.311127,0.110000,0.000708,1
1772479056,129490971,0.079476,-1.741843,2.563686,-1.407306,-0.476983,-1.288623,1,0.220363,-0.015590,0.311127,0.002003,0.311127,-0.000122,0.220016,-0.000122,0.220331,-0.003741,0.311122,-0.001707,0.311116,-0.002626,0.220000,-0.002626,1,-0.153448,0.220000,0.220000,0.005626,-0.009041,0.022003,-0.017997,0.311127,0.110000,-0.000043,1
1772479056,154523176,0.074714,-1.738062,2.564758,-1.406163,-0.482955,-1.287551,1,0.220113,-0.005160,0.311127,-0.000122,0.311127,-0.003152,0.220004,-0.003152,0.220103,-0.002058,0.311116,-0.002626,0.311124,-0.001360,0.220000,-0.001360,1,-0.079496,0.220000,0.220000,0.004708,-0.009959,0.019878,-0.020122,0.311127,0.110000,-0.001114,1
1772479056,204616197,0.065356,-1.732216,2.564124,-1.402884,-0.493491,-1.288185,1,0.220036,0.006449,0.311127,-0.003152,0.311127,-0.001360,0.220007,-0.001360,0.220028,-0.001884,0.311124,-0.001360,0.311122,-0.001775,0.220000,-0.001775,1,-0.103719,0.220000,0.220000,0.005973,-0.008694,0.016848,-0.023152,0.311127,0.110000,-0.000481,1
1772479056,229682298,0.059867,-1.728897,2.563192,-1.400889,-0.499587,-1.289117,1,0.219775,-0.009307,0.311127,-0.001360,0.311127,0.001276,0.220010,0.001276,0.219775,0.000000,0.311122,-0.001775,0.311120,-0.002104,0.220000,-0.002104,1,-0.122949,0.220000,0.220000,0.005558,-0.009108,0.018640,-0.021360,0.311127,0.110000,0.000451,1
1772479056,279744693,0.051603,-1.723048,2.563774,-1.398442,-0.509411,-1.288535,1,0.219989,0.000000,0.311127,0.001276,0.311127,-0.000369,0.220003,-0.000369,0.219981,-0.001878,0.311120,-0.002104,0.311125,-0.001199,0.220000,-0.001199,1,-0.070049,0.220000,0.220000,0.005229,-0.009437,0.021276,-0.018724,0.311127,0.110000,-0.000130,1
1772479056,304787396,0.046860,-1.719004,2.564964,-1.397486,-0.515570,-1.287345,1,0.220492,0.001208,0.311127,-0.000369,0.311127,-0.003736,0.220001,-0.003736,0.220486,-0.001593,0.311125,-0.001199,0.311126,0.000685,0.220000,0.000685,1,0.040049,0.220000,0.220000,0.006135,-0.008532,0.019631,-0.020369,0.311127,0.110000,-0.001321,1
1772479056,329830792,0.042307,-1.717862,2.564765,-1.394780,-0.519406,-1.287544,1,0.220200,0.018188,0.311127,-0.003736,0.311127,-0.003173,0.220029,-0.003173,0.220191,0.002005,0.311126,0.000685,0.311106,-0.003583,0.220000,-0.003583,1,-0.209385,0.220000,0.220000,0.008019,-0.006648,0.016264,-0.023736,0.311127,0.110000,-0.001122,1
1772479056,379917195,0.032752,-1.712913,2.565048,-1.390767,-0.529390,-1.287261,1,0.219743,-0.014260,0.311127,-0.003173,0.311127,-0.003972,0.220102,-0.003972,0.219693,-0.004691,0.311106,-0.003583,0.311055,-0.006711,0.220000,-0.006711,1,-0.392205,0.220000,0.220000,0.003750,-0.010916,0.016827,-0.023173,0.311127,0.110000,-0.001404,1
1772479056,404952749,0.028388,-1.709697,2.564939,-1.389558,-0.534675,-1.287370,1,0.219676,0.001224,0.311127,-0.003972,0.311127,-0.003666,0.220076,-0.003666,0.219648,-0.003517,0.311055,-0.006711,0.311073,-0.005802,0.220000,-0.005802,1,-0.339063,0.220000,0.220000,0.000622,-0.014045,0.016028,-0.023972,0.311127,0.110000,-0.001296,1
1772479056,430020344,0.022331,-1.706416,2.564050,-1.387107,-0.541113,-1.288259,1,0.219824,0.000000,0.311127,-0.003666,0.311127,-0.001152,0.220115,-0.001152,0.219758,-0.005351,0.311073,-0.005802,0.311046,-0.007112,0.220000,-0.007112,1,-0.415626,0.220000,0.220000,0.001531,-0.013135,0.016334,-0.023666,0.311127,0.110000,-0.000407,1
