sec,nsec,x,y,yaw,map_x,map_y,map_yaw,map_pose_valid,v_real,w_real,v_now,w_now,v_cmd,w_cmd,v_nav,w_nav,velocity_violation,curvature,dw_v_max,dw_v_min,dw_w_max,dw_w_min,v_reg
1772478975,940489136,0.150215,-1.790800,2.556988,-1.403117,-0.411120,-1.308107,1,0.000000,0.000000,0.050000,0.017570,0.043838,-0.002430,0.043838,-0.002430,0,-0.055438,0.057333,0.042667,0.037570,-0.002430,0.220000
1772478975,965481571,0.150288,-1.790526,2.556812,-1.403353,-0.411277,-1.308283,1,0.000000,0.002217,0.043838,-0.002430,0.051171,-0.000400,0.051171,-0.000400,0,-0.007817,0.051171,0.036505,0.017570,-0.022430,0.220000
1772478976,15580598,0.150528,-1.790784,2.556467,-1.403362,-0.410925,-1.308627,1,0.007316,0.000000,0.051171,-0.000400,0.058505,-0.000894,0.058505,-0.000894,0,-0.015288,0.058505,0.043838,0.019600,-0.020400,0.220000
1772478976,40627866,0.149978,-1.791936,2.555294,-1.402187,-0.410426,-1.309800,1,0.014721,-0.010019,0.058505,-0.000894,0.065838,-0.013358,0.065838,-0.013358,0,-0.202890,0.065838,0.051171,0.019106,-0.020894,0.220000
1772478976,65595874,0.150611,-1.789740,2.554586,-1.404116,-0.411652,-1.310509,1,0.021616,0.005795,0.065838,-0.013358,0.058505,0.006642,0.058505,0.006642,0,0.170413,0.073171,0.058505,0.006642,-0.033358,0.220000
1772478976,115711909,0.148917,-1.789777,2.553149,-1.402822,-0.412746,-1.311945,1,0.029460,-0.013435,0.058505,0.006642,0.065838,0.002433,0.065838,0.002433,0,0.036947,0.065838,0.051171,0.026642,-0.013358,0.220000
1772478976,140767505,0.148281,-1.788337,2.553306,-1.403298,-0.414246,-1.311788,1,0.037653,0.019234,0.065838,0.002433,0.073171,0.012770,0.073171,0.012770,0,0.174526,0.073171,0.058505,0.022433,-0.017567,0.220000
1772478976,165771139,0.148002,-1.788892,2.553835,-1.402722,-0.414015,-1.311260,1,0.044726,0.001906,0.073171,0.012770,0.080505,0.005071,0.080505,0.005071,0,0.062987,0.080505,0.065838,0.032770,-0.007230,0.220000
1772478976,216097689,0.145918,-1.787727,2.555377,-1.401931,-0.416268,-1.309718,1,0.050986,0.004175,0.080505,0.005071,0.087838,0.000483,0.087838,0.000483,0,0.005499,0.087838,0.073171,0.025071,-0.014929,0.220000
1772478976,240879353,0.144255,-1.787438,2.554648,-1.400876,-0.417585,-1.310447,1,0.058467,-0.008304,0.087838,0.000483,0.095171,-0.008871,0.095171,-0.008871,0,-0.093207,0.095171,0.080505,0.020483,-0.019517,0.220000
1772478976,265921421,0.142559,-1.785144,2.555162,-1.401123,-0.420428,-1.309933,1,0.066034,0.005119,0.095171,-0.008871,0.102505,0.006047,0.102505,0.006047,0,0.058993,0.102505,0.087838,0.011129,-0.028871,0.220000
1772478976,315945606,0.139697,-1.784189,2.555183,-1.399610,-0.423038,-1.309911,1,0.073569,-0.006361,0.102505,0.006047,0.109838,-0.007725,0.109838,-0.007725,0,-0.070333,0.109838,0.095171,0.026047,-0.013953,0.220000
